SAMN07812031	SRR6190476	SRX3300484	SAMN07812031	SRS2608082	PRJNA415015	SRP120499		SRA621103	RNA-1.bam	17	RNA WT Roots Control Rep1	PRJNA415015	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	17	Illumina HiSeq 2500	ILLUMINA	818396491.0	16415292.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|kpotter12 on 2018-09-28; Arabidopsis thaliana	Illumina HiSeq 2500 sequencing; RNA WT Roots Control Rep1	ATAC and RNA datasets of cytokinin treated Arabidopsis seedlings.	Illumina HiSeq 2500 sequencing; RNA WT Roots Control Rep1	This sample has been submitted by pda|kpotter12 on 2018-09-28; Arabidopsis thaliana	793728c6cc631325520c4c894e4da13f	200775279	ftp.sra.ebi.ac.uk/vol1/fastq/SRR619/006/SRR6190476/SRR6190476.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR619/006/SRR6190476/SRR6190476.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR619/006/SRR6190476/SRR6190476.fastq.gz
SAMN07812032	SRR6190475	SRX3300485	SAMN07812032	SRS2608104	PRJNA415015	SRP120499		SRA621103	RNA-2.bam	18	RNA WT Roots BA Rep1	PRJNA415015	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	18	Illumina HiSeq 2500	ILLUMINA	908198866.0	18218719.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|kpotter12 on 2018-09-28; Arabidopsis thaliana	Illumina HiSeq 2500 sequencing; RNA WT Roots BA Rep1	ATAC and RNA datasets of cytokinin treated Arabidopsis seedlings.	Illumina HiSeq 2500 sequencing; RNA WT Roots BA Rep1	This sample has been submitted by pda|kpotter12 on 2018-09-28; Arabidopsis thaliana	6895579f4a4f1ea8bd04d7b0f1f6faeb	220850678	ftp.sra.ebi.ac.uk/vol1/fastq/SRR619/005/SRR6190475/SRR6190475.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR619/005/SRR6190475/SRR6190475.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR619/005/SRR6190475/SRR6190475.fastq.gz
SAMN07812033	SRR6190472	SRX3300488	SAMN07812033	SRS2608084	PRJNA415015	SRP120499		SRA621103	RNA-3.bam	19	RNA WT Roots Control Rep2	PRJNA415015	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	19	Illumina HiSeq 2500	ILLUMINA	850384082.0	17059019.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|kpotter12 on 2018-09-28; Arabidopsis thaliana	Illumina HiSeq 2500 sequencing; RNA WT Roots Control Rep2	ATAC and RNA datasets of cytokinin treated Arabidopsis seedlings.	Illumina HiSeq 2500 sequencing; RNA WT Roots Control Rep2	This sample has been submitted by pda|kpotter12 on 2018-09-28; Arabidopsis thaliana	c1ce673145ce1ba1754be2bb63b55c76	206059357	ftp.sra.ebi.ac.uk/vol1/fastq/SRR619/002/SRR6190472/SRR6190472.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR619/002/SRR6190472/SRR6190472.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR619/002/SRR6190472/SRR6190472.fastq.gz
SAMN07812034	SRR6190471	SRX3300489	SAMN07812034	SRS2608101	PRJNA415015	SRP120499		SRA621103	RNA-4.bam	20	RNA WT Roots BA Rep2	PRJNA415015	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	20	Illumina HiSeq 2500	ILLUMINA	830470937.0	16659511.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|kpotter12 on 2018-09-28; Arabidopsis thaliana	Illumina HiSeq 2500 sequencing; RNA WT Roots BA Rep2	ATAC and RNA datasets of cytokinin treated Arabidopsis seedlings.	Illumina HiSeq 2500 sequencing; RNA WT Roots BA Rep2	This sample has been submitted by pda|kpotter12 on 2018-09-28; Arabidopsis thaliana	3cbb609034a78da64971fce630fe872e	202773861	ftp.sra.ebi.ac.uk/vol1/fastq/SRR619/001/SRR6190471/SRR6190471.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR619/001/SRR6190471/SRR6190471.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR619/001/SRR6190471/SRR6190471.fastq.gz
SAMN07812036	SRR6190454	SRX3300506	SAMN07812036	SRS2608100	PRJNA415015	SRP120499		SRA621103	RNA-6.bam	22	RNA WT Roots BA Rep3	PRJNA415015	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	22	Illumina HiSeq 2500	ILLUMINA	893431268.0	17925141.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|kpotter12 on 2018-09-28; Arabidopsis thaliana	Illumina HiSeq 2500 sequencing; RNA WT Roots BA Rep3	ATAC and RNA datasets of cytokinin treated Arabidopsis seedlings.	Illumina HiSeq 2500 sequencing; RNA WT Roots BA Rep3	This sample has been submitted by pda|kpotter12 on 2018-09-28; Arabidopsis thaliana	4680ffca141f29d57b938c66dc47c1e8	215155372	ftp.sra.ebi.ac.uk/vol1/fastq/SRR619/004/SRR6190454/SRR6190454.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR619/004/SRR6190454/SRR6190454.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR619/004/SRR6190454/SRR6190454.fastq.gz
SAMN07812035	SRR6190453	SRX3300507	SAMN07812035	SRS2608105	PRJNA415015	SRP120499		SRA621103	RNA-5.bam	21	RNA WT Roots Control Rep3	PRJNA415015	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	21	Illumina HiSeq 2500	ILLUMINA	878415405.0	17622869.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|kpotter12 on 2018-09-28; Arabidopsis thaliana	Illumina HiSeq 2500 sequencing; RNA WT Roots Control Rep3	ATAC and RNA datasets of cytokinin treated Arabidopsis seedlings.	Illumina HiSeq 2500 sequencing; RNA WT Roots Control Rep3	This sample has been submitted by pda|kpotter12 on 2018-09-28; Arabidopsis thaliana	c6f65bd119872a25c6f892e7e5d8d7ff	212865224	ftp.sra.ebi.ac.uk/vol1/fastq/SRR619/003/SRR6190453/SRR6190453.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR619/003/SRR6190453/SRR6190453.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR619/003/SRR6190453/SRR6190453.fastq.gz
SAMN07812042	SRR6190460	SRX3300500	SAMN07812042	SRS2608094	PRJNA415015	SRP120499		SRA621103	RNA-12.bam	28	RNA WT Shoots BA Rep3	PRJNA415015	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	28	Illumina HiSeq 2500	ILLUMINA	887185777.0	17800638.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|kpotter12 on 2018-09-28; Arabidopsis thaliana	Illumina HiSeq 2500 sequencing; RNA WT Shoots BA Rep3	ATAC and RNA datasets of cytokinin treated Arabidopsis seedlings.	Illumina HiSeq 2500 sequencing; RNA WT Shoots BA Rep3	This sample has been submitted by pda|kpotter12 on 2018-09-28; Arabidopsis thaliana	52997d54d2fbe761265ebcfda23b3b4b	211772103	ftp.sra.ebi.ac.uk/vol1/fastq/SRR619/000/SRR6190460/SRR6190460.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR619/000/SRR6190460/SRR6190460.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR619/000/SRR6190460/SRR6190460.fastq.gz
SAMN07812041	SRR6190459	SRX3300501	SAMN07812041	SRS2608095	PRJNA415015	SRP120499		SRA621103	RNA-11.bam	27	RNA WT Shoots Control Rep3	PRJNA415015	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	27	Illumina HiSeq 2500	ILLUMINA	1323441183.0	26553302.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|kpotter12 on 2018-09-28; Arabidopsis thaliana	Illumina HiSeq 2500 sequencing; RNA WT Shoots Control Rep3	ATAC and RNA datasets of cytokinin treated Arabidopsis seedlings.	Illumina HiSeq 2500 sequencing; RNA WT Shoots Control Rep3	This sample has been submitted by pda|kpotter12 on 2018-09-28; Arabidopsis thaliana	14fbbfb008c8c8ce2305377b052cc55c	311930923	ftp.sra.ebi.ac.uk/vol1/fastq/SRR619/009/SRR6190459/SRR6190459.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR619/009/SRR6190459/SRR6190459.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR619/009/SRR6190459/SRR6190459.fastq.gz
SAMN07812040	SRR6190458	SRX3300502	SAMN07812040	SRS2608096	PRJNA415015	SRP120499		SRA621103	RNA-10.bam	26	RNA WT Shoots BA Rep2	PRJNA415015	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	26	Illumina HiSeq 2500	ILLUMINA	819871865.0	16448441.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|kpotter12 on 2018-09-28; Arabidopsis thaliana	Illumina HiSeq 2500 sequencing; RNA WT Shoots BA Rep2	ATAC and RNA datasets of cytokinin treated Arabidopsis seedlings.	Illumina HiSeq 2500 sequencing; RNA WT Shoots BA Rep2	This sample has been submitted by pda|kpotter12 on 2018-09-28; Arabidopsis thaliana	5b3450174c087c752bc8f558854abd5b	201825628	ftp.sra.ebi.ac.uk/vol1/fastq/SRR619/008/SRR6190458/SRR6190458.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR619/008/SRR6190458/SRR6190458.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR619/008/SRR6190458/SRR6190458.fastq.gz
SAMN07812039	SRR6190457	SRX3300503	SAMN07812039	SRS2608097	PRJNA415015	SRP120499		SRA621103	RNA-9.bam	25	RNA WT Shoots Control Rep2	PRJNA415015	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	25	Illumina HiSeq 2500	ILLUMINA	815810930.0	16368783.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|kpotter12 on 2018-09-28; Arabidopsis thaliana	Illumina HiSeq 2500 sequencing; RNA WT Shoots Control Rep2	ATAC and RNA datasets of cytokinin treated Arabidopsis seedlings.	Illumina HiSeq 2500 sequencing; RNA WT Shoots Control Rep2	This sample has been submitted by pda|kpotter12 on 2018-09-28; Arabidopsis thaliana	1f0cb8bef504dc74c90910330e6e9ef1	198370633	ftp.sra.ebi.ac.uk/vol1/fastq/SRR619/007/SRR6190457/SRR6190457.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR619/007/SRR6190457/SRR6190457.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR619/007/SRR6190457/SRR6190457.fastq.gz
