SAMN03892911	SRR2132937	SRX1123311	SAMN03892911	SRS1173293	SRP061754	SRP061754		SRA280645	GSM1835604_r1	GSM1835604	Col-0, 0 mM NaCl	SRP061754	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2500	ILLUMINA	1137681225.0	22307475.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|christiaanhenkel on 2016-08-16; Arabidopsis thaliana	Illumina HiSeq 2500 sequencing; GSM1835604: Col-0, 0 mM NaCl; Arabidopsis thaliana; RNA-Seq	Study: SRP061754	Illumina HiSeq 2500 sequencing; GSM1835604: Col-0, 0 mM NaCl; Arabidopsis thaliana; RNA-Seq	Wild type	bea99eca162fb122c771a935fcde1acf	1048676227	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/007/SRR2132937/SRR2132937.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/007/SRR2132937/SRR2132937.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR213/007/SRR2132937/SRR2132937.fastq.gz
SAMN03892912	SRR2132938	SRX1123312	SAMN03892912	SRS1173292	SRP061754	SRP061754		SRA280645	GSM1835605_r1	GSM1835605	Col-0, 75 mM NaCl	SRP061754	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2500	ILLUMINA	685909863.0	13449213.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|christiaanhenkel on 2016-08-16; Arabidopsis thaliana	Illumina HiSeq 2500 sequencing; GSM1835605: Col-0, 75 mM NaCl; Arabidopsis thaliana; RNA-Seq	Study: SRP061754	Illumina HiSeq 2500 sequencing; GSM1835605: Col-0, 75 mM NaCl; Arabidopsis thaliana; RNA-Seq	Wild type	db41c15ca26ee2e9d433d4ed1b38f5ac	635395762	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/008/SRR2132938/SRR2132938.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/008/SRR2132938/SRR2132938.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR213/008/SRR2132938/SRR2132938.fastq.gz
SAMN03892913	SRR2132939	SRX1123313	SAMN03892913	SRS1173291	SRP061754	SRP061754		SRA280645	GSM1835606_r1	GSM1835606	Empty vector control, 0 mM NaCl	SRP061754	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2500	ILLUMINA	985788537.0	19329187.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|christiaanhenkel on 2016-08-16; Arabidopsis thaliana	Illumina HiSeq 2500 sequencing; GSM1835606: Empty vector control, 0 mM NaCl; Arabidopsis thaliana; RNA-Seq	Study: SRP061754	Illumina HiSeq 2500 sequencing; GSM1835606: Empty vector control, 0 mM NaCl; Arabidopsis thaliana; RNA-Seq	Expressing VP16 only	cf6a0cfa00eaaecd569946b2bccc449e	907512305	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/009/SRR2132939/SRR2132939.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/009/SRR2132939/SRR2132939.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR213/009/SRR2132939/SRR2132939.fastq.gz
SAMN03892914	SRR2132940	SRX1123314	SAMN03892914	SRS1173290	SRP061754	SRP061754		SRA280645	GSM1835607_r1	GSM1835607	Empty vector control, 75 mM NaCl	SRP061754	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2500	ILLUMINA	1150215648.0	22553248.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|christiaanhenkel on 2016-08-16; Arabidopsis thaliana	Illumina HiSeq 2500 sequencing; GSM1835607: Empty vector control, 75 mM NaCl; Arabidopsis thaliana; RNA-Seq	Study: SRP061754	Illumina HiSeq 2500 sequencing; GSM1835607: Empty vector control, 75 mM NaCl; Arabidopsis thaliana; RNA-Seq	Expressing VP16 only	9bc64ade7c2438ea094061ee2b8401f0	1063658245	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/000/SRR2132940/SRR2132940.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/000/SRR2132940/SRR2132940.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR213/000/SRR2132940/SRR2132940.fastq.gz
SAMN03892915	SRR2132941	SRX1123315	SAMN03892915	SRS1173289	SRP061754	SRP061754		SRA280645	GSM1835608_r1	GSM1835608	T31-5, 0 mM NaCl	SRP061754	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2500	ILLUMINA	1147862967.0	22507117.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|christiaanhenkel on 2016-08-16; Arabidopsis thaliana	Illumina HiSeq 2500 sequencing; GSM1835608: T31-5, 0 mM NaCl; Arabidopsis thaliana; RNA-Seq	Study: SRP061754	Illumina HiSeq 2500 sequencing; GSM1835608: T31-5, 0 mM NaCl; Arabidopsis thaliana; RNA-Seq	Expressing 3F-VP16 fusion inducing salinity tolerance	983512fbbeb699ac57791091a2482dee	1059025001	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/001/SRR2132941/SRR2132941.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/001/SRR2132941/SRR2132941.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR213/001/SRR2132941/SRR2132941.fastq.gz
SAMN03892916	SRR2132942	SRX1123316	SAMN03892916	SRS1173288	SRP061754	SRP061754		SRA280645	GSM1835609_r1	GSM1835609	T31-5, 75 mM NaCl	SRP061754	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2500	ILLUMINA	1204671204.0	23621004.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|christiaanhenkel on 2016-08-16; Arabidopsis thaliana	Illumina HiSeq 2500 sequencing; GSM1835609: T31-5, 75 mM NaCl; Arabidopsis thaliana; RNA-Seq	Study: SRP061754	Illumina HiSeq 2500 sequencing; GSM1835609: T31-5, 75 mM NaCl; Arabidopsis thaliana; RNA-Seq	Expressing 3F-VP16 fusion inducing salinity tolerance	a39eb0fba2c345592cd56003f6c2cb14	1111759050	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/002/SRR2132942/SRR2132942.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/002/SRR2132942/SRR2132942.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR213/002/SRR2132942/SRR2132942.fastq.gz
SAMN03892917	SRR2132943	SRX1123317	SAMN03892917	SRS1173287	SRP061754	SRP061754		SRA280645	GSM1835610_r1	GSM1835610	T43-11, 0 mM NaCl	SRP061754	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2500	ILLUMINA	985920372.0	19331772.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|christiaanhenkel on 2016-08-16; Arabidopsis thaliana	Illumina HiSeq 2500 sequencing; GSM1835610: T43-11, 0 mM NaCl; Arabidopsis thaliana; RNA-Seq	Study: SRP061754	Illumina HiSeq 2500 sequencing; GSM1835610: T43-11, 0 mM NaCl; Arabidopsis thaliana; RNA-Seq	Expressing 3F-VP16 fusion inducing salinity tolerance	19449707e51da3f147a5222493736bbe	911699454	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/003/SRR2132943/SRR2132943.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/003/SRR2132943/SRR2132943.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR213/003/SRR2132943/SRR2132943.fastq.gz
SAMN03892918	SRR2132944	SRX1123318	SAMN03892918	SRS1173286	SRP061754	SRP061754		SRA280645	GSM1835611_r1	GSM1835611	T43-11, 75 mM NaCl	SRP061754	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2500	ILLUMINA	1118459376.0	21930576.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|christiaanhenkel on 2016-08-17; Arabidopsis thaliana	Illumina HiSeq 2500 sequencing; GSM1835611: T43-11, 75 mM NaCl; Arabidopsis thaliana; RNA-Seq	Study: SRP061754	Illumina HiSeq 2500 sequencing; GSM1835611: T43-11, 75 mM NaCl; Arabidopsis thaliana; RNA-Seq	Expressing 3F-VP16 fusion inducing salinity tolerance	4c09ea153c857d6e160a995e87fca5b1	1034100273	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/004/SRR2132944/SRR2132944.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/004/SRR2132944/SRR2132944.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR213/004/SRR2132944/SRR2132944.fastq.gz
SAMN03892911	SRR2132937	SRX1123311	SAMN03892911	SRS1173293	SRP061754	SRP061754		SRA280645	GSM1835604_r1	GSM1835604	Col-0, 0 mM NaCl	SRP061754	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2500	ILLUMINA	1137681225.0	22307475.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|christiaanhenkel on 2016-08-16; Arabidopsis thaliana	Illumina HiSeq 2500 sequencing; GSM1835604: Col-0, 0 mM NaCl; Arabidopsis thaliana; RNA-Seq	Study: SRP061754	Illumina HiSeq 2500 sequencing; GSM1835604: Col-0, 0 mM NaCl; Arabidopsis thaliana; RNA-Seq	Wild type	bea99eca162fb122c771a935fcde1acf	1048676227	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/007/SRR2132937/SRR2132937.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/007/SRR2132937/SRR2132937.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR213/007/SRR2132937/SRR2132937.fastq.gz
SAMN03892912	SRR2132938	SRX1123312	SAMN03892912	SRS1173292	SRP061754	SRP061754		SRA280645	GSM1835605_r1	GSM1835605	Col-0, 75 mM NaCl	SRP061754	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2500	ILLUMINA	685909863.0	13449213.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|christiaanhenkel on 2016-08-16; Arabidopsis thaliana	Illumina HiSeq 2500 sequencing; GSM1835605: Col-0, 75 mM NaCl; Arabidopsis thaliana; RNA-Seq	Study: SRP061754	Illumina HiSeq 2500 sequencing; GSM1835605: Col-0, 75 mM NaCl; Arabidopsis thaliana; RNA-Seq	Wild type	db41c15ca26ee2e9d433d4ed1b38f5ac	635395762	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/008/SRR2132938/SRR2132938.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/008/SRR2132938/SRR2132938.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR213/008/SRR2132938/SRR2132938.fastq.gz
