SAMN05751930	SRR4204534	SRX2148712	SAMN05751930	SRS1679596	PRJNA342309	SRP087631	PRJNA9506	SRA465152	GSM2306313_r1	GSM2306313	GSM2306313	GSE86583	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA	1663627959.0	33951591.0	3702	Arabidopsis thaliana	WT_meiocyte_RNASeq_Rep1	Illumina HiSeq 4000 sequencing; GSM2306313: WT_meiocyte_RNASeq_Rep1; Arabidopsis thaliana; RNA-Seq	Sexual-lineage-specific DNA methylation regulates meiosis in Arabidopsis	Illumina HiSeq 4000 sequencing; GSM2306313: WT_meiocyte_RNASeq_Rep1; Arabidopsis thaliana; RNA-Seq	WT_meiocyte_RNASeq_Rep1	548572874d74b25450174a78735741ad	868241607	ftp.sra.ebi.ac.uk/vol1/fastq/SRR420/004/SRR4204534/SRR4204534.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR420/004/SRR4204534/SRR4204534.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR420/004/SRR4204534/SRR4204534.fastq.gz
SAMN05751929	SRR4204535	SRX2148713	SAMN05751929	SRS1679597	PRJNA342309	SRP087631	PRJNA9506	SRA465152	GSM2306314_r1	GSM2306314	GSM2306314	GSE86583	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA	1734768903.0	35403447.0	3702	Arabidopsis thaliana	WT_meiocyte_RNASeq_Rep2	Illumina HiSeq 4000 sequencing; GSM2306314: WT_meiocyte_RNASeq_Rep2; Arabidopsis thaliana; RNA-Seq	Sexual-lineage-specific DNA methylation regulates meiosis in Arabidopsis	Illumina HiSeq 4000 sequencing; GSM2306314: WT_meiocyte_RNASeq_Rep2; Arabidopsis thaliana; RNA-Seq	WT_meiocyte_RNASeq_Rep2	c1829facb7ae4f75699067972ffad55d	905756228	ftp.sra.ebi.ac.uk/vol1/fastq/SRR420/005/SRR4204535/SRR4204535.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR420/005/SRR4204535/SRR4204535.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR420/005/SRR4204535/SRR4204535.fastq.gz
SAMN05751926	SRR4204536	SRX2148714	SAMN05751926	SRS1679598	PRJNA342309	SRP087631	PRJNA9506	SRA465152	GSM2306315_r1	GSM2306315	GSM2306315	GSE86583	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA	292607648.0	3870651.0	3702	Arabidopsis thaliana	WT_meiocyte_RNASeq_Rep3	Illumina HiSeq 4000 sequencing; GSM2306315: WT_meiocyte_RNASeq_Rep3; Arabidopsis thaliana; RNA-Seq	Sexual-lineage-specific DNA methylation regulates meiosis in Arabidopsis	Illumina HiSeq 4000 sequencing; GSM2306315: WT_meiocyte_RNASeq_Rep3; Arabidopsis thaliana; RNA-Seq	WT_meiocyte_RNASeq_Rep3	7dac38ed3491aa332de7efcd5827c550	125600782	ftp.sra.ebi.ac.uk/vol1/fastq/SRR420/006/SRR4204536/SRR4204536.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR420/006/SRR4204536/SRR4204536.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR420/006/SRR4204536/SRR4204536.fastq.gz
SAMN05751926	SRR4204538	SRX2148714	SAMN05751926	SRS1679598	PRJNA342309	SRP087631	PRJNA9506	SRA465152	GSM2306315_r2	GSM2306315	GSM2306315	GSE86583	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA	265468049.0	3511792.0	3702	Arabidopsis thaliana	WT_meiocyte_RNASeq_Rep3	Illumina HiSeq 4000 sequencing; GSM2306315: WT_meiocyte_RNASeq_Rep3; Arabidopsis thaliana; RNA-Seq	Sexual-lineage-specific DNA methylation regulates meiosis in Arabidopsis	Illumina HiSeq 4000 sequencing; GSM2306315: WT_meiocyte_RNASeq_Rep3; Arabidopsis thaliana; RNA-Seq	WT_meiocyte_RNASeq_Rep3	b0d34adc302e88f756192df7b7bc2f90	114359261	ftp.sra.ebi.ac.uk/vol1/fastq/SRR420/008/SRR4204538/SRR4204538.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR420/008/SRR4204538/SRR4204538.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR420/008/SRR4204538/SRR4204538.fastq.gz
SAMN05751926	SRR4204539	SRX2148714	SAMN05751926	SRS1679598	PRJNA342309	SRP087631	PRJNA9506	SRA465152	GSM2306315_r3	GSM2306315	GSM2306315	GSE86583	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA	291754782.0	3859285.0	3702	Arabidopsis thaliana	WT_meiocyte_RNASeq_Rep3	Illumina HiSeq 4000 sequencing; GSM2306315: WT_meiocyte_RNASeq_Rep3; Arabidopsis thaliana; RNA-Seq	Sexual-lineage-specific DNA methylation regulates meiosis in Arabidopsis	Illumina HiSeq 4000 sequencing; GSM2306315: WT_meiocyte_RNASeq_Rep3; Arabidopsis thaliana; RNA-Seq	WT_meiocyte_RNASeq_Rep3	5d119efe94f44de4ff2fed8cd6e2b5c6	126945139	ftp.sra.ebi.ac.uk/vol1/fastq/SRR420/009/SRR4204539/SRR4204539.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR420/009/SRR4204539/SRR4204539.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR420/009/SRR4204539/SRR4204539.fastq.gz
SAMN05751926	SRR4204540	SRX2148714	SAMN05751926	SRS1679598	PRJNA342309	SRP087631	PRJNA9506	SRA465152	GSM2306315_r4	GSM2306315	GSM2306315	GSE86583	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA	267150249.0	3534009.0	3702	Arabidopsis thaliana	WT_meiocyte_RNASeq_Rep3	Illumina HiSeq 4000 sequencing; GSM2306315: WT_meiocyte_RNASeq_Rep3; Arabidopsis thaliana; RNA-Seq	Sexual-lineage-specific DNA methylation regulates meiosis in Arabidopsis	Illumina HiSeq 4000 sequencing; GSM2306315: WT_meiocyte_RNASeq_Rep3; Arabidopsis thaliana; RNA-Seq	WT_meiocyte_RNASeq_Rep3	f3433269e99b608f25cb71568cefa796	115648774	ftp.sra.ebi.ac.uk/vol1/fastq/SRR420/000/SRR4204540/SRR4204540.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR420/000/SRR4204540/SRR4204540.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR420/000/SRR4204540/SRR4204540.fastq.gz
SAMN05751922	SRR4204541	SRX2148715	SAMN05751922	SRS1679599	PRJNA342309	SRP087631	PRJNA9506	SRA465152	GSM2306316_r1	GSM2306316	GSM2306316	GSE86583	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA	1595435002.0	32559898.0	3702	Arabidopsis thaliana	drm1drm2_meiocyte_RNASeq_Rep1	Illumina HiSeq 4000 sequencing; GSM2306316: drm1drm2_meiocyte_RNASeq_Rep1; Arabidopsis thaliana; RNA-Seq	Sexual-lineage-specific DNA methylation regulates meiosis in Arabidopsis	Illumina HiSeq 4000 sequencing; GSM2306316: drm1drm2_meiocyte_RNASeq_Rep1; Arabidopsis thaliana; RNA-Seq	drm1drm2_meiocyte_RNASeq_Rep1	740afd4fef7c46d37ae8d0e387827fad	830717738	ftp.sra.ebi.ac.uk/vol1/fastq/SRR420/001/SRR4204541/SRR4204541.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR420/001/SRR4204541/SRR4204541.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR420/001/SRR4204541/SRR4204541.fastq.gz
SAMN05751955	SRR4204542	SRX2148716	SAMN05751955	SRS1679600	PRJNA342309	SRP087631	PRJNA9506	SRA465152	GSM2306317_r1	GSM2306317	GSM2306317	GSE86583	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA	1576079414.0	32164886.0	3702	Arabidopsis thaliana	drm1drm2_meiocyte_RNASeq_Rep2	Illumina HiSeq 4000 sequencing; GSM2306317: drm1drm2_meiocyte_RNASeq_Rep2; Arabidopsis thaliana; RNA-Seq	Sexual-lineage-specific DNA methylation regulates meiosis in Arabidopsis	Illumina HiSeq 4000 sequencing; GSM2306317: drm1drm2_meiocyte_RNASeq_Rep2; Arabidopsis thaliana; RNA-Seq	drm1drm2_meiocyte_RNASeq_Rep2	26c80d3729e39139f02360c01bcf02d2	828088261	ftp.sra.ebi.ac.uk/vol1/fastq/SRR420/002/SRR4204542/SRR4204542.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR420/002/SRR4204542/SRR4204542.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR420/002/SRR4204542/SRR4204542.fastq.gz
SAMN05751962	SRR4204543	SRX2148717	SAMN05751962	SRS1679601	PRJNA342309	SRP087631	PRJNA9506	SRA465152	GSM2306318_r1	GSM2306318	GSM2306318	GSE86583	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA	1557071236.0	31776964.0	3702	Arabidopsis thaliana	drm1drm2_meiocyte_RNASeq_Rep3	Illumina HiSeq 4000 sequencing; GSM2306318: drm1drm2_meiocyte_RNASeq_Rep3; Arabidopsis thaliana; RNA-Seq	Sexual-lineage-specific DNA methylation regulates meiosis in Arabidopsis	Illumina HiSeq 4000 sequencing; GSM2306318: drm1drm2_meiocyte_RNASeq_Rep3; Arabidopsis thaliana; RNA-Seq	drm1drm2_meiocyte_RNASeq_Rep3	c039df485f233d73a1fb7764f700d12b	831219382	ftp.sra.ebi.ac.uk/vol1/fastq/SRR420/003/SRR4204543/SRR4204543.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR420/003/SRR4204543/SRR4204543.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR420/003/SRR4204543/SRR4204543.fastq.gz
SAMN05751925	SRR4204544	SRX2148718	SAMN05751925	SRS1679602	PRJNA342309	SRP087631	PRJNA9506	SRA465152	GSM2306319_r1	GSM2306319	GSM2306319	GSE86583	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA	248658759.0	3289535.0	3702	Arabidopsis thaliana	drm1drm2_meiocyte_RNASeq_Rep4	NextSeq 500 sequencing; GSM2306319: drm1drm2_meiocyte_RNASeq_Rep4; Arabidopsis thaliana; RNA-Seq	Sexual-lineage-specific DNA methylation regulates meiosis in Arabidopsis	NextSeq 500 sequencing; GSM2306319: drm1drm2_meiocyte_RNASeq_Rep4; Arabidopsis thaliana; RNA-Seq	drm1drm2_meiocyte_RNASeq_Rep4	7a3289f503fc418366cd9b6564f8d1be	104778218	ftp.sra.ebi.ac.uk/vol1/fastq/SRR420/004/SRR4204544/SRR4204544.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR420/004/SRR4204544/SRR4204544.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR420/004/SRR4204544/SRR4204544.fastq.gz
SAMN05751925	SRR4204545	SRX2148718	SAMN05751925	SRS1679602	PRJNA342309	SRP087631	PRJNA9506	SRA465152	GSM2306319_r2	GSM2306319	GSM2306319	GSE86583	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA	225699765.0	2985944.0	3702	Arabidopsis thaliana	drm1drm2_meiocyte_RNASeq_Rep4	NextSeq 500 sequencing; GSM2306319: drm1drm2_meiocyte_RNASeq_Rep4; Arabidopsis thaliana; RNA-Seq	Sexual-lineage-specific DNA methylation regulates meiosis in Arabidopsis	NextSeq 500 sequencing; GSM2306319: drm1drm2_meiocyte_RNASeq_Rep4; Arabidopsis thaliana; RNA-Seq	drm1drm2_meiocyte_RNASeq_Rep4	c32b9e2dd0149b2d69efab482835a313	95386468	ftp.sra.ebi.ac.uk/vol1/fastq/SRR420/005/SRR4204545/SRR4204545.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR420/005/SRR4204545/SRR4204545.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR420/005/SRR4204545/SRR4204545.fastq.gz
