SAMN03284464	SRR1760094	SRX843811	SAMN03284464	SRS819870	PRJNA272563	SRP052276	PRJNA9506	SRA232274	1_C4DN0ACXX_ATCACG_L006	Arabidopsis F. oxsypourm	1	PRJNA272563	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2000	ILLUMINA	402300300.0	8046006.0	3702	Arabidopsis thaliana	Col_0_6_mock_leaf	Illumina HiSeq 2000 sequencing; Response of Arabidopsis thaliana fve-3 and Col-0 to F. oxysporum	Arabidopsis thaliana Transcriptome or Gene expression	Illumina HiSeq 2000 sequencing; Response of Arabidopsis thaliana fve-3 and Col-0 to F. oxysporum	Col_0_6_mock_leaf	699f960de3f055c39ba93b5015c30b38	390590535	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/004/SRR1760094/SRR1760094.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/004/SRR1760094/SRR1760094.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR176/004/SRR1760094/SRR1760094.fastq.gz
SAMN03284464	SRR1760095	SRX843811	SAMN03284464	SRS819870	PRJNA272563	SRP052276	PRJNA9506	SRA232274	10_C4DN0ACXX_GCCAAT_L006_R1.fastq.gz	Arabidopsis F. oxsypourm	1	PRJNA272563	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2000	ILLUMINA	401511500.0	8030230.0	3702	Arabidopsis thaliana	Col_0_6_mock_leaf	Illumina HiSeq 2000 sequencing; Response of Arabidopsis thaliana fve-3 and Col-0 to F. oxysporum	Arabidopsis thaliana Transcriptome or Gene expression	Illumina HiSeq 2000 sequencing; Response of Arabidopsis thaliana fve-3 and Col-0 to F. oxysporum	Col_0_6_mock_leaf	f577ca49afea166dee7244d254a3dd50	389970839	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/005/SRR1760095/SRR1760095.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/005/SRR1760095/SRR1760095.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR176/005/SRR1760095/SRR1760095.fastq.gz
SAMN03284464	SRR1760096	SRX843811	SAMN03284464	SRS819870	PRJNA272563	SRP052276	PRJNA9506	SRA232274	11_1_AC2G5EACXX_ACAGTG_L002_R1.fastq.gz	Arabidopsis F. oxsypourm	1	PRJNA272563	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2000	ILLUMINA	328018550.0	6560371.0	3702	Arabidopsis thaliana	Col_0_6_mock_leaf	Illumina HiSeq 2000 sequencing; Response of Arabidopsis thaliana fve-3 and Col-0 to F. oxysporum	Arabidopsis thaliana Transcriptome or Gene expression	Illumina HiSeq 2000 sequencing; Response of Arabidopsis thaliana fve-3 and Col-0 to F. oxysporum	Col_0_6_mock_leaf	cad94b9fae2c241a45bbd07735edc83d	329134081	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/006/SRR1760096/SRR1760096.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/006/SRR1760096/SRR1760096.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR176/006/SRR1760096/SRR1760096.fastq.gz
SAMN03284464	SRR1760106	SRX843811	SAMN03284464	SRS819870	PRJNA272563	SRP052276	PRJNA9506	SRA232274	12_AC2G5EACXX_GCCAAT_L002_R1.fastq.gz.gz	Arabidopsis F. oxsypourm	1	PRJNA272563	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2000	ILLUMINA	295745700.0	5914914.0	3702	Arabidopsis thaliana	Col_0_6_mock_leaf	Illumina HiSeq 2000 sequencing; Response of Arabidopsis thaliana fve-3 and Col-0 to F. oxysporum	Arabidopsis thaliana Transcriptome or Gene expression	Illumina HiSeq 2000 sequencing; Response of Arabidopsis thaliana fve-3 and Col-0 to F. oxysporum	Col_0_6_mock_leaf	8e3371de6e00fe7a1ab1e38664a21526	296551319	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/006/SRR1760106/SRR1760106.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/006/SRR1760106/SRR1760106.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR176/006/SRR1760106/SRR1760106.fastq.gz
SAMN03284464	SRR1760129	SRX843811	SAMN03284464	SRS819870	PRJNA272563	SRP052276	PRJNA9506	SRA232274	13_C4DN0ACXX_CAGATC_L006_R1.fastq.gz	Arabidopsis F. oxsypourm	1	PRJNA272563	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2000	ILLUMINA	398728250.0	7974565.0	3702	Arabidopsis thaliana	Col_0_6_mock_leaf	Illumina HiSeq 2000 sequencing; Response of Arabidopsis thaliana fve-3 and Col-0 to F. oxysporum	Arabidopsis thaliana Transcriptome or Gene expression	Illumina HiSeq 2000 sequencing; Response of Arabidopsis thaliana fve-3 and Col-0 to F. oxysporum	Col_0_6_mock_leaf	54191a534dda9c2e891537f5d42625f3	386586035	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/009/SRR1760129/SRR1760129.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/009/SRR1760129/SRR1760129.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR176/009/SRR1760129/SRR1760129.fastq.gz
SAMN03284464	SRR1760141	SRX843811	SAMN03284464	SRS819870	PRJNA272563	SRP052276	PRJNA9506	SRA232274	14_C4DN0ACXX_ACTTGA_L006_R1.fastq.gz	Arabidopsis F. oxsypourm	1	PRJNA272563	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2000	ILLUMINA	430760900.0	8615218.0	3702	Arabidopsis thaliana	Col_0_6_mock_leaf	Illumina HiSeq 2000 sequencing; Response of Arabidopsis thaliana fve-3 and Col-0 to F. oxysporum	Arabidopsis thaliana Transcriptome or Gene expression	Illumina HiSeq 2000 sequencing; Response of Arabidopsis thaliana fve-3 and Col-0 to F. oxysporum	Col_0_6_mock_leaf	ddf859b575838177dd52d88afe2f59d5	416993963	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/001/SRR1760141/SRR1760141.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/001/SRR1760141/SRR1760141.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR176/001/SRR1760141/SRR1760141.fastq.gz
SAMN03284464	SRR1760160	SRX843811	SAMN03284464	SRS819870	PRJNA272563	SRP052276	PRJNA9506	SRA232274	15_AC2G5EACXX_CAGATC_L002_R1.fastq.gz	Arabidopsis F. oxsypourm	1	PRJNA272563	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2000	ILLUMINA	320090400.0	6401808.0	3702	Arabidopsis thaliana	Col_0_6_mock_leaf	Illumina HiSeq 2000 sequencing; Response of Arabidopsis thaliana fve-3 and Col-0 to F. oxysporum	Arabidopsis thaliana Transcriptome or Gene expression	Illumina HiSeq 2000 sequencing; Response of Arabidopsis thaliana fve-3 and Col-0 to F. oxysporum	Col_0_6_mock_leaf	2872d7641c3bf55b94a6462c0c745c9b	320690380	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/000/SRR1760160/SRR1760160.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/000/SRR1760160/SRR1760160.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR176/000/SRR1760160/SRR1760160.fastq.gz
SAMN03284464	SRR1760170	SRX843811	SAMN03284464	SRS819870	PRJNA272563	SRP052276	PRJNA9506	SRA232274	16_AC2G5EACXX_ACTTGA_L002_R1.fastq.gz	Arabidopsis F. oxsypourm	1	PRJNA272563	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2000	ILLUMINA	339565450.0	6791309.0	3702	Arabidopsis thaliana	Col_0_6_mock_leaf	Illumina HiSeq 2000 sequencing; Response of Arabidopsis thaliana fve-3 and Col-0 to F. oxysporum	Arabidopsis thaliana Transcriptome or Gene expression	Illumina HiSeq 2000 sequencing; Response of Arabidopsis thaliana fve-3 and Col-0 to F. oxysporum	Col_0_6_mock_leaf	997795bb6aea45318d5bb5f8be2d13f7	339520554	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/000/SRR1760170/SRR1760170.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/000/SRR1760170/SRR1760170.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR176/000/SRR1760170/SRR1760170.fastq.gz
SAMN03284464	SRR1760171	SRX843811	SAMN03284464	SRS819870	PRJNA272563	SRP052276	PRJNA9506	SRA232274	17_C4DN0ACXX_GATCAG_L006_R1.fastq.gz	Arabidopsis F. oxsypourm	1	PRJNA272563	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2000	ILLUMINA	404600000.0	8092000.0	3702	Arabidopsis thaliana	Col_0_6_mock_leaf	Illumina HiSeq 2000 sequencing; Response of Arabidopsis thaliana fve-3 and Col-0 to F. oxysporum	Arabidopsis thaliana Transcriptome or Gene expression	Illumina HiSeq 2000 sequencing; Response of Arabidopsis thaliana fve-3 and Col-0 to F. oxysporum	Col_0_6_mock_leaf	79fc209b6e88ddca395001cd40b36a73	391754945	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/001/SRR1760171/SRR1760171.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/001/SRR1760171/SRR1760171.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR176/001/SRR1760171/SRR1760171.fastq.gz
SAMN03284464	SRR1760172	SRX843811	SAMN03284464	SRS819870	PRJNA272563	SRP052276	PRJNA9506	SRA232274	18_C4DN0ACXX_TAGCTT_L006_R1.fastq.gz	Arabidopsis F. oxsypourm	1	PRJNA272563	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2000	ILLUMINA	413815050.0	8276301.0	3702	Arabidopsis thaliana	Col_0_6_mock_leaf	Illumina HiSeq 2000 sequencing; Response of Arabidopsis thaliana fve-3 and Col-0 to F. oxysporum	Arabidopsis thaliana Transcriptome or Gene expression	Illumina HiSeq 2000 sequencing; Response of Arabidopsis thaliana fve-3 and Col-0 to F. oxysporum	Col_0_6_mock_leaf	a35593536349228be5a63bd5be67392e	400870967	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/002/SRR1760172/SRR1760172.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/002/SRR1760172/SRR1760172.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR176/002/SRR1760172/SRR1760172.fastq.gz
