SAMN17848768	SRR13674609	SRX10064055	SAMN17848768	SRS8226197	PRJNA701129	SRP305597		SRA1194317	A_4d_1_1.fq.gz	123462	WT_Cde	PRJNA701129	PAIRED	RANDOM PCR	TRANSCRIPTOMIC	RNA-Seq	123462	Illumina HiSeq 4000	ILLUMINA	23272104000.0	77573680.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|e434 on 2022-03-02; Arabidopsis thaliana	Illumina HiSeq 4000 sequencing; RNA-seq of C-deprivation treated Arabidopsis seedling	abs3-1D suppressor RNA-seq	Illumina HiSeq 4000 sequencing; RNA-seq of C-deprivation treated Arabidopsis seedling	This sample has been submitted by pda|e434 on 2022-03-02; Arabidopsis thaliana	49e91e2ba111d058cace027c365df7bf;30dd582fc6f02e36454935269d38c641	5234897639;5332219653	ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/009/SRR13674609/SRR13674609_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/009/SRR13674609/SRR13674609_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/009/SRR13674609/SRR13674609_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/009/SRR13674609/SRR13674609_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR136/009/SRR13674609/SRR13674609_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR136/009/SRR13674609/SRR13674609_2.fastq.gz
SAMN17848762	SRR13674617	SRX10064047	SAMN17848762	SRS8226189	PRJNA701129	SRP305597		SRA1194317	A_0d_1_1.fq.gz	123456	WT_Pri	PRJNA701129	PAIRED	RANDOM PCR	TRANSCRIPTOMIC	RNA-Seq	123456	Illumina HiSeq 4000	ILLUMINA	23902425900.0	79674753.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|e434 on 2022-03-02; Arabidopsis thaliana	Illumina HiSeq 4000 sequencing; RNA-seq of Arabidopsis seedling	abs3-1D suppressor RNA-seq	Illumina HiSeq 4000 sequencing; RNA-seq of Arabidopsis seedling	This sample has been submitted by pda|e434 on 2022-03-02; Arabidopsis thaliana	b05ec3dca2e67a670b82c69be9953386;085ac19dda879d57277784520865f82b	5312135235;5434670461	ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/017/SRR13674617/SRR13674617_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/017/SRR13674617/SRR13674617_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/017/SRR13674617/SRR13674617_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/017/SRR13674617/SRR13674617_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR136/017/SRR13674617/SRR13674617_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR136/017/SRR13674617/SRR13674617_2.fastq.gz
SAMN17848769	SRR13674608	SRX10064056	SAMN17848769	SRS8226198	PRJNA701129	SRP305597		SRA1194317	B_4d_2_1.fq.gz	123463	abs3-1D_Cde	PRJNA701129	PAIRED	RANDOM PCR	TRANSCRIPTOMIC	RNA-Seq	123463	Illumina HiSeq 4000	ILLUMINA	21866599800.0	72888666.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|e434 on 2022-03-02; Arabidopsis thaliana	Illumina HiSeq 4000 sequencing; RNA-seq of C-deprivation treated Arabidopsis seedling	abs3-1D suppressor RNA-seq	Illumina HiSeq 4000 sequencing; RNA-seq of C-deprivation treated Arabidopsis seedling	This sample has been submitted by pda|e434 on 2022-03-02; Arabidopsis thaliana	261f55ee923e0723fea710fcc0d10085;98f1717674858829cb4c1ac63b860dd3	4909889313;5008205097	ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/008/SRR13674608/SRR13674608_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/008/SRR13674608/SRR13674608_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/008/SRR13674608/SRR13674608_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/008/SRR13674608/SRR13674608_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR136/008/SRR13674608/SRR13674608_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR136/008/SRR13674608/SRR13674608_2.fastq.gz
SAMN17848763	SRR13674616	SRX10064048	SAMN17848763	SRS8226190	PRJNA701129	SRP305597		SRA1194317	B_0d_1_1.fq.gz	123457	abs3-1D_Pri	PRJNA701129	PAIRED	RANDOM PCR	TRANSCRIPTOMIC	RNA-Seq	123457	Illumina HiSeq 4000	ILLUMINA	25359488400.0	84531628.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|e434 on 2022-03-02; Arabidopsis thaliana	Illumina HiSeq 4000 sequencing; RNA-seq of Arabidopsis seedling	abs3-1D suppressor RNA-seq	Illumina HiSeq 4000 sequencing; RNA-seq of Arabidopsis seedling	This sample has been submitted by pda|e434 on 2022-03-02; Arabidopsis thaliana	359539652933fb330cf5a541b7885800;477b28d6419fcf259996e32a397bfa24	5659256517;5885774681	ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/016/SRR13674616/SRR13674616_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/016/SRR13674616/SRR13674616_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/016/SRR13674616/SRR13674616_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/016/SRR13674616/SRR13674616_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR136/016/SRR13674616/SRR13674616_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR136/016/SRR13674616/SRR13674616_2.fastq.gz
SAMN17848770	SRR13674607	SRX10064057	SAMN17848770	SRS8226199	PRJNA701129	SRP305597		SRA1194317	C_4d_1_1.fq.gz	123464	abs3-1D_arf2_Cde	PRJNA701129	PAIRED	RANDOM PCR	TRANSCRIPTOMIC	RNA-Seq	123464	Illumina HiSeq 4000	ILLUMINA	22659796200.0	75532654.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|e434 on 2022-03-02; Arabidopsis thaliana	Illumina HiSeq 4000 sequencing; RNA-seq of C-deprivation treated Arabidopsis seedling	abs3-1D suppressor RNA-seq	Illumina HiSeq 4000 sequencing; RNA-seq of C-deprivation treated Arabidopsis seedling	This sample has been submitted by pda|e434 on 2022-03-02; Arabidopsis thaliana	8fbe18bf7b23ae4f1b1a5280a432adf2;d75a1ffdb926ed28c6ec0a31f10c4f6f	5089705191;5225817045	ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/007/SRR13674607/SRR13674607_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/007/SRR13674607/SRR13674607_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/007/SRR13674607/SRR13674607_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/007/SRR13674607/SRR13674607_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR136/007/SRR13674607/SRR13674607_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR136/007/SRR13674607/SRR13674607_2.fastq.gz
SAMN17848764	SRR13674613	SRX10064051	SAMN17848764	SRS8226193	PRJNA701129	SRP305597		SRA1194317	C_0d_1_1.fq.gz	123458	abs3-1D_arf2_Pri	PRJNA701129	PAIRED	RANDOM PCR	TRANSCRIPTOMIC	RNA-Seq	123458	Illumina HiSeq 4000	ILLUMINA	23973578400.0	79911928.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|e434 on 2022-03-02; Arabidopsis thaliana	Illumina HiSeq 4000 sequencing; RNA-seq of Arabidopsis seedling	abs3-1D suppressor RNA-seq	Illumina HiSeq 4000 sequencing; RNA-seq of Arabidopsis seedling	This sample has been submitted by pda|e434 on 2022-03-02; Arabidopsis thaliana	305fa59cc202879dcf64ad2a1a93ebcb;61c9c8fa7970b00b753b1ba3383de03e	5325479591;5465973990	ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/013/SRR13674613/SRR13674613_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/013/SRR13674613/SRR13674613_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/013/SRR13674613/SRR13674613_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/013/SRR13674613/SRR13674613_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR136/013/SRR13674613/SRR13674613_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR136/013/SRR13674613/SRR13674613_2.fastq.gz
SAMN17848772	SRR13674615	SRX10064049	SAMN17848772	SRS8226191	PRJNA701129	SRP305597		SRA1194317	E_4d_1_1.fq.gz	123466	abs3-1D_pif5_Cde	PRJNA701129	PAIRED	RANDOM PCR	TRANSCRIPTOMIC	RNA-Seq	123466	Illumina HiSeq 4000	ILLUMINA	23038570800.0	76795236.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|e434 on 2022-03-02; Arabidopsis thaliana	Illumina HiSeq 4000 sequencing; RNA-seq of C-deprivation treated Arabidopsis seedling	abs3-1D suppressor RNA-seq	Illumina HiSeq 4000 sequencing; RNA-seq of C-deprivation treated Arabidopsis seedling	This sample has been submitted by pda|e434 on 2022-03-02; Arabidopsis thaliana	d78cf865fc5adf16b9d156812288e54a;de69bafc2786ec3ce41d4ca8ff2f2913	5178714866;5310929152	ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/015/SRR13674615/SRR13674615_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/015/SRR13674615/SRR13674615_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/015/SRR13674615/SRR13674615_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/015/SRR13674615/SRR13674615_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR136/015/SRR13674615/SRR13674615_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR136/015/SRR13674615/SRR13674615_2.fastq.gz
SAMN17848766	SRR13674611	SRX10064053	SAMN17848766	SRS8226195	PRJNA701129	SRP305597		SRA1194317	E_0d_1_1.fq.gz	123460	abs3-1D_pif5_Pri	PRJNA701129	PAIRED	RANDOM PCR	TRANSCRIPTOMIC	RNA-Seq	123460	Illumina HiSeq 4000	ILLUMINA	25978760700.0	86595869.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|e434 on 2022-03-02; Arabidopsis thaliana	Illumina HiSeq 4000 sequencing; RNA-seq of Arabidopsis seedling	abs3-1D suppressor RNA-seq	Illumina HiSeq 4000 sequencing; RNA-seq of Arabidopsis seedling	This sample has been submitted by pda|e434 on 2022-03-02; Arabidopsis thaliana	e9d63c4c317ac1c4a2d024fa2cd662c8;f11a69fc9804dfbeebb3e0f9bb87ed35	5757905753;5912012585	ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/011/SRR13674611/SRR13674611_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/011/SRR13674611/SRR13674611_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/011/SRR13674611/SRR13674611_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/011/SRR13674611/SRR13674611_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR136/011/SRR13674611/SRR13674611_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR136/011/SRR13674611/SRR13674611_2.fastq.gz
SAMN17848771	SRR13674606	SRX10064058	SAMN17848771	SRS8226200	PRJNA701129	SRP305597		SRA1194317	D_4d_1_1.fq.gz	123465	arf2_Cde	PRJNA701129	PAIRED	RANDOM PCR	TRANSCRIPTOMIC	RNA-Seq	123465	Illumina HiSeq 4000	ILLUMINA	23913369900.0	79711233.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|e434 on 2022-03-02; Arabidopsis thaliana	Illumina HiSeq 4000 sequencing; RNA-seq of C-deprivation treated Arabidopsis seedling	abs3-1D suppressor RNA-seq	Illumina HiSeq 4000 sequencing; RNA-seq of C-deprivation treated Arabidopsis seedling	This sample has been submitted by pda|e434 on 2022-03-02; Arabidopsis thaliana	151f698dedfd78b5ca963d0238d24ee5;9594e949f804fee6302b84a5be447c43	5366714693;5483797485	ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/006/SRR13674606/SRR13674606_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/006/SRR13674606/SRR13674606_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/006/SRR13674606/SRR13674606_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/006/SRR13674606/SRR13674606_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR136/006/SRR13674606/SRR13674606_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR136/006/SRR13674606/SRR13674606_2.fastq.gz
SAMN17848765	SRR13674612	SRX10064052	SAMN17848765	SRS8226194	PRJNA701129	SRP305597		SRA1194317	D_0d_2_1.fq.gz	123459	arf2_Pri_Pri	PRJNA701129	PAIRED	RANDOM PCR	TRANSCRIPTOMIC	RNA-Seq	123459	Illumina HiSeq 4000	ILLUMINA	23881566900.0	79605223.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|e434 on 2022-03-02; Arabidopsis thaliana	Illumina HiSeq 4000 sequencing; RNA-seq of Arabidopsis seedling	abs3-1D suppressor RNA-seq	Illumina HiSeq 4000 sequencing; RNA-seq of Arabidopsis seedling	This sample has been submitted by pda|e434 on 2022-03-02; Arabidopsis thaliana	196175d7918a86497ad17bca097ea6f2;278044297196e3c9a7a80b7ce4abe078	5302969162;5517584607	ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/012/SRR13674612/SRR13674612_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/012/SRR13674612/SRR13674612_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/012/SRR13674612/SRR13674612_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/012/SRR13674612/SRR13674612_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR136/012/SRR13674612/SRR13674612_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR136/012/SRR13674612/SRR13674612_2.fastq.gz
