SAMN10182190	SRR7970198	SRX4803499	SAMN10182190	SRS3882447	PRJNA494862	SRP163679		SRA789691	D1OX_M6_1_bbduk.fq.gz	66	OxP2K1 mock replicate  6	PRJNA494862	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	66	Illumina HiSeq 2500	ILLUMINA	2597589212.0	25994983.0	3702	Arabidopsis thaliana	66	Illumina HiSeq 2500 sequencing; RNA-Seq of Arabidopsis thaliana extracellular ATP response	Extracellular ATP-induced defense transcriptome in Arabidopsis thaliana	Illumina HiSeq 2500 sequencing; RNA-Seq of Arabidopsis thaliana extracellular ATP response	replicate 6	d7015194746500b27d6ac4b8487c01db	1825703015	ftp.sra.ebi.ac.uk/vol1/fastq/SRR797/008/SRR7970198/SRR7970198.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR797/008/SRR7970198/SRR7970198.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR797/008/SRR7970198/SRR7970198.fastq.gz
SAMN10182191	SRR7970197	SRX4803500	SAMN10182191	SRS3882448	PRJNA494862	SRP163679		SRA789691	D1OX_A1_1_bbduk.fq.gz	67	OxP2K1 ATP replicate  1	PRJNA494862	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	67	Illumina HiSeq 2500	ILLUMINA	2500234857.0	25017440.0	3702	Arabidopsis thaliana	67	Illumina HiSeq 2500 sequencing; RNA-Seq of Arabidopsis thaliana extracellular ATP response	Extracellular ATP-induced defense transcriptome in Arabidopsis thaliana	Illumina HiSeq 2500 sequencing; RNA-Seq of Arabidopsis thaliana extracellular ATP response	replicate 1	66966ec29f15a733fdf4ec1501b54a62	1717694997	ftp.sra.ebi.ac.uk/vol1/fastq/SRR797/007/SRR7970197/SRR7970197.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR797/007/SRR7970197/SRR7970197.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR797/007/SRR7970197/SRR7970197.fastq.gz
SAMN10182186	SRR7970196	SRX4803501	SAMN10182186	SRS3882449	PRJNA494862	SRP163679		SRA789691	D1OX_M2_1_bbduk.fq.gz	62	OxP2K1 mock replicate  2	PRJNA494862	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	62	Illumina HiSeq 2500	ILLUMINA	2375836900.0	23771029.0	3702	Arabidopsis thaliana	62	Illumina HiSeq 2500 sequencing; RNA-Seq of Arabidopsis thaliana extracellular ATP response	Extracellular ATP-induced defense transcriptome in Arabidopsis thaliana	Illumina HiSeq 2500 sequencing; RNA-Seq of Arabidopsis thaliana extracellular ATP response	replicate 2	a9ddc37e75c8fbb6a434e3996e85a8af	1641729675	ftp.sra.ebi.ac.uk/vol1/fastq/SRR797/006/SRR7970196/SRR7970196.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR797/006/SRR7970196/SRR7970196.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR797/006/SRR7970196/SRR7970196.fastq.gz
SAMN10182185	SRR7970195	SRX4803502	SAMN10182185	SRS3882450	PRJNA494862	SRP163679		SRA789691	D1OX_M1_1_bbduk.fq.gz	61	OxP2K1 mock replicate  1	PRJNA494862	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	61	Illumina HiSeq 2500	ILLUMINA	2427865624.0	24297381.0	3702	Arabidopsis thaliana	61	Illumina HiSeq 2500 sequencing; RNA-Seq of Arabidopsis thaliana extracellular ATP response	Extracellular ATP-induced defense transcriptome in Arabidopsis thaliana	Illumina HiSeq 2500 sequencing; RNA-Seq of Arabidopsis thaliana extracellular ATP response	replicate 1	36f7e58e6ba244b30b866505f749cc52	1657606788	ftp.sra.ebi.ac.uk/vol1/fastq/SRR797/005/SRR7970195/SRR7970195.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR797/005/SRR7970195/SRR7970195.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR797/005/SRR7970195/SRR7970195.fastq.gz
SAMN10182182	SRR7970194	SRX4803503	SAMN10182182	SRS3882451	PRJNA494862	SRP163679		SRA789691	dorn1-3_A4_1_bbduk.fq.gz	58	dorn1 ATP replicate  4	PRJNA494862	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	58	Illumina HiSeq 2500	ILLUMINA	3321224444.0	33239612.0	3702	Arabidopsis thaliana	58	Illumina HiSeq 2500 sequencing; RNA-Seq of Arabidopsis thaliana extracellular ATP response	Extracellular ATP-induced defense transcriptome in Arabidopsis thaliana	Illumina HiSeq 2500 sequencing; RNA-Seq of Arabidopsis thaliana extracellular ATP response	replicate 4	814d1ca95d3d13d78243942226d63001	2360604397	ftp.sra.ebi.ac.uk/vol1/fastq/SRR797/004/SRR7970194/SRR7970194.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR797/004/SRR7970194/SRR7970194.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR797/004/SRR7970194/SRR7970194.fastq.gz
SAMN10182188	SRR7970193	SRX4803504	SAMN10182188	SRS3882452	PRJNA494862	SRP163679		SRA789691	D1OX_M4_1_bbduk.fq.gz	64	OxP2K1 mock replicate  4	PRJNA494862	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	64	Illumina HiSeq 2500	ILLUMINA	2529018388.0	25308552.0	3702	Arabidopsis thaliana	64	Illumina HiSeq 2500 sequencing; RNA-Seq of Arabidopsis thaliana extracellular ATP response	Extracellular ATP-induced defense transcriptome in Arabidopsis thaliana	Illumina HiSeq 2500 sequencing; RNA-Seq of Arabidopsis thaliana extracellular ATP response	replicate 4	142878274e81b317033067d2f913a91d	1796669368	ftp.sra.ebi.ac.uk/vol1/fastq/SRR797/003/SRR7970193/SRR7970193.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR797/003/SRR7970193/SRR7970193.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR797/003/SRR7970193/SRR7970193.fastq.gz
SAMN10182189	SRR7970192	SRX4803505	SAMN10182189	SRS3882453	PRJNA494862	SRP163679		SRA789691	D1OX_M5_1_bbduk.fq.gz	65	OxP2K1 mock replicate  5	PRJNA494862	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	65	Illumina HiSeq 2500	ILLUMINA	2370727767.0	23725208.0	3702	Arabidopsis thaliana	65	Illumina HiSeq 2500 sequencing; RNA-Seq of Arabidopsis thaliana extracellular ATP response	Extracellular ATP-induced defense transcriptome in Arabidopsis thaliana	Illumina HiSeq 2500 sequencing; RNA-Seq of Arabidopsis thaliana extracellular ATP response	replicate 5	2df128be4c5febcf427323f4c0bb165d	1637847091	ftp.sra.ebi.ac.uk/vol1/fastq/SRR797/002/SRR7970192/SRR7970192.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR797/002/SRR7970192/SRR7970192.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR797/002/SRR7970192/SRR7970192.fastq.gz
SAMN10182176	SRR7970191	SRX4803506	SAMN10182176	SRS3882454	PRJNA494862	SRP163679		SRA789691	dorn1-3_M4_1_bbduk.fq.gz	52	dorn1 mock replicate  4	PRJNA494862	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	52	Illumina HiSeq 2500	ILLUMINA	2315305180.0	23167190.0	3702	Arabidopsis thaliana	52	Illumina HiSeq 2500 sequencing; RNA-Seq of Arabidopsis thaliana extracellular ATP response	Extracellular ATP-induced defense transcriptome in Arabidopsis thaliana	Illumina HiSeq 2500 sequencing; RNA-Seq of Arabidopsis thaliana extracellular ATP response	replicate 4	d41aba5d9e29df93121b94567a0baaab	1641670185	ftp.sra.ebi.ac.uk/vol1/fastq/SRR797/001/SRR7970191/SRR7970191.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR797/001/SRR7970191/SRR7970191.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR797/001/SRR7970191/SRR7970191.fastq.gz
SAMN10182187	SRR7970190	SRX4803507	SAMN10182187	SRS3882455	PRJNA494862	SRP163679		SRA789691	D1OX_M3_1_bbduk.fq.gz	63	OxP2K1 mock replicate  3	PRJNA494862	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	63	Illumina HiSeq 2500	ILLUMINA	2788359195.0	27904538.0	3702	Arabidopsis thaliana	63	Illumina HiSeq 2500 sequencing; RNA-Seq of Arabidopsis thaliana extracellular ATP response	Extracellular ATP-induced defense transcriptome in Arabidopsis thaliana	Illumina HiSeq 2500 sequencing; RNA-Seq of Arabidopsis thaliana extracellular ATP response	replicate 3	69e647a3480b4e6fe0b7bfe9170824c9	1960344423	ftp.sra.ebi.ac.uk/vol1/fastq/SRR797/000/SRR7970190/SRR7970190.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR797/000/SRR7970190/SRR7970190.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR797/000/SRR7970190/SRR7970190.fastq.gz
SAMN10182196	SRR7970189	SRX4803508	SAMN10182196	SRS3882456	PRJNA494862	SRP163679		SRA789691	D1OX_A6_1_bbduk.fq.gz	72	OxP2K1 ATP replicate  6	PRJNA494862	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	72	Illumina HiSeq 2500	ILLUMINA	2646560823.0	26484747.0	3702	Arabidopsis thaliana	72	Illumina HiSeq 2500 sequencing; RNA-Seq of Arabidopsis thaliana extracellular ATP response	Extracellular ATP-induced defense transcriptome in Arabidopsis thaliana	Illumina HiSeq 2500 sequencing; RNA-Seq of Arabidopsis thaliana extracellular ATP response	replicate 6	7568bab067609769e730a7fa61a68a39	1864856232	ftp.sra.ebi.ac.uk/vol1/fastq/SRR797/009/SRR7970189/SRR7970189.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR797/009/SRR7970189/SRR7970189.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR797/009/SRR7970189/SRR7970189.fastq.gz
