SAMN29636013	SRR20291854	SRX16325307	SAMN29636013	SRS13963792	PRJNA857745	SRP386953		SRA1452848	WT_1_S1_R1_001.fastq.gz	WT_+Fe_1	1	PRJNA857745	SINGLE	other	TRANSCRIPTOMIC	RNA-Seq	WT_+Fe_1	Illumina HiSeq 2500	ILLUMINA	1110554325.0	21775575.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|mplatre@orcid on 2022-07-19; Arabidopsis thaliana	Illumina HiSeq 2500 sequencing; RNAseq A.thaliana	RNAseq reads	Illumina HiSeq 2500 sequencing; RNAseq A.thaliana	This sample has been submitted by pda|mplatre@orcid on 2022-07-19; Arabidopsis thaliana	351aaa5536ebfe0efaa8849252cf0126	615436884	ftp.sra.ebi.ac.uk/vol1/fastq/SRR202/054/SRR20291854/SRR20291854.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR202/054/SRR20291854/SRR20291854.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR202/054/SRR20291854/SRR20291854.fastq.gz
SAMN29636022	SRR20291828	SRX16325333	SAMN29636022	SRS13963817	PRJNA857745	SRP386953		SRA1452848	srf3-2_1_S7_R1_001.fastq.gz	srf3-2_+Fe_1	10	PRJNA857745	SINGLE	other	TRANSCRIPTOMIC	RNA-Seq	srf3-2_+Fe_1	Illumina HiSeq 2500	ILLUMINA	1204449966.0	23616666.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|mplatre@orcid on 2022-07-19; Arabidopsis thaliana	Illumina HiSeq 2500 sequencing; RNAseq A.thaliana	RNAseq reads	Illumina HiSeq 2500 sequencing; RNAseq A.thaliana	This sample has been submitted by pda|mplatre@orcid on 2022-07-19; Arabidopsis thaliana	cc511746ddf305d7b6156db9307ce7cf	669260124	ftp.sra.ebi.ac.uk/vol1/fastq/SRR202/028/SRR20291828/SRR20291828.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR202/028/SRR20291828/SRR20291828.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR202/028/SRR20291828/SRR20291828.fastq.gz
SAMN29636023	SRR20291852	SRX16325309	SAMN29636023	SRS13963794	PRJNA857745	SRP386953		SRA1452848	srf3-2_2_S8_R1_001.fastq.gz	srf3-2_+Fe_2	11	PRJNA857745	SINGLE	other	TRANSCRIPTOMIC	RNA-Seq	srf3-2_+Fe_2	Illumina HiSeq 2500	ILLUMINA	1083170181.0	21238631.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|mplatre@orcid on 2022-07-19; Arabidopsis thaliana	Illumina HiSeq 2500 sequencing; RNAseq A.thaliana	RNAseq reads	Illumina HiSeq 2500 sequencing; RNAseq A.thaliana	This sample has been submitted by pda|mplatre@orcid on 2022-07-19; Arabidopsis thaliana	dcee2eecd0dc0525f581b77860affb54	600926518	ftp.sra.ebi.ac.uk/vol1/fastq/SRR202/052/SRR20291852/SRR20291852.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR202/052/SRR20291852/SRR20291852.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR202/052/SRR20291852/SRR20291852.fastq.gz
SAMN29636024	SRR20291851	SRX16325310	SAMN29636024	SRS13963795	PRJNA857745	SRP386953		SRA1452848	srf3-2_3_S9_R1_001.fastq.gz	srf3-2_+Fe_3	12	PRJNA857745	SINGLE	other	TRANSCRIPTOMIC	RNA-Seq	srf3-2_+Fe_3	Illumina HiSeq 2500	ILLUMINA	1180078035.0	23138785.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|mplatre@orcid on 2022-07-19; Arabidopsis thaliana	Illumina HiSeq 2500 sequencing; RNAseq A.thaliana	RNAseq reads	Illumina HiSeq 2500 sequencing; RNAseq A.thaliana	This sample has been submitted by pda|mplatre@orcid on 2022-07-19; Arabidopsis thaliana	b15018d9da7befc1068fce721f830293	653818131	ftp.sra.ebi.ac.uk/vol1/fastq/SRR202/051/SRR20291851/SRR20291851.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR202/051/SRR20291851/SRR20291851.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR202/051/SRR20291851/SRR20291851.fastq.gz
SAMN29636025	SRR20291850	SRX16325311	SAMN29636025	SRS13963796	PRJNA857745	SRP386953		SRA1452848	srf3-2-Fe_1_S19_R1_001.fastq.gz	srf3-2_-Fe_1	13	PRJNA857745	SINGLE	other	TRANSCRIPTOMIC	RNA-Seq	srf3-2_-Fe_1	Illumina HiSeq 2500	ILLUMINA	1241905080.0	24351080.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|mplatre@orcid on 2022-07-19; Arabidopsis thaliana	Illumina HiSeq 2500 sequencing; RNAseq A.thaliana	RNAseq reads	Illumina HiSeq 2500 sequencing; RNAseq A.thaliana	This sample has been submitted by pda|mplatre@orcid on 2022-07-19; Arabidopsis thaliana	73e7bb108d2905a8cd37a97c6253ff73	710059728	ftp.sra.ebi.ac.uk/vol1/fastq/SRR202/050/SRR20291850/SRR20291850.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR202/050/SRR20291850/SRR20291850.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR202/050/SRR20291850/SRR20291850.fastq.gz
SAMN29636026	SRR20291849	SRX16325312	SAMN29636026	SRS13963797	PRJNA857745	SRP386953		SRA1452848	srf3-2-Fe_2_S20_R1_001.fastq.gz	srf3-2_-Fe_2	14	PRJNA857745	SINGLE	other	TRANSCRIPTOMIC	RNA-Seq	srf3-2_-Fe_2	Illumina HiSeq 2500	ILLUMINA	1257803208.0	24662808.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|mplatre@orcid on 2022-07-19; Arabidopsis thaliana	Illumina HiSeq 2500 sequencing; RNAseq A.thaliana	RNAseq reads	Illumina HiSeq 2500 sequencing; RNAseq A.thaliana	This sample has been submitted by pda|mplatre@orcid on 2022-07-19; Arabidopsis thaliana	14f8d3e7de6b43a7cee1b17df2b4225d	720147068	ftp.sra.ebi.ac.uk/vol1/fastq/SRR202/049/SRR20291849/SRR20291849.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR202/049/SRR20291849/SRR20291849.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR202/049/SRR20291849/SRR20291849.fastq.gz
SAMN29636027	SRR20291848	SRX16325313	SAMN29636027	SRS13963798	PRJNA857745	SRP386953		SRA1452848	srf3-2-Fe_3_S21_R1_001.fastq.gz	srf3-2_-Fe_3	15	PRJNA857745	SINGLE	other	TRANSCRIPTOMIC	RNA-Seq	srf3-2_-Fe_3	Illumina HiSeq 2500	ILLUMINA	1190130747.0	23335897.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|mplatre@orcid on 2022-07-19; Arabidopsis thaliana	Illumina HiSeq 2500 sequencing; RNAseq A.thaliana	RNAseq reads	Illumina HiSeq 2500 sequencing; RNAseq A.thaliana	This sample has been submitted by pda|mplatre@orcid on 2022-07-19; Arabidopsis thaliana	0f7b8bf3d198f884a6fa4f987b22bc87	665882139	ftp.sra.ebi.ac.uk/vol1/fastq/SRR202/048/SRR20291848/SRR20291848.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR202/048/SRR20291848/SRR20291848.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR202/048/SRR20291848/SRR20291848.fastq.gz
SAMN29636028	SRR20291847	SRX16325314	SAMN29636028	SRS13963799	PRJNA857745	SRP386953		SRA1452848	srf3-2-flag22_1_S31_R1_001.fastq.gz	srf3-2_flg22_1	16	PRJNA857745	SINGLE	other	TRANSCRIPTOMIC	RNA-Seq	srf3-2_flg22_1	Illumina HiSeq 2500	ILLUMINA	1283104920.0	25158920.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|mplatre@orcid on 2022-07-19; Arabidopsis thaliana	Illumina HiSeq 2500 sequencing; RNAseq A.thaliana	RNAseq reads	Illumina HiSeq 2500 sequencing; RNAseq A.thaliana	This sample has been submitted by pda|mplatre@orcid on 2022-07-19; Arabidopsis thaliana	1ddee1ad528c059c1a7c190a959d2c2c	748443635	ftp.sra.ebi.ac.uk/vol1/fastq/SRR202/047/SRR20291847/SRR20291847.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR202/047/SRR20291847/SRR20291847.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR202/047/SRR20291847/SRR20291847.fastq.gz
SAMN29636029	SRR20291846	SRX16325315	SAMN29636029	SRS13963800	PRJNA857745	SRP386953		SRA1452848	srf3-2-flag22_2_S32_R1_001.fastq.gz	srf3-2_flg22_2	17	PRJNA857745	SINGLE	other	TRANSCRIPTOMIC	RNA-Seq	srf3-2_flg22_2	Illumina HiSeq 2500	ILLUMINA	1491344550.0	29242050.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|mplatre@orcid on 2022-07-19; Arabidopsis thaliana	Illumina HiSeq 2500 sequencing; RNAseq A.thaliana	RNAseq reads	Illumina HiSeq 2500 sequencing; RNAseq A.thaliana	This sample has been submitted by pda|mplatre@orcid on 2022-07-19; Arabidopsis thaliana	72f4f5e339fa1711464c7e031e83c382	868812447	ftp.sra.ebi.ac.uk/vol1/fastq/SRR202/046/SRR20291846/SRR20291846.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR202/046/SRR20291846/SRR20291846.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR202/046/SRR20291846/SRR20291846.fastq.gz
SAMN29636030	SRR20291845	SRX16325316	SAMN29636030	SRS13963801	PRJNA857745	SRP386953		SRA1452848	srf3-2-flag22_3_S33_R1_001.fastq.gz	srf3-2_flg22_3	18	PRJNA857745	SINGLE	other	TRANSCRIPTOMIC	RNA-Seq	srf3-2_flg22_3	Illumina HiSeq 2500	ILLUMINA	1472780499.0	28878049.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|mplatre@orcid on 2022-07-19; Arabidopsis thaliana	Illumina HiSeq 2500 sequencing; RNAseq A.thaliana	RNAseq reads	Illumina HiSeq 2500 sequencing; RNAseq A.thaliana	This sample has been submitted by pda|mplatre@orcid on 2022-07-19; Arabidopsis thaliana	0e856a0f5aba233372e48860a868e112	849164137	ftp.sra.ebi.ac.uk/vol1/fastq/SRR202/045/SRR20291845/SRR20291845.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR202/045/SRR20291845/SRR20291845.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR202/045/SRR20291845/SRR20291845.fastq.gz
