SAMN18857618	SRR14316983	SRX10672158	SAMN18857618	SRS8766531	PRJNA724748	SRP316132		SRA1223163	T1-1_L4_J9054.R1.clean.fastq.gz	GDR460710	T1-1	PRJNA724748	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	GDR460710	Illumina HiSeq 2500	ILLUMINA	6712699500.0	22375665.0	3702	Arabidopsis thaliana	10	Illumina HiSeq 2500 sequencing; phosphate starvation	RNA-Seq sequencing of 18 Arabidopsis thaliana  materials from Nanjing Agricultural University	Illumina HiSeq 2500 sequencing; phosphate starvation	Pi-sufficient	3543f8110215ab25c3a3c6df57fd7218;0500475e92a9411d6849aa8a7ae98287	1475416223;1561233253	ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/083/SRR14316983/SRR14316983_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/083/SRR14316983/SRR14316983_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/083/SRR14316983/SRR14316983_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/083/SRR14316983/SRR14316983_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR143/083/SRR14316983/SRR14316983_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR143/083/SRR14316983/SRR14316983_2.fastq.gz
SAMN18857619	SRR14316998	SRX10672143	SAMN18857619	SRS8766516	PRJNA724748	SRP316132		SRA1223163	T1-2_L4_J9058.R1.clean.fastq.gz	GDR460711	T1-2	PRJNA724748	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	GDR460711	Illumina HiSeq 2500	ILLUMINA	7911141600.0	26370472.0	3702	Arabidopsis thaliana	11	Illumina HiSeq 2500 sequencing; phosphate starvation	RNA-Seq sequencing of 18 Arabidopsis thaliana  materials from Nanjing Agricultural University	Illumina HiSeq 2500 sequencing; phosphate starvation	Pi-sufficient	a0ef7f01be22c36fe95c05ffab9f27e9;70d196467482be0f733119b541b2bf49	1742340550;1817411012	ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/098/SRR14316998/SRR14316998_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/098/SRR14316998/SRR14316998_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/098/SRR14316998/SRR14316998_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/098/SRR14316998/SRR14316998_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR143/098/SRR14316998/SRR14316998_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR143/098/SRR14316998/SRR14316998_2.fastq.gz
SAMN18857620	SRR14316997	SRX10672144	SAMN18857620	SRS8766517	PRJNA724748	SRP316132		SRA1223163	T1-3_L4_J9061.R1.clean.fastq.gz	GDR460712	T1-3	PRJNA724748	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	GDR460712	Illumina HiSeq 2500	ILLUMINA	8208367500.0	27361225.0	3702	Arabidopsis thaliana	12	Illumina HiSeq 2500 sequencing; phosphate starvation	RNA-Seq sequencing of 18 Arabidopsis thaliana  materials from Nanjing Agricultural University	Illumina HiSeq 2500 sequencing; phosphate starvation	Pi-sufficient	4e315315ad7febf25e6e1317694cdd8d;b9fb84d5196b79d8dd2502828015016a	1810064103;1883206176	ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/097/SRR14316997/SRR14316997_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/097/SRR14316997/SRR14316997_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/097/SRR14316997/SRR14316997_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/097/SRR14316997/SRR14316997_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR143/097/SRR14316997/SRR14316997_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR143/097/SRR14316997/SRR14316997_2.fastq.gz
SAMN18857621	SRR14316996	SRX10672145	SAMN18857621	SRS8766518	PRJNA724748	SRP316132		SRA1223163	T2-1_L4_J9079.R1.clean.fastq.gz	GDR460713	T2-1	PRJNA724748	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	GDR460713	Illumina HiSeq 2500	ILLUMINA	7367103000.0	24557010.0	3702	Arabidopsis thaliana	13	Illumina HiSeq 2500 sequencing; phosphate starvation	RNA-Seq sequencing of 18 Arabidopsis thaliana  materials from Nanjing Agricultural University	Illumina HiSeq 2500 sequencing; phosphate starvation	Pi-deficient 1	95f27f975fdbf23756f0bbd35b065b1f;216dc34de1038819eeadaf22746693d3	1627683450;1704222125	ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/096/SRR14316996/SRR14316996_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/096/SRR14316996/SRR14316996_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/096/SRR14316996/SRR14316996_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/096/SRR14316996/SRR14316996_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR143/096/SRR14316996/SRR14316996_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR143/096/SRR14316996/SRR14316996_2.fastq.gz
SAMN18857622	SRR14316995	SRX10672146	SAMN18857622	SRS8766519	PRJNA724748	SRP316132		SRA1223163	T2-2_L4_J9037.R1.clean.fastq.gz	GDR460714	T2-2	PRJNA724748	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	GDR460714	Illumina HiSeq 2500	ILLUMINA	6370016700.0	21233389.0	3702	Arabidopsis thaliana	14	Illumina HiSeq 2500 sequencing; phosphate starvation	RNA-Seq sequencing of 18 Arabidopsis thaliana  materials from Nanjing Agricultural University	Illumina HiSeq 2500 sequencing; phosphate starvation	Pi-deficient 1	c6e85e7923fe1aaae0ad60da7a478111;8e8a600118f649d72372fe9b772a4166	1403887566;1448822407	ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/095/SRR14316995/SRR14316995_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/095/SRR14316995/SRR14316995_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/095/SRR14316995/SRR14316995_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/095/SRR14316995/SRR14316995_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR143/095/SRR14316995/SRR14316995_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR143/095/SRR14316995/SRR14316995_2.fastq.gz
SAMN18857623	SRR14316994	SRX10672147	SAMN18857623	SRS8766520	PRJNA724748	SRP316132		SRA1223163	T2-3_L4_J9008.R1.clean.fastq.gz	GDR460715	T2-3	PRJNA724748	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	GDR460715	Illumina HiSeq 2500	ILLUMINA	6569655600.0	21898852.0	3702	Arabidopsis thaliana	15	Illumina HiSeq 2500 sequencing; phosphate starvation	RNA-Seq sequencing of 18 Arabidopsis thaliana  materials from Nanjing Agricultural University	Illumina HiSeq 2500 sequencing; phosphate starvation	Pi-deficient 1	2e215713cea46c29d92bf593013b6aab;3d944dcf5ec8250de7e8b1e8de910a82	1446359728;1491810791	ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/094/SRR14316994/SRR14316994_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/094/SRR14316994/SRR14316994_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/094/SRR14316994/SRR14316994_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/094/SRR14316994/SRR14316994_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR143/094/SRR14316994/SRR14316994_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR143/094/SRR14316994/SRR14316994_2.fastq.gz
SAMN18857624	SRR14316993	SRX10672148	SAMN18857624	SRS8766521	PRJNA724748	SRP316132		SRA1223163	T3-1_L4_J9056.R1.clean.fastq.gz	GDR460716	T3-1	PRJNA724748	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	GDR460716	Illumina HiSeq 2500	ILLUMINA	7333731600.0	24445772.0	3702	Arabidopsis thaliana	16	Illumina HiSeq 2500 sequencing; phosphate starvation	RNA-Seq sequencing of 18 Arabidopsis thaliana  materials from Nanjing Agricultural University	Illumina HiSeq 2500 sequencing; phosphate starvation	Pi-deficient 2	3ec03207b886385623754a1ea7fc401b;38a54235e25ea68df18bb95203e5fc7b	1619838635;1666369893	ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/093/SRR14316993/SRR14316993_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/093/SRR14316993/SRR14316993_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/093/SRR14316993/SRR14316993_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/093/SRR14316993/SRR14316993_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR143/093/SRR14316993/SRR14316993_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR143/093/SRR14316993/SRR14316993_2.fastq.gz
SAMN18857625	SRR14316992	SRX10672149	SAMN18857625	SRS8766522	PRJNA724748	SRP316132		SRA1223163	T3-2_L4_J9011.R1.clean.fastq.gz	GDR460717	T3-2	PRJNA724748	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	GDR460717	Illumina HiSeq 2500	ILLUMINA	8904274200.0	29680914.0	3702	Arabidopsis thaliana	17	Illumina HiSeq 2500 sequencing; phosphate starvation	RNA-Seq sequencing of 18 Arabidopsis thaliana  materials from Nanjing Agricultural University	Illumina HiSeq 2500 sequencing; phosphate starvation	Pi-deficient 2	231465cad07eb7aa0fbd598d197af7b7;45d650c680c6d2a246b90d26e2a52c1a	1972810329;2022623020	ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/092/SRR14316992/SRR14316992_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/092/SRR14316992/SRR14316992_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/092/SRR14316992/SRR14316992_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/092/SRR14316992/SRR14316992_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR143/092/SRR14316992/SRR14316992_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR143/092/SRR14316992/SRR14316992_2.fastq.gz
SAMN18857626	SRR14316991	SRX10672150	SAMN18857626	SRS8766523	PRJNA724748	SRP316132		SRA1223163	T3-3_L4_J9081.R1.clean.fastq.gz	GDR460718	T3-3	PRJNA724748	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	GDR460718	Illumina HiSeq 2500	ILLUMINA	7718451000.0	25728170.0	3702	Arabidopsis thaliana	18	Illumina HiSeq 2500 sequencing; phosphate starvation	RNA-Seq sequencing of 18 Arabidopsis thaliana  materials from Nanjing Agricultural University	Illumina HiSeq 2500 sequencing; phosphate starvation	Pi-deficient 2	4e47ff1c8cdc5949040ee7cc3fd06332;e4f3863f7d6a4258a28391aef355d5df	1703024486;1765413911	ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/091/SRR14316991/SRR14316991_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/091/SRR14316991/SRR14316991_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/091/SRR14316991/SRR14316991_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/091/SRR14316991/SRR14316991_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR143/091/SRR14316991/SRR14316991_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR143/091/SRR14316991/SRR14316991_2.fastq.gz
SAMN18857609	SRR14317000	SRX10672141	SAMN18857609	SRS8766514	PRJNA724748	SRP316132		SRA1223163	WT1-1_L3_J9060.R1.clean.fastq.gz	GDR460701	WT1-1	PRJNA724748	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	GDR460701	Illumina HiSeq 2500	ILLUMINA	7960060800.0	26533536.0	3702	Arabidopsis thaliana	1	Illumina HiSeq 2500 sequencing; phosphate starvation	RNA-Seq sequencing of 18 Arabidopsis thaliana  materials from Nanjing Agricultural University	Illumina HiSeq 2500 sequencing; phosphate starvation	Pi-sufficient	730f33daf792a3a1ee01cd587a4c9039;c4c163001cc4fac4192635aa38ccb5a9	1781694558;1849588805	ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/000/SRR14317000/SRR14317000_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/000/SRR14317000/SRR14317000_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/000/SRR14317000/SRR14317000_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/000/SRR14317000/SRR14317000_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR143/000/SRR14317000/SRR14317000_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR143/000/SRR14317000/SRR14317000_2.fastq.gz
