SAMN31147668	SRR21798521	SRX17792514	SAMN31147668	SRS15318341	SRP400889	SRP400889		SRA1512976	RUN_Col-0_Mock_LMI_1664453562_sra_1	EXP_Col-0_Mock_LMI_1664453562_sra_1	SAMPLE_Col-0_Mock_LMI_1664453562_sra_1	Leger2022	PAIRED	PolyA	TRANSCRIPTOMIC	RNA-Seq		Illumina NovaSeq 6000	ILLUMINA	10741333500.0	35804445.0	3702	Arabidopsis thaliana	Col-0_Mock_LMI_1	Illumina NovaSeq 6000 paired end sequencing; Col-0_Mock_LMI_1	Pathogen-derived mechanical cues potentiate the spatio-temporal implementation of plant defense	Illumina NovaSeq 6000 paired end sequencing; Col-0_Mock_LMI_1	Col-0_Mock_LMI_1	bed22e16ecfda838b8e61d34475fa95a;a9dbae54b40b70028e22de9ae86ec99b	2382912530;2446681438	ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/021/SRR21798521/SRR21798521_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/021/SRR21798521/SRR21798521_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/021/SRR21798521/SRR21798521_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/021/SRR21798521/SRR21798521_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR217/021/SRR21798521/SRR21798521_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR217/021/SRR21798521/SRR21798521_2.fastq.gz
SAMN31147669	SRR21798522	SRX17792515	SAMN31147669	SRS15318342	SRP400889	SRP400889		SRA1512976	RUN_Col-0_Mock_LMI_1664453562_sra_2	EXP_Col-0_Mock_LMI_1664453562_sra_2	SAMPLE_Col-0_Mock_LMI_1664453562_sra_2	Leger2022	PAIRED	PolyA	TRANSCRIPTOMIC	RNA-Seq		Illumina NovaSeq 6000	ILLUMINA	11399250000.0	37997500.0	3702	Arabidopsis thaliana	Col-0_Mock_LMI_2	Illumina NovaSeq 6000 paired end sequencing; Col-0_Mock_LMI_2	Pathogen-derived mechanical cues potentiate the spatio-temporal implementation of plant defense	Illumina NovaSeq 6000 paired end sequencing; Col-0_Mock_LMI_2	Col-0_Mock_LMI_2	60615a363bf67d2a4db8f8e48c377954;2bebb58289f9de3d5a78a161849a974b	2521973917;2652995275	ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/022/SRR21798522/SRR21798522_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/022/SRR21798522/SRR21798522_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/022/SRR21798522/SRR21798522_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/022/SRR21798522/SRR21798522_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR217/022/SRR21798522/SRR21798522_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR217/022/SRR21798522/SRR21798522_2.fastq.gz
SAMN31147670	SRR21798523	SRX17792516	SAMN31147670	SRS15318343	SRP400889	SRP400889		SRA1512976	RUN_Col-0_Mock_LMI_1664453562_sra_3	EXP_Col-0_Mock_LMI_1664453562_sra_3	SAMPLE_Col-0_Mock_LMI_1664453562_sra_3	Leger2022	PAIRED	PolyA	TRANSCRIPTOMIC	RNA-Seq		Illumina NovaSeq 6000	ILLUMINA	12041393700.0	40137979.0	3702	Arabidopsis thaliana	Col-0_Mock_LMI_3	Illumina NovaSeq 6000 paired end sequencing; Col-0_Mock_LMI_3	Pathogen-derived mechanical cues potentiate the spatio-temporal implementation of plant defense	Illumina NovaSeq 6000 paired end sequencing; Col-0_Mock_LMI_3	Col-0_Mock_LMI_3	e0e7d34872cde88d8da50337a0bff691;03332b49b73e4f89b6a0c2a967827fca	2684352541;2768306602	ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/023/SRR21798523/SRR21798523_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/023/SRR21798523/SRR21798523_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/023/SRR21798523/SRR21798523_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/023/SRR21798523/SRR21798523_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR217/023/SRR21798523/SRR21798523_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR217/023/SRR21798523/SRR21798523_2.fastq.gz
SAMN31147671	SRR21798524	SRX17792513	SAMN31147671	SRS15318344	SRP400889	SRP400889		SRA1512976	RUN_Col-0_SP8_FRT_1664453525_sra_1	EXP_Col-0_SP8_FRT_1664453525_sra_1	SAMPLE_Col-0_SP8_FRT_1664453525_sra_1	Leger2022	PAIRED	PolyA	TRANSCRIPTOMIC	RNA-Seq		Illumina NovaSeq 6000	ILLUMINA	12136588200.0	40455294.0	3702	Arabidopsis thaliana	Col-0_SP8_FRT_2	Illumina NovaSeq 6000 paired end sequencing; Col-0_SP8_FRT_2	Pathogen-derived mechanical cues potentiate the spatio-temporal implementation of plant defense	Illumina NovaSeq 6000 paired end sequencing; Col-0_SP8_FRT_2	240,241,242,244	d7912ff947626045d225ef0560f843b4;f253f039600e3587136f789578645595	2710300514;2856051911	ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/024/SRR21798524/SRR21798524_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/024/SRR21798524/SRR21798524_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/024/SRR21798524/SRR21798524_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/024/SRR21798524/SRR21798524_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR217/024/SRR21798524/SRR21798524_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR217/024/SRR21798524/SRR21798524_2.fastq.gz
SAMN31147675	SRR21798528	SRX17792508	SAMN31147675	SRS15318348	SRP400889	SRP400889		SRA1512976	RUN_Col-0_Ss_FRT_1664453543_sra_1	EXP_Col-0_Ss_FRT_1664453543_sra_1	SAMPLE_Col-0_Ss_FRT_1664453543_sra_1	Leger2022	PAIRED	PolyA	TRANSCRIPTOMIC	RNA-Seq		Illumina NovaSeq 6000	ILLUMINA	15543747600.0	51812492.0	3702	Arabidopsis thaliana	Col-0_Ss_FRT_5	Illumina NovaSeq 6000 paired end sequencing; Col-0_Ss_FRT_5	Pathogen-derived mechanical cues potentiate the spatio-temporal implementation of plant defense	Illumina NovaSeq 6000 paired end sequencing; Col-0_Ss_FRT_5	Col-0_Ss_FRT_5	adee1759c8f3e5194666f49ec91a3005;c1cdc80f7f0ed480030f0df77e8ce245	3521340822;3616862463	ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/028/SRR21798528/SRR21798528_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/028/SRR21798528/SRR21798528_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/028/SRR21798528/SRR21798528_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/028/SRR21798528/SRR21798528_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR217/028/SRR21798528/SRR21798528_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR217/028/SRR21798528/SRR21798528_2.fastq.gz
SAMN31147676	SRR21798529	SRX17792509	SAMN31147676	SRS15318349	SRP400889	SRP400889		SRA1512976	RUN_Col-0_Ss_FRT_1664453543_sra_2	EXP_Col-0_Ss_FRT_1664453543_sra_2	SAMPLE_Col-0_Ss_FRT_1664453543_sra_2	Leger2022	PAIRED	PolyA	TRANSCRIPTOMIC	RNA-Seq		Illumina NovaSeq 6000	ILLUMINA	13085503800.0	43618346.0	3702	Arabidopsis thaliana	Col-0_Ss_FRT_6	Illumina NovaSeq 6000 paired end sequencing; Col-0_Ss_FRT_6	Pathogen-derived mechanical cues potentiate the spatio-temporal implementation of plant defense	Illumina NovaSeq 6000 paired end sequencing; Col-0_Ss_FRT_6	Col-0_Ss_FRT_6	6a49fe0f00c500317ed90b308b80792b;607bb235d8c85406409ba372436c8fc0	2987991100;3078997432	ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/029/SRR21798529/SRR21798529_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/029/SRR21798529/SRR21798529_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/029/SRR21798529/SRR21798529_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/029/SRR21798529/SRR21798529_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR217/029/SRR21798529/SRR21798529_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR217/029/SRR21798529/SRR21798529_2.fastq.gz
SAMN31147677	SRR21798530	SRX17792505	SAMN31147677	SRS15318350	SRP400889	SRP400889		SRA1512976	RUN_PFD6_Mock_LMI_1664453553_sra_1	EXP_PFD6_Mock_LMI_1664453553_sra_1	SAMPLE_PFD6_Mock_LMI_1664453553_sra_1	Leger2022	PAIRED	PolyA	TRANSCRIPTOMIC	RNA-Seq		Illumina NovaSeq 6000	ILLUMINA	13150728300.0	43835761.0	3702	Arabidopsis thaliana	PFD6_Mock_LMI_1	Illumina NovaSeq 6000 paired end sequencing; PFD6_Mock_LMI_1	Pathogen-derived mechanical cues potentiate the spatio-temporal implementation of plant defense	Illumina NovaSeq 6000 paired end sequencing; PFD6_Mock_LMI_1	PFD6_Mock_LMI_1	87b2ae5eaedb114198e01a3a0ea452a1;012dda31aa451ec4ee125111c813d296	2933129750;3070189229	ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/030/SRR21798530/SRR21798530_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/030/SRR21798530/SRR21798530_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/030/SRR21798530/SRR21798530_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/030/SRR21798530/SRR21798530_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR217/030/SRR21798530/SRR21798530_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR217/030/SRR21798530/SRR21798530_2.fastq.gz
SAMN31147678	SRR21798531	SRX17792506	SAMN31147678	SRS15318351	SRP400889	SRP400889		SRA1512976	RUN_PFD6_Mock_LMI_1664453553_sra_2	EXP_PFD6_Mock_LMI_1664453553_sra_2	SAMPLE_PFD6_Mock_LMI_1664453553_sra_2	Leger2022	PAIRED	PolyA	TRANSCRIPTOMIC	RNA-Seq		Illumina NovaSeq 6000	ILLUMINA	10738858500.0	35796195.0	3702	Arabidopsis thaliana	PFD6_Mock_LMI_2	Illumina NovaSeq 6000 paired end sequencing; PFD6_Mock_LMI_2	Pathogen-derived mechanical cues potentiate the spatio-temporal implementation of plant defense	Illumina NovaSeq 6000 paired end sequencing; PFD6_Mock_LMI_2	PFD6_Mock_LMI_2	3b48534d474f5a5d0bae28eb43d9053d;6f5a79d5516f0f695a97f037a7011807	2399579159;2454447029	ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/031/SRR21798531/SRR21798531_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/031/SRR21798531/SRR21798531_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/031/SRR21798531/SRR21798531_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/031/SRR21798531/SRR21798531_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR217/031/SRR21798531/SRR21798531_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR217/031/SRR21798531/SRR21798531_2.fastq.gz
SAMN31147679	SRR21798532	SRX17792507	SAMN31147679	SRS15318352	SRP400889	SRP400889		SRA1512976	RUN_PFD6_Mock_LMI_1664453553_sra_3	EXP_PFD6_Mock_LMI_1664453553_sra_3	SAMPLE_PFD6_Mock_LMI_1664453553_sra_3	Leger2022	PAIRED	PolyA	TRANSCRIPTOMIC	RNA-Seq		Illumina NovaSeq 6000	ILLUMINA	18286580400.0	60955268.0	3702	Arabidopsis thaliana	PFD6_Mock_LMI_3	Illumina NovaSeq 6000 paired end sequencing; PFD6_Mock_LMI_3	Pathogen-derived mechanical cues potentiate the spatio-temporal implementation of plant defense	Illumina NovaSeq 6000 paired end sequencing; PFD6_Mock_LMI_3	PFD6_Mock_LMI_3	c214e1eb5a7021a3b81ab9beebc82158;2946f9065aedf02138237963acfe7cf9	4118836693;4303354213	ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/032/SRR21798532/SRR21798532_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/032/SRR21798532/SRR21798532_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/032/SRR21798532/SRR21798532_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/032/SRR21798532/SRR21798532_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR217/032/SRR21798532/SRR21798532_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR217/032/SRR21798532/SRR21798532_2.fastq.gz
SAMN31147672	SRR21798525	SRX17792510	SAMN31147672	SRS15318345	SRP400889	SRP400889		SRA1512976	RUN_PFD6_Ss_FRT_1664453531_sra_1	EXP_PFD6_Ss_FRT_1664453531_sra_1	SAMPLE_PFD6_Ss_FRT_1664453531_sra_1	Leger2022	PAIRED	PolyA	TRANSCRIPTOMIC	RNA-Seq		Illumina NovaSeq 6000	ILLUMINA	25673050200.0	85576834.0	3702	Arabidopsis thaliana	PFD6_Ss_FRT_1	Illumina NovaSeq 6000 paired end sequencing; PFD6_Ss_FRT_1	Pathogen-derived mechanical cues potentiate the spatio-temporal implementation of plant defense	Illumina NovaSeq 6000 paired end sequencing; PFD6_Ss_FRT_1	PFD6_Ss_FRT_1	66b8ea6f8c45206097fcb385b8815bf7;a473ddcfaefa8b4298a178b220a526a4	5948446515;6267676671	ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/025/SRR21798525/SRR21798525_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/025/SRR21798525/SRR21798525_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/025/SRR21798525/SRR21798525_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/025/SRR21798525/SRR21798525_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR217/025/SRR21798525/SRR21798525_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR217/025/SRR21798525/SRR21798525_2.fastq.gz
