SAMN06166978	SRR5121376	SRX2436581	SAMN06166978	SRS1871564	PRJNA358157	SRP095390	PRJNA9506	SRA505630	GSM2433475_r1	GSM2433475	GSM2433475	GSE92611	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2000	ILLUMINA	2443123340.0	12094670.0	3702	Arabidopsis thaliana	11	Illumina HiSeq 2000 sequencing; GSM2433475: 11; Arabidopsis thaliana; RNA-Seq	Induced one gene overexpression and check the transcriptional expression	Illumina HiSeq 2000 sequencing; GSM2433475: 11; Arabidopsis thaliana; RNA-Seq	11	368d2df8da237feecdcf386ce1323a17;0a8c3ec2c1c28c511c750f7ccaf460ac	1092416825;1093627736	ftp.sra.ebi.ac.uk/vol1/fastq/SRR512/006/SRR5121376/SRR5121376_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR512/006/SRR5121376/SRR5121376_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR512/006/SRR5121376/SRR5121376_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR512/006/SRR5121376/SRR5121376_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR512/006/SRR5121376/SRR5121376_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR512/006/SRR5121376/SRR5121376_2.fastq.gz
SAMN06166992	SRR5121377	SRX2436582	SAMN06166992	SRS1871565	PRJNA358157	SRP095390	PRJNA9506	SRA505630	GSM2433476_r1	GSM2433476	GSM2433476	GSE92611	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2000	ILLUMINA	2554277880.0	12644940.0	3702	Arabidopsis thaliana	12	Illumina HiSeq 2000 sequencing; GSM2433476: 12; Arabidopsis thaliana; RNA-Seq	Induced one gene overexpression and check the transcriptional expression	Illumina HiSeq 2000 sequencing; GSM2433476: 12; Arabidopsis thaliana; RNA-Seq	12	bc4f14af95d2fea0b7c09f9e68569d23;9cb27751157b82690e3224f15870f727	1132769087;1134955545	ftp.sra.ebi.ac.uk/vol1/fastq/SRR512/007/SRR5121377/SRR5121377_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR512/007/SRR5121377/SRR5121377_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR512/007/SRR5121377/SRR5121377_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR512/007/SRR5121377/SRR5121377_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR512/007/SRR5121377/SRR5121377_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR512/007/SRR5121377/SRR5121377_2.fastq.gz
SAMN06166991	SRR5121378	SRX2436583	SAMN06166991	SRS1871566	PRJNA358157	SRP095390	PRJNA9506	SRA505630	GSM2433477_r1	GSM2433477	GSM2433477	GSE92611	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2000	ILLUMINA	2778059540.0	13752770.0	3702	Arabidopsis thaliana	13	Illumina HiSeq 2000 sequencing; GSM2433477: 13; Arabidopsis thaliana; RNA-Seq	Induced one gene overexpression and check the transcriptional expression	Illumina HiSeq 2000 sequencing; GSM2433477: 13; Arabidopsis thaliana; RNA-Seq	13	9026ed958ed49ab53946adb1b1ed352d;ba4f4462d259c946e18a81252fd76015	1241989045;1245020483	ftp.sra.ebi.ac.uk/vol1/fastq/SRR512/008/SRR5121378/SRR5121378_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR512/008/SRR5121378/SRR5121378_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR512/008/SRR5121378/SRR5121378_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR512/008/SRR5121378/SRR5121378_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR512/008/SRR5121378/SRR5121378_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR512/008/SRR5121378/SRR5121378_2.fastq.gz
SAMN06166990	SRR5121379	SRX2436584	SAMN06166990	SRS1871567	PRJNA358157	SRP095390	PRJNA9506	SRA505630	GSM2433478_r1	GSM2433478	GSM2433478	GSE92611	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2000	ILLUMINA	2000505384.0	9903492.0	3702	Arabidopsis thaliana	17	Illumina HiSeq 2000 sequencing; GSM2433478: 17; Arabidopsis thaliana; RNA-Seq	Induced one gene overexpression and check the transcriptional expression	Illumina HiSeq 2000 sequencing; GSM2433478: 17; Arabidopsis thaliana; RNA-Seq	17	8bda1d9bb335a9db1c2fd01d67ac18ba;0f60cee91805809c533dffc54873389f	888008638;885103044	ftp.sra.ebi.ac.uk/vol1/fastq/SRR512/009/SRR5121379/SRR5121379_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR512/009/SRR5121379/SRR5121379_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR512/009/SRR5121379/SRR5121379_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR512/009/SRR5121379/SRR5121379_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR512/009/SRR5121379/SRR5121379_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR512/009/SRR5121379/SRR5121379_2.fastq.gz
SAMN06166989	SRR5121380	SRX2436585	SAMN06166989	SRS1871568	PRJNA358157	SRP095390	PRJNA9506	SRA505630	GSM2433479_r1	GSM2433479	GSM2433479	GSE92611	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2000	ILLUMINA	3703005420.0	18331710.0	3702	Arabidopsis thaliana	18	Illumina HiSeq 2000 sequencing; GSM2433479: 18; Arabidopsis thaliana; RNA-Seq	Induced one gene overexpression and check the transcriptional expression	Illumina HiSeq 2000 sequencing; GSM2433479: 18; Arabidopsis thaliana; RNA-Seq	18	e5839b82790bb7d0cda9a93f972e49f7;69346115e82416b33b92f43527df52bf	1639231297;1638317231	ftp.sra.ebi.ac.uk/vol1/fastq/SRR512/000/SRR5121380/SRR5121380_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR512/000/SRR5121380/SRR5121380_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR512/000/SRR5121380/SRR5121380_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR512/000/SRR5121380/SRR5121380_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR512/000/SRR5121380/SRR5121380_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR512/000/SRR5121380/SRR5121380_2.fastq.gz
SAMN06166988	SRR5121381	SRX2436586	SAMN06166988	SRS1871569	PRJNA358157	SRP095390	PRJNA9506	SRA505630	GSM2433480_r1	GSM2433480	GSM2433480	GSE92611	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2000	ILLUMINA	2274344260.0	11259130.0	3702	Arabidopsis thaliana	19	Illumina HiSeq 2000 sequencing; GSM2433480: 19; Arabidopsis thaliana; RNA-Seq	Induced one gene overexpression and check the transcriptional expression	Illumina HiSeq 2000 sequencing; GSM2433480: 19; Arabidopsis thaliana; RNA-Seq	19	6e705df38f392dee1969cbec4d23e168;c0adfdbcdf82d124ad72badf04acd23b	1011116205;1011949955	ftp.sra.ebi.ac.uk/vol1/fastq/SRR512/001/SRR5121381/SRR5121381_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR512/001/SRR5121381/SRR5121381_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR512/001/SRR5121381/SRR5121381_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR512/001/SRR5121381/SRR5121381_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR512/001/SRR5121381/SRR5121381_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR512/001/SRR5121381/SRR5121381_2.fastq.gz
SAMN06166987	SRR5121382	SRX2436587	SAMN06166987	SRS1871570	PRJNA358157	SRP095390	PRJNA9506	SRA505630	GSM2433481_r1	GSM2433481	GSM2433481	GSE92611	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2000	ILLUMINA	2537488448.0	12561824.0	3702	Arabidopsis thaliana	31	Illumina HiSeq 2000 sequencing; GSM2433481: 31; Arabidopsis thaliana; RNA-Seq	Induced one gene overexpression and check the transcriptional expression	Illumina HiSeq 2000 sequencing; GSM2433481: 31; Arabidopsis thaliana; RNA-Seq	31	96120f514c1d9447e2691690b3b33972;c4bf91e309a26b9cfed6ae5719e92f63	1127715891;1128719117	ftp.sra.ebi.ac.uk/vol1/fastq/SRR512/002/SRR5121382/SRR5121382_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR512/002/SRR5121382/SRR5121382_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR512/002/SRR5121382/SRR5121382_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR512/002/SRR5121382/SRR5121382_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR512/002/SRR5121382/SRR5121382_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR512/002/SRR5121382/SRR5121382_2.fastq.gz
SAMN06166986	SRR5121383	SRX2436588	SAMN06166986	SRS1871571	PRJNA358157	SRP095390	PRJNA9506	SRA505630	GSM2433482_r1	GSM2433482	GSM2433482	GSE92611	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2000	ILLUMINA	2440672070.0	12082535.0	3702	Arabidopsis thaliana	32	Illumina HiSeq 2000 sequencing; GSM2433482: 32; Arabidopsis thaliana; RNA-Seq	Induced one gene overexpression and check the transcriptional expression	Illumina HiSeq 2000 sequencing; GSM2433482: 32; Arabidopsis thaliana; RNA-Seq	32	9831481eea715db546e348cf1eddb629;5eca0daa6582e3f7839402fbeee53cdd	1087900868;1091932750	ftp.sra.ebi.ac.uk/vol1/fastq/SRR512/003/SRR5121383/SRR5121383_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR512/003/SRR5121383/SRR5121383_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR512/003/SRR5121383/SRR5121383_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR512/003/SRR5121383/SRR5121383_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR512/003/SRR5121383/SRR5121383_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR512/003/SRR5121383/SRR5121383_2.fastq.gz
SAMN06166985	SRR5121384	SRX2436589	SAMN06166985	SRS1871572	PRJNA358157	SRP095390	PRJNA9506	SRA505630	GSM2433483_r1	GSM2433483	GSM2433483	GSE92611	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2000	ILLUMINA	2614104624.0	12941112.0	3702	Arabidopsis thaliana	34	Illumina HiSeq 2000 sequencing; GSM2433483: 34; Arabidopsis thaliana; RNA-Seq	Induced one gene overexpression and check the transcriptional expression	Illumina HiSeq 2000 sequencing; GSM2433483: 34; Arabidopsis thaliana; RNA-Seq	34	f9351771682b037662ad016c435406c9;ff6cecb1066f5d192d2628bc274e4868	1168161157;1169125674	ftp.sra.ebi.ac.uk/vol1/fastq/SRR512/004/SRR5121384/SRR5121384_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR512/004/SRR5121384/SRR5121384_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR512/004/SRR5121384/SRR5121384_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR512/004/SRR5121384/SRR5121384_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR512/004/SRR5121384/SRR5121384_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR512/004/SRR5121384/SRR5121384_2.fastq.gz
SAMN06166984	SRR5121385	SRX2436590	SAMN06166984	SRS1871573	PRJNA358157	SRP095390	PRJNA9506	SRA505630	GSM2433484_r1	GSM2433484	GSM2433484	GSE92611	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2000	ILLUMINA	2393925432.0	11851116.0	3702	Arabidopsis thaliana	38	Illumina HiSeq 2000 sequencing; GSM2433484: 38; Arabidopsis thaliana; RNA-Seq	Induced one gene overexpression and check the transcriptional expression	Illumina HiSeq 2000 sequencing; GSM2433484: 38; Arabidopsis thaliana; RNA-Seq	38	736441e04b025869fdd12e38cd1531ef;cbd67c02862b9f032830813b5d3eb6b1	1067750602;1071715480	ftp.sra.ebi.ac.uk/vol1/fastq/SRR512/005/SRR5121385/SRR5121385_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR512/005/SRR5121385/SRR5121385_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR512/005/SRR5121385/SRR5121385_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR512/005/SRR5121385/SRR5121385_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR512/005/SRR5121385/SRR5121385_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR512/005/SRR5121385/SRR5121385_2.fastq.gz
