SAMN23708335	SRR17147641	SRX13331682	SAMN23708335	SRS11237629	PRJNA786631	SRP349493	PRJNA9506	SRA1339711	GSM5719760_r1	GSM5719760	GSM5719760	GSE190317	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina NovaSeq 6000	ILLUMINA	10675236430.0	35348465.0	3702	Arabidopsis thaliana	Col0 rep1 (RNAseq)	Illumina NovaSeq 6000 sequencing; GSM5719760: Col0 rep1 (RNAseq); Arabidopsis thaliana; RNA-Seq	Systematic histone H4 replacement in Arabidopsis thaliana reveals a role for H4R17 in regulating flowering time	Illumina NovaSeq 6000 sequencing; GSM5719760: Col0 rep1 (RNAseq); Arabidopsis thaliana; RNA-Seq	Col0 rep1 (RNAseq)	05dfd12eae0b6288b13d770f63dbf886;85b10165d4c729b005cc454cd5442dec	2050572486;2171938169	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/041/SRR17147641/SRR17147641_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/041/SRR17147641/SRR17147641_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/041/SRR17147641/SRR17147641_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/041/SRR17147641/SRR17147641_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR171/041/SRR17147641/SRR17147641_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR171/041/SRR17147641/SRR17147641_2.fastq.gz
SAMN23708336	SRR17147642	SRX13331683	SAMN23708336	SRS11237630	PRJNA786631	SRP349493	PRJNA9506	SRA1339711	GSM5719761_r1	GSM5719761	GSM5719761	GSE190317	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina NovaSeq 6000	ILLUMINA	11289416850.0	37382175.0	3702	Arabidopsis thaliana	Col0 rep2 (RNAseq)	Illumina NovaSeq 6000 sequencing; GSM5719761: Col0 rep2 (RNAseq); Arabidopsis thaliana; RNA-Seq	Systematic histone H4 replacement in Arabidopsis thaliana reveals a role for H4R17 in regulating flowering time	Illumina NovaSeq 6000 sequencing; GSM5719761: Col0 rep2 (RNAseq); Arabidopsis thaliana; RNA-Seq	Col0 rep2 (RNAseq)	ca9d41e88546cdbaa16aeba0ffa67b6a;a9002305cac3e5df90561a0a555b3f5b	2164967589;2319173280	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/042/SRR17147642/SRR17147642_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/042/SRR17147642/SRR17147642_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/042/SRR17147642/SRR17147642_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/042/SRR17147642/SRR17147642_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR171/042/SRR17147642/SRR17147642_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR171/042/SRR17147642/SRR17147642_2.fastq.gz
SAMN23708337	SRR17147643	SRX13331684	SAMN23708337	SRS11237632	PRJNA786631	SRP349493	PRJNA9506	SRA1339711	GSM5719762_r1	GSM5719762	GSM5719762	GSE190317	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina NovaSeq 6000	ILLUMINA	10699503036.0	35428818.0	3702	Arabidopsis thaliana	rH4-1 rep1 (RNAseq)	Illumina NovaSeq 6000 sequencing; GSM5719762: rH4-1 rep1 (RNAseq); Arabidopsis thaliana; RNA-Seq	Systematic histone H4 replacement in Arabidopsis thaliana reveals a role for H4R17 in regulating flowering time	Illumina NovaSeq 6000 sequencing; GSM5719762: rH4-1 rep1 (RNAseq); Arabidopsis thaliana; RNA-Seq	rH4-1 rep1 (RNAseq)	71f74186fdbfbc50b47a845387900f27;d43dc1db434d4648ae21df3e15a6309e	2062026250;2187406140	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/043/SRR17147643/SRR17147643_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/043/SRR17147643/SRR17147643_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/043/SRR17147643/SRR17147643_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/043/SRR17147643/SRR17147643_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR171/043/SRR17147643/SRR17147643_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR171/043/SRR17147643/SRR17147643_2.fastq.gz
SAMN23708338	SRR17147644	SRX13331685	SAMN23708338	SRS11237631	PRJNA786631	SRP349493	PRJNA9506	SRA1339711	GSM5719763_r1	GSM5719763	GSM5719763	GSE190317	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina NovaSeq 6000	ILLUMINA	10423457822.0	34514761.0	3702	Arabidopsis thaliana	rH4-1 rep2 (RNAseq)	Illumina NovaSeq 6000 sequencing; GSM5719763: rH4-1 rep2 (RNAseq); Arabidopsis thaliana; RNA-Seq	Systematic histone H4 replacement in Arabidopsis thaliana reveals a role for H4R17 in regulating flowering time	Illumina NovaSeq 6000 sequencing; GSM5719763: rH4-1 rep2 (RNAseq); Arabidopsis thaliana; RNA-Seq	rH4-1 rep2 (RNAseq)	bd5cb140d8df8c28c9f15f69fd6fb67c;1a8ea4005c32e982566c8189ea2273b2	1986369003;2084366837	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/044/SRR17147644/SRR17147644_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/044/SRR17147644/SRR17147644_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/044/SRR17147644/SRR17147644_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/044/SRR17147644/SRR17147644_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR171/044/SRR17147644/SRR17147644_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR171/044/SRR17147644/SRR17147644_2.fastq.gz
SAMN23708339	SRR17147645	SRX13331686	SAMN23708339	SRS11237633	PRJNA786631	SRP349493	PRJNA9506	SRA1339711	GSM5719764_r1	GSM5719764	GSM5719764	GSE190317	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina NovaSeq 6000	ILLUMINA	11725246338.0	38825319.0	3702	Arabidopsis thaliana	rH4-2 rep1 (RNAseq)	Illumina NovaSeq 6000 sequencing; GSM5719764: rH4-2 rep1 (RNAseq); Arabidopsis thaliana; RNA-Seq	Systematic histone H4 replacement in Arabidopsis thaliana reveals a role for H4R17 in regulating flowering time	Illumina NovaSeq 6000 sequencing; GSM5719764: rH4-2 rep1 (RNAseq); Arabidopsis thaliana; RNA-Seq	rH4-2 rep1 (RNAseq)	1f863c18a7bc809750910c1732fc0442;d6d02e96c73b116f0336e174e7e627e5	2251592995;2332835207	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/045/SRR17147645/SRR17147645_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/045/SRR17147645/SRR17147645_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/045/SRR17147645/SRR17147645_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/045/SRR17147645/SRR17147645_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR171/045/SRR17147645/SRR17147645_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR171/045/SRR17147645/SRR17147645_2.fastq.gz
SAMN23708340	SRR17147646	SRX13331687	SAMN23708340	SRS11237634	PRJNA786631	SRP349493	PRJNA9506	SRA1339711	GSM5719765_r1	GSM5719765	GSM5719765	GSE190317	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina NovaSeq 6000	ILLUMINA	13579801460.0	44966230.0	3702	Arabidopsis thaliana	rH4-2 rep2 (RNAseq)	Illumina NovaSeq 6000 sequencing; GSM5719765: rH4-2 rep2 (RNAseq); Arabidopsis thaliana; RNA-Seq	Systematic histone H4 replacement in Arabidopsis thaliana reveals a role for H4R17 in regulating flowering time	Illumina NovaSeq 6000 sequencing; GSM5719765: rH4-2 rep2 (RNAseq); Arabidopsis thaliana; RNA-Seq	rH4-2 rep2 (RNAseq)	f18a0852095881badeffdf24eee69f8a;4c1aeb1da1e0a3c61304cc95dd2e8cc1	2641186552;2696578623	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/046/SRR17147646/SRR17147646_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/046/SRR17147646/SRR17147646_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/046/SRR17147646/SRR17147646_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/046/SRR17147646/SRR17147646_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR171/046/SRR17147646/SRR17147646_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR171/046/SRR17147646/SRR17147646_2.fastq.gz
SAMN23708341	SRR17147647	SRX13331688	SAMN23708341	SRS11237635	PRJNA786631	SRP349493	PRJNA9506	SRA1339711	GSM5719766_r1	GSM5719766	GSM5719766	GSE190317	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina NovaSeq 6000	ILLUMINA	12257192460.0	40586730.0	3702	Arabidopsis thaliana	rH4R17A-2 rep1 (RNAseq)	Illumina NovaSeq 6000 sequencing; GSM5719766: rH4R17A-2 rep1 (RNAseq); Arabidopsis thaliana; RNA-Seq	Systematic histone H4 replacement in Arabidopsis thaliana reveals a role for H4R17 in regulating flowering time	Illumina NovaSeq 6000 sequencing; GSM5719766: rH4R17A-2 rep1 (RNAseq); Arabidopsis thaliana; RNA-Seq	rH4R17A-2 rep1 (RNAseq)	f3e284e9cc7f74ae4d81c4b76d5fd4e9;30985b3af437bede547e4a3b3c7eb0d8	2399702709;2561834845	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/047/SRR17147647/SRR17147647_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/047/SRR17147647/SRR17147647_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/047/SRR17147647/SRR17147647_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/047/SRR17147647/SRR17147647_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR171/047/SRR17147647/SRR17147647_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR171/047/SRR17147647/SRR17147647_2.fastq.gz
SAMN23708342	SRR17147648	SRX13331689	SAMN23708342	SRS11237636	PRJNA786631	SRP349493	PRJNA9506	SRA1339711	GSM5719767_r1	GSM5719767	GSM5719767	GSE190317	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina NovaSeq 6000	ILLUMINA	10101398076.0	33448338.0	3702	Arabidopsis thaliana	rH4R17A-2 rep2 (RNAseq)	Illumina NovaSeq 6000 sequencing; GSM5719767: rH4R17A-2 rep2 (RNAseq); Arabidopsis thaliana; RNA-Seq	Systematic histone H4 replacement in Arabidopsis thaliana reveals a role for H4R17 in regulating flowering time	Illumina NovaSeq 6000 sequencing; GSM5719767: rH4R17A-2 rep2 (RNAseq); Arabidopsis thaliana; RNA-Seq	rH4R17A-2 rep2 (RNAseq)	d3df697e42a7b6951adbb280f4728f29;b27bbafff8f75f93f72adc9541be8785	1931577975;2042538237	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/048/SRR17147648/SRR17147648_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/048/SRR17147648/SRR17147648_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/048/SRR17147648/SRR17147648_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/048/SRR17147648/SRR17147648_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR171/048/SRR17147648/SRR17147648_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR171/048/SRR17147648/SRR17147648_2.fastq.gz
SAMN23708343	SRR17147649	SRX13331690	SAMN23708343	SRS11237637	PRJNA786631	SRP349493	PRJNA9506	SRA1339711	GSM5719768_r1	GSM5719768	GSM5719768	GSE190317	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina NovaSeq 6000	ILLUMINA	9933709556.0	32893078.0	3702	Arabidopsis thaliana	chr11/17 rep1 (RNAseq)	Illumina NovaSeq 6000 sequencing; GSM5719768: chr11/17 rep1 (RNAseq); Arabidopsis thaliana; RNA-Seq	Systematic histone H4 replacement in Arabidopsis thaliana reveals a role for H4R17 in regulating flowering time	Illumina NovaSeq 6000 sequencing; GSM5719768: chr11/17 rep1 (RNAseq); Arabidopsis thaliana; RNA-Seq	chr11/17 rep1 (RNAseq)	ebca5e85005bb66ceb96742c3fae7cd4;c254b43220c07515088bdebbd71e415e	1843597580;1963514190	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/049/SRR17147649/SRR17147649_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/049/SRR17147649/SRR17147649_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/049/SRR17147649/SRR17147649_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/049/SRR17147649/SRR17147649_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR171/049/SRR17147649/SRR17147649_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR171/049/SRR17147649/SRR17147649_2.fastq.gz
SAMN23708344	SRR17147650	SRX13331691	SAMN23708344	SRS11237638	PRJNA786631	SRP349493	PRJNA9506	SRA1339711	GSM5719769_r1	GSM5719769	GSM5719769	GSE190317	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina NovaSeq 6000	ILLUMINA	10527660808.0	34859804.0	3702	Arabidopsis thaliana	chr11/17 rep2 (RNAseq)	Illumina NovaSeq 6000 sequencing; GSM5719769: chr11/17 rep2 (RNAseq); Arabidopsis thaliana; RNA-Seq	Systematic histone H4 replacement in Arabidopsis thaliana reveals a role for H4R17 in regulating flowering time	Illumina NovaSeq 6000 sequencing; GSM5719769: chr11/17 rep2 (RNAseq); Arabidopsis thaliana; RNA-Seq	chr11/17 rep2 (RNAseq)	05863ed6025d773af6979247e1f3e971;60accccd7204633fd42bfa048c519708	2038801424;2143602447	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/050/SRR17147650/SRR17147650_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/050/SRR17147650/SRR17147650_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/050/SRR17147650/SRR17147650_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/050/SRR17147650/SRR17147650_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR171/050/SRR17147650/SRR17147650_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR171/050/SRR17147650/SRR17147650_2.fastq.gz
