SAMN22155063	SRR16251379	SRX12530960	SAMN22155063	SRS10490011	PRJNA769614	SRP340565		SRA1308094	25_1.fq	WT Root +N Biological replicate 1	25	PRJNA769614	PAIRED	Oligo-dT	TRANSCRIPTOMIC	RNA-Seq	WT Root +N Biological replicate 1	BGISEQ-500	BGISEQ	2599887600.0	25998876.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|gengding@orcid on 2021-12-02; Arabidopsis thaliana	BGISEQ-500 sequencing; RNA-Seq of 11-day-old Arabidopsis leaf or root tissue	Transcriptomics analysis of the Arabidopsis autophagy-related (ATG) mutants upon nitrogen starvation	BGISEQ-500 sequencing; RNA-Seq of 11-day-old Arabidopsis leaf or root tissue	This sample has been submitted by pda|gengding@orcid on 2021-12-02; Arabidopsis thaliana	3b1d16fd223097cc773c2eda2fa78903	2100570844	ftp.sra.ebi.ac.uk/vol1/fastq/SRR162/079/SRR16251379/SRR16251379.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR162/079/SRR16251379/SRR16251379.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR162/079/SRR16251379/SRR16251379.fastq.gz
SAMN22155064	SRR16251378	SRX12530961	SAMN22155064	SRS10490009	PRJNA769614	SRP340565		SRA1308094	26_1.fq	WT Leaf +N Biological replicate 1	26	PRJNA769614	PAIRED	Oligo-dT	TRANSCRIPTOMIC	RNA-Seq	WT Leaf +N Biological replicate 1	BGISEQ-500	BGISEQ	3710519800.0	37105198.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|gengding@orcid on 2021-12-02; Arabidopsis thaliana	BGISEQ-500 sequencing; RNA-Seq of 11-day-old Arabidopsis leaf or root tissue	Transcriptomics analysis of the Arabidopsis autophagy-related (ATG) mutants upon nitrogen starvation	BGISEQ-500 sequencing; RNA-Seq of 11-day-old Arabidopsis leaf or root tissue	This sample has been submitted by pda|gengding@orcid on 2021-12-02; Arabidopsis thaliana	f57690026281ba27652e8d3eabdf3b03	2978749573	ftp.sra.ebi.ac.uk/vol1/fastq/SRR162/078/SRR16251378/SRR16251378.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR162/078/SRR16251378/SRR16251378.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR162/078/SRR16251378/SRR16251378.fastq.gz
SAMN22155065	SRR16251367	SRX12530972	SAMN22155065	SRS10490022	PRJNA769614	SRP340565		SRA1308094	27_1.fq	WT Root -N Biological replicate 1	27	PRJNA769614	PAIRED	Oligo-dT	TRANSCRIPTOMIC	RNA-Seq	WT Root -N Biological replicate 1	BGISEQ-500	BGISEQ	2237717000.0	22377170.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|gengding@orcid on 2021-12-02; Arabidopsis thaliana	BGISEQ-500 sequencing; RNA-Seq of 11-day-old Arabidopsis leaf or root tissue	Transcriptomics analysis of the Arabidopsis autophagy-related (ATG) mutants upon nitrogen starvation	BGISEQ-500 sequencing; RNA-Seq of 11-day-old Arabidopsis leaf or root tissue	This sample has been submitted by pda|gengding@orcid on 2021-12-02; Arabidopsis thaliana	af961df01510ffd7092950f8824b8421	1789988389	ftp.sra.ebi.ac.uk/vol1/fastq/SRR162/067/SRR16251367/SRR16251367.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR162/067/SRR16251367/SRR16251367.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR162/067/SRR16251367/SRR16251367.fastq.gz
SAMN22155066	SRR16251356	SRX12530983	SAMN22155066	SRS10490031	PRJNA769614	SRP340565		SRA1308094	28_1.fq	WT Leaf -N Biological replicate 1	28	PRJNA769614	PAIRED	Oligo-dT	TRANSCRIPTOMIC	RNA-Seq	WT Leaf -N Biological replicate 1	BGISEQ-500	BGISEQ	3661059600.0	36610596.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|gengding@orcid on 2021-12-02; Arabidopsis thaliana	BGISEQ-500 sequencing; RNA-Seq of 11-day-old Arabidopsis leaf or root tissue	Transcriptomics analysis of the Arabidopsis autophagy-related (ATG) mutants upon nitrogen starvation	BGISEQ-500 sequencing; RNA-Seq of 11-day-old Arabidopsis leaf or root tissue	This sample has been submitted by pda|gengding@orcid on 2021-12-02; Arabidopsis thaliana	d81eefdbbdce2faa6c87f8350b430506	2948276708	ftp.sra.ebi.ac.uk/vol1/fastq/SRR162/056/SRR16251356/SRR16251356.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR162/056/SRR16251356/SRR16251356.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR162/056/SRR16251356/SRR16251356.fastq.gz
SAMN22155067	SRR16251345	SRX12530994	SAMN22155067	SRS10490043	PRJNA769614	SRP340565		SRA1308094	29_1.fq	atg9-4 Root  +N Biological replicate 1	29	PRJNA769614	PAIRED	Oligo-dT	TRANSCRIPTOMIC	RNA-Seq	atg9-4 Root  +N Biological replicate 1	BGISEQ-500	BGISEQ	3644333400.0	36443334.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|gengding@orcid on 2021-12-02; Arabidopsis thaliana	BGISEQ-500 sequencing; RNA-Seq of 11-day-old Arabidopsis leaf or root tissue	Transcriptomics analysis of the Arabidopsis autophagy-related (ATG) mutants upon nitrogen starvation	BGISEQ-500 sequencing; RNA-Seq of 11-day-old Arabidopsis leaf or root tissue	This sample has been submitted by pda|gengding@orcid on 2021-12-02; Arabidopsis thaliana	d659bcba928cc9ec840cb32c5be97e3f	2932404027	ftp.sra.ebi.ac.uk/vol1/fastq/SRR162/045/SRR16251345/SRR16251345.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR162/045/SRR16251345/SRR16251345.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR162/045/SRR16251345/SRR16251345.fastq.gz
SAMN22155068	SRR16251343	SRX12530996	SAMN22155068	SRS10490046	PRJNA769614	SRP340565		SRA1308094	30_1.fq	atg9-4 Leaf +N Biological replicate 1	30	PRJNA769614	PAIRED	Oligo-dT	TRANSCRIPTOMIC	RNA-Seq	atg9-4 Leaf +N Biological replicate 1	BGISEQ-500	BGISEQ	3818297400.0	38182974.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|gengding@orcid on 2021-12-02; Arabidopsis thaliana	BGISEQ-500 sequencing; RNA-Seq of 11-day-old Arabidopsis leaf or root tissue	Transcriptomics analysis of the Arabidopsis autophagy-related (ATG) mutants upon nitrogen starvation	BGISEQ-500 sequencing; RNA-Seq of 11-day-old Arabidopsis leaf or root tissue	This sample has been submitted by pda|gengding@orcid on 2021-12-02; Arabidopsis thaliana	db1d410ddf038cde8a7dacd87d0fc8af	3068922742	ftp.sra.ebi.ac.uk/vol1/fastq/SRR162/043/SRR16251343/SRR16251343.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR162/043/SRR16251343/SRR16251343.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR162/043/SRR16251343/SRR16251343.fastq.gz
SAMN22155069	SRR16251342	SRX12530997	SAMN22155069	SRS10490045	PRJNA769614	SRP340565		SRA1308094	31_1.fq	atg9-4 Root -N Biological replicate 1	31	PRJNA769614	PAIRED	Oligo-dT	TRANSCRIPTOMIC	RNA-Seq	atg9-4 Root -N Biological replicate 1	BGISEQ-500	BGISEQ	3282456200.0	32824562.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|gengding@orcid on 2021-12-02; Arabidopsis thaliana	BGISEQ-500 sequencing; RNA-Seq of 11-day-old Arabidopsis leaf or root tissue	Transcriptomics analysis of the Arabidopsis autophagy-related (ATG) mutants upon nitrogen starvation	BGISEQ-500 sequencing; RNA-Seq of 11-day-old Arabidopsis leaf or root tissue	This sample has been submitted by pda|gengding@orcid on 2021-12-02; Arabidopsis thaliana	2d5ca0ebb98bcdea24850ea1094e88bd	2665707877	ftp.sra.ebi.ac.uk/vol1/fastq/SRR162/042/SRR16251342/SRR16251342.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR162/042/SRR16251342/SRR16251342.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR162/042/SRR16251342/SRR16251342.fastq.gz
SAMN22155070	SRR16251341	SRX12530998	SAMN22155070	SRS10490048	PRJNA769614	SRP340565		SRA1308094	32_1.fq	atg9-4 Leaf -N Biological replicate 1	32	PRJNA769614	PAIRED	Oligo-dT	TRANSCRIPTOMIC	RNA-Seq	atg9-4 Leaf -N Biological replicate 1	BGISEQ-500	BGISEQ	3384556400.0	33845564.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|gengding@orcid on 2021-12-02; Arabidopsis thaliana	BGISEQ-500 sequencing; RNA-Seq of 11-day-old Arabidopsis leaf or root tissue	Transcriptomics analysis of the Arabidopsis autophagy-related (ATG) mutants upon nitrogen starvation	BGISEQ-500 sequencing; RNA-Seq of 11-day-old Arabidopsis leaf or root tissue	This sample has been submitted by pda|gengding@orcid on 2021-12-02; Arabidopsis thaliana	1e6c3e999092f2adfe8ccd19a5b257f9	2744475329	ftp.sra.ebi.ac.uk/vol1/fastq/SRR162/041/SRR16251341/SRR16251341.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR162/041/SRR16251341/SRR16251341.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR162/041/SRR16251341/SRR16251341.fastq.gz
SAMN22155071	SRR16251340	SRX12530999	SAMN22155071	SRS10490047	PRJNA769614	SRP340565		SRA1308094	33_1.fq	atg7-2 Root +N Biological replicate 1	33	PRJNA769614	PAIRED	Oligo-dT	TRANSCRIPTOMIC	RNA-Seq	atg7-2 Root +N Biological replicate 1	BGISEQ-500	BGISEQ	2621305000.0	26213050.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|gengding@orcid on 2021-12-02; Arabidopsis thaliana	BGISEQ-500 sequencing; RNA-Seq of 11-day-old Arabidopsis leaf or root tissue	Transcriptomics analysis of the Arabidopsis autophagy-related (ATG) mutants upon nitrogen starvation	BGISEQ-500 sequencing; RNA-Seq of 11-day-old Arabidopsis leaf or root tissue	This sample has been submitted by pda|gengding@orcid on 2021-12-02; Arabidopsis thaliana	7b8306d37d5aa6713eecff9657a72c2c	2108199937	ftp.sra.ebi.ac.uk/vol1/fastq/SRR162/040/SRR16251340/SRR16251340.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR162/040/SRR16251340/SRR16251340.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR162/040/SRR16251340/SRR16251340.fastq.gz
SAMN22155072	SRR16251339	SRX12531000	SAMN22155072	SRS10490049	PRJNA769614	SRP340565		SRA1308094	34_1.fq	atg7-2 Leaf +N Biological replicate 1	34	PRJNA769614	PAIRED	Oligo-dT	TRANSCRIPTOMIC	RNA-Seq	atg7-2 Leaf +N Biological replicate 1	BGISEQ-500	BGISEQ	3589302000.0	35893020.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|gengding@orcid on 2021-12-02; Arabidopsis thaliana	BGISEQ-500 sequencing; RNA-Seq of 11-day-old Arabidopsis leaf or root tissue	Transcriptomics analysis of the Arabidopsis autophagy-related (ATG) mutants upon nitrogen starvation	BGISEQ-500 sequencing; RNA-Seq of 11-day-old Arabidopsis leaf or root tissue	This sample has been submitted by pda|gengding@orcid on 2021-12-02; Arabidopsis thaliana	06ebf05ebc0ae641d01c28c35382f76c	2882409583	ftp.sra.ebi.ac.uk/vol1/fastq/SRR162/039/SRR16251339/SRR16251339.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR162/039/SRR16251339/SRR16251339.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR162/039/SRR16251339/SRR16251339.fastq.gz
