SAMN18865664	SRR14330039	SRX10684836	SAMN18865664	SRS8777853	PRJNA724937	SRP316504	PRJNA9506	SRA1224156	RNA-Seq of Arabidopsis thaliana 3OH-APO11-2H-Rep1_AD005_L005_R1_001.fastq.gz	13	RNA-Seq of Arabidopsis thaliana 3OH-APO11-2H-Rep1	PRJNA724937	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	13	Illumina HiSeq 4000	ILLUMINA	5275141512.0	17467356.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|kunpengjia_0515@126.com on 2022-05-16; Arabidopsis thaliana	Illumina HiSeq 4000 sequencing; RNA-Seq of Arabidopsis thaliana: 3OH-APO11-2H-Rep1	Arabidopsis thaliana Transcriptome of different C15 apocarotenals treatments	Illumina HiSeq 4000 sequencing; RNA-Seq of Arabidopsis thaliana: 3OH-APO11-2H-Rep1	This sample has been submitted by pda|kunpengjia_0515@126.com on 2022-05-16; Arabidopsis thaliana	e97ff04a316ff50f29f4c993f1a0c25d;1d650f15e6733cd13e5bc5e79001a471	1267541041;1467307858	ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/039/SRR14330039/SRR14330039_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/039/SRR14330039/SRR14330039_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/039/SRR14330039/SRR14330039_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/039/SRR14330039/SRR14330039_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR143/039/SRR14330039/SRR14330039_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR143/039/SRR14330039/SRR14330039_2.fastq.gz
SAMN18865665	SRR14330038	SRX10684837	SAMN18865665	SRS8777854	PRJNA724937	SRP316504	PRJNA9506	SRA1224156	RNA-Seq of Arabidopsis thaliana 3OH-APO11-2H-Rep2_AD015_L005_R1_001.fastq.gz	14	RNA-Seq of Arabidopsis thaliana 3OH-APO11-2H-Rep2	PRJNA724937	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	14	Illumina HiSeq 4000	ILLUMINA	7215445910.0	23892205.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|kunpengjia_0515@126.com on 2022-05-16; Arabidopsis thaliana	Illumina HiSeq 4000 sequencing; RNA-Seq of Arabidopsis thaliana: 3OH-APO11-2H-Rep2	Arabidopsis thaliana Transcriptome of different C15 apocarotenals treatments	Illumina HiSeq 4000 sequencing; RNA-Seq of Arabidopsis thaliana: 3OH-APO11-2H-Rep2	This sample has been submitted by pda|kunpengjia_0515@126.com on 2022-05-16; Arabidopsis thaliana	9cf4f4856d1137697dcd8ce8a0a971f5;7cd594331ac6dcfd256ba732acc1200f	1727887040;1987963797	ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/038/SRR14330038/SRR14330038_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/038/SRR14330038/SRR14330038_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/038/SRR14330038/SRR14330038_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/038/SRR14330038/SRR14330038_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR143/038/SRR14330038/SRR14330038_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR143/038/SRR14330038/SRR14330038_2.fastq.gz
SAMN18865666	SRR14330037	SRX10684838	SAMN18865666	SRS8777855	PRJNA724937	SRP316504	PRJNA9506	SRA1224156	RNA-Seq of Arabidopsis thaliana 3OH-APO11-2H-Rep3_AD001_L006_R1_001.fastq.gz	15	RNA-Seq of Arabidopsis thaliana 3OH-APO11-2H-Rep3	PRJNA724937	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	15	Illumina HiSeq 4000	ILLUMINA	5505902732.0	18231466.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|kunpengjia_0515@126.com on 2022-05-16; Arabidopsis thaliana	Illumina HiSeq 4000 sequencing; RNA-Seq of Arabidopsis thaliana: 3OH-APO11-2H-Rep3	Arabidopsis thaliana Transcriptome of different C15 apocarotenals treatments	Illumina HiSeq 4000 sequencing; RNA-Seq of Arabidopsis thaliana: 3OH-APO11-2H-Rep3	This sample has been submitted by pda|kunpengjia_0515@126.com on 2022-05-16; Arabidopsis thaliana	e31be94c1c642481c201c8ed9a3a476a;d719433cf6d4ec8ee641146d40cf6c1c	1363010102;1562646513	ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/037/SRR14330037/SRR14330037_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/037/SRR14330037/SRR14330037_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/037/SRR14330037/SRR14330037_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/037/SRR14330037/SRR14330037_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR143/037/SRR14330037/SRR14330037_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR143/037/SRR14330037/SRR14330037_2.fastq.gz
SAMN18865679	SRR14330023	SRX10684852	SAMN18865679	SRS8777869	PRJNA724937	SRP316504	PRJNA9506	SRA1224156	RNA-Seq of Arabidopsis thaliana 3OH-APO11-6H-Rep1_AD010_L006_R1_001.fastq.gz	28	RNA-Seq of Arabidopsis thaliana 3OH-APO11-6H-Rep1	PRJNA724937	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	28	Illumina HiSeq 4000	ILLUMINA	7566058246.0	25053173.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|kunpengjia_0515@126.com on 2022-05-16; Arabidopsis thaliana	Illumina HiSeq 4000 sequencing; RNA-Seq of Arabidopsis thaliana: 3OH-APO11-6H-Rep1	Arabidopsis thaliana Transcriptome of different C15 apocarotenals treatments	Illumina HiSeq 4000 sequencing; RNA-Seq of Arabidopsis thaliana: 3OH-APO11-6H-Rep1	This sample has been submitted by pda|kunpengjia_0515@126.com on 2022-05-16; Arabidopsis thaliana	1a9951e64acdbeedb6c051414362661d;2ce6e0bc4354110de1ceaad8ef46b0d5	1791810100;2065324930	ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/023/SRR14330023/SRR14330023_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/023/SRR14330023/SRR14330023_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/023/SRR14330023/SRR14330023_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/023/SRR14330023/SRR14330023_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR143/023/SRR14330023/SRR14330023_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR143/023/SRR14330023/SRR14330023_2.fastq.gz
SAMN18865680	SRR14330022	SRX10684853	SAMN18865680	SRS8777870	PRJNA724937	SRP316504	PRJNA9506	SRA1224156	RNA-Seq of Arabidopsis thaliana 3OH-APO11-6H-Rep2_AD021_L006_R1_001.fastq.gz	29	RNA-Seq of Arabidopsis thaliana 3OH-APO11-6H-Rep2	PRJNA724937	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	29	Illumina HiSeq 4000	ILLUMINA	6571861562.0	21761131.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|kunpengjia_0515@126.com on 2022-05-16; Arabidopsis thaliana	Illumina HiSeq 4000 sequencing; RNA-Seq of Arabidopsis thaliana: 3OH-APO11-6H-Rep2	Arabidopsis thaliana Transcriptome of different C15 apocarotenals treatments	Illumina HiSeq 4000 sequencing; RNA-Seq of Arabidopsis thaliana: 3OH-APO11-6H-Rep2	This sample has been submitted by pda|kunpengjia_0515@126.com on 2022-05-16; Arabidopsis thaliana	f85501a633eac55a8461e287ade0e3c4;33af32595bd7c0cdcca103a42161e051	1558471130;1814760555	ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/022/SRR14330022/SRR14330022_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/022/SRR14330022/SRR14330022_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/022/SRR14330022/SRR14330022_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/022/SRR14330022/SRR14330022_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR143/022/SRR14330022/SRR14330022_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR143/022/SRR14330022/SRR14330022_2.fastq.gz
SAMN18865681	SRR14330021	SRX10684854	SAMN18865681	SRS8777871	PRJNA724937	SRP316504	PRJNA9506	SRA1224156	RNA-Seq of Arabidopsis thaliana 3OH-APO11-6H-Rep3_AD006_L005_R1_001.fastq.gz	30	RNA-Seq of Arabidopsis thaliana 3OH-APO11-6H-Rep3	PRJNA724937	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	30	Illumina HiSeq 4000	ILLUMINA	7381901968.0	24443384.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|kunpengjia_0515@126.com on 2022-05-16; Arabidopsis thaliana	Illumina HiSeq 4000 sequencing; RNA-Seq of Arabidopsis thaliana: 3OH-APO11-6H-Rep3	Arabidopsis thaliana Transcriptome of different C15 apocarotenals treatments	Illumina HiSeq 4000 sequencing; RNA-Seq of Arabidopsis thaliana: 3OH-APO11-6H-Rep3	This sample has been submitted by pda|kunpengjia_0515@126.com on 2022-05-16; Arabidopsis thaliana	3421a595ff9f7ce6953d91033d5849eb;b66f3ce73ba827ff8f7550db05235ce6	1791942774;2097498736	ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/021/SRR14330021/SRR14330021_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/021/SRR14330021/SRR14330021_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/021/SRR14330021/SRR14330021_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/021/SRR14330021/SRR14330021_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR143/021/SRR14330021/SRR14330021_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR143/021/SRR14330021/SRR14330021_2.fastq.gz
SAMN18865661	SRR14330041	SRX10684834	SAMN18865661	SRS8777851	PRJNA724937	SRP316504	PRJNA9506	SRA1224156	RNA-Seq of Arabidopsis thaliana 9Cis-APO11-2H-Rep1_AD004_L005_R1_001.fastq.gz	10	RNA-Seq of Arabidopsis thaliana 9Cis-APO11-2H-Rep1	PRJNA724937	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	10	Illumina HiSeq 4000	ILLUMINA	8227569012.0	27243606.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|kunpengjia_0515@126.com on 2022-05-16; Arabidopsis thaliana	Illumina HiSeq 4000 sequencing; RNA-Seq of Arabidopsis thaliana: 9Cis-APO11-2H-Rep1	Arabidopsis thaliana Transcriptome of different C15 apocarotenals treatments	Illumina HiSeq 4000 sequencing; RNA-Seq of Arabidopsis thaliana: 9Cis-APO11-2H-Rep1	This sample has been submitted by pda|kunpengjia_0515@126.com on 2022-05-16; Arabidopsis thaliana	74c56adc9e6540e56c2d010580305601;0dee0ab42e9643657b2668c25bd30910	1959475592;2254982289	ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/041/SRR14330041/SRR14330041_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/041/SRR14330041/SRR14330041_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/041/SRR14330041/SRR14330041_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/041/SRR14330041/SRR14330041_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR143/041/SRR14330041/SRR14330041_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR143/041/SRR14330041/SRR14330041_2.fastq.gz
SAMN18865662	SRR14330044	SRX10684831	SAMN18865662	SRS8777848	PRJNA724937	SRP316504	PRJNA9506	SRA1224156	RNA-Seq of Arabidopsis thaliana 9Cis-APO11-2H-Rep2_AD014_L005_R1_001.fastq.gz	11	RNA-Seq of Arabidopsis thaliana 9Cis-APO11-2H-Rep2	PRJNA724937	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	11	Illumina HiSeq 4000	ILLUMINA	5259408218.0	17415259.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|kunpengjia_0515@126.com on 2022-05-16; Arabidopsis thaliana	Illumina HiSeq 4000 sequencing; RNA-Seq of Arabidopsis thaliana: 9Cis-APO11-2H-Rep2	Arabidopsis thaliana Transcriptome of different C15 apocarotenals treatments	Illumina HiSeq 4000 sequencing; RNA-Seq of Arabidopsis thaliana: 9Cis-APO11-2H-Rep2	This sample has been submitted by pda|kunpengjia_0515@126.com on 2022-05-16; Arabidopsis thaliana	a55557135bcb30e575a8b03b77a357c8;77729b97b11aa6727ae7602183b06b4e	1255328166;1461246007	ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/044/SRR14330044/SRR14330044_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/044/SRR14330044/SRR14330044_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/044/SRR14330044/SRR14330044_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/044/SRR14330044/SRR14330044_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR143/044/SRR14330044/SRR14330044_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR143/044/SRR14330044/SRR14330044_2.fastq.gz
SAMN18865663	SRR14330040	SRX10684835	SAMN18865663	SRS8777852	PRJNA724937	SRP316504	PRJNA9506	SRA1224156	RNA-Seq of Arabidopsis thaliana 9Cis-APO11-2H-Rep3_AD027_L005_R1_001.fastq.gz	12	RNA-Seq of Arabidopsis thaliana 9Cis-APO11-2H-Rep3	PRJNA724937	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	12	Illumina HiSeq 4000	ILLUMINA	7419718408.0	24568604.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|kunpengjia_0515@126.com on 2022-05-16; Arabidopsis thaliana	Illumina HiSeq 4000 sequencing; RNA-Seq of Arabidopsis thaliana: 9Cis-APO11-2H-Rep3	Arabidopsis thaliana Transcriptome of different C15 apocarotenals treatments	Illumina HiSeq 4000 sequencing; RNA-Seq of Arabidopsis thaliana: 9Cis-APO11-2H-Rep3	This sample has been submitted by pda|kunpengjia_0515@126.com on 2022-05-16; Arabidopsis thaliana	6ec2a9d27679d2f3099b471cf8d160c5;7f38fd7aaf836b2f04b60e094b5bbfcd	1736597674;1990885083	ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/040/SRR14330040/SRR14330040_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/040/SRR14330040/SRR14330040_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/040/SRR14330040/SRR14330040_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/040/SRR14330040/SRR14330040_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR143/040/SRR14330040/SRR14330040_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR143/040/SRR14330040/SRR14330040_2.fastq.gz
SAMN18865676	SRR14330026	SRX10684849	SAMN18865676	SRS8777866	PRJNA724937	SRP316504	PRJNA9506	SRA1224156	RNA-Seq of Arabidopsis thaliana 9Cis-APO11-6H-Rep1_AD009_L006_R1_001.fastq.gz	25	RNA-Seq of Arabidopsis thaliana 9Cis-APO11-6H-Rep1	PRJNA724937	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	25	Illumina HiSeq 4000	ILLUMINA	6559536942.0	21720321.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|kunpengjia_0515@126.com on 2022-05-16; Arabidopsis thaliana	Illumina HiSeq 4000 sequencing; RNA-Seq of Arabidopsis thaliana: 9Cis-APO11-6H-Rep1	Arabidopsis thaliana Transcriptome of different C15 apocarotenals treatments	Illumina HiSeq 4000 sequencing; RNA-Seq of Arabidopsis thaliana: 9Cis-APO11-6H-Rep1	This sample has been submitted by pda|kunpengjia_0515@126.com on 2022-05-16; Arabidopsis thaliana	4e226b38d61efbf4ac6152e60ec862dd;75f0b737cbe05cbaabc65da2576ebbb5	1535466017;1782726472	ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/026/SRR14330026/SRR14330026_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/026/SRR14330026/SRR14330026_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/026/SRR14330026/SRR14330026_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR143/026/SRR14330026/SRR14330026_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR143/026/SRR14330026/SRR14330026_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR143/026/SRR14330026/SRR14330026_2.fastq.gz
