SAMN29636013	SRR21747410	SRX17742851	SAMN29636013	SRS13963792	PRJNA885223	SRP400143		SRA1509343	WT_Fe75_1_S1_R1_001.fastq.gz	WT_+Fe_1	1	PRJNA885223	SINGLE	other	TRANSCRIPTOMIC	RNA-Seq	WT_+Fe_1	Illumina HiSeq 2500	ILLUMINA	2157233190.0	42298690.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|mplatre@orcid on 2022-07-19; Arabidopsis thaliana	Illumina HiSeq 2500 sequencing; RNAseq A.thaliana	RNAseq reads	Illumina HiSeq 2500 sequencing; RNAseq A.thaliana	This sample has been submitted by pda|mplatre@orcid on 2022-07-19; Arabidopsis thaliana	1a76c95a2325802ef51bcae0fe5d8b3b	1133108007	ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/010/SRR21747410/SRR21747410.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/010/SRR21747410/SRR21747410.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR217/010/SRR21747410/SRR21747410.fastq.gz
SAMN29636022	SRR21747384	SRX17742877	SAMN29636022	SRS13963817	PRJNA885223	SRP400143		SRA1509343	srf3_Fe75_1_S10_R1_001.fastq.gz	srf3-3_+Fe_1	10	PRJNA885223	SINGLE	other	TRANSCRIPTOMIC	RNA-Seq	srf3-3_+Fe_1	Illumina HiSeq 2500	ILLUMINA	1728809832.0	33898232.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|mplatre@orcid on 2022-07-19; Arabidopsis thaliana	Illumina HiSeq 2500 sequencing; RNAseq A.thaliana	RNAseq reads	Illumina HiSeq 2500 sequencing; RNAseq A.thaliana	This sample has been submitted by pda|mplatre@orcid on 2022-07-19; Arabidopsis thaliana	3c6431472fbb6273a650dce1b5e1da1b	910134918	ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/084/SRR21747384/SRR21747384.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/084/SRR21747384/SRR21747384.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR217/084/SRR21747384/SRR21747384.fastq.gz
SAMN29636023	SRR21747408	SRX17742853	SAMN29636023	SRS13963794	PRJNA885223	SRP400143		SRA1509343	srf3_Fe75_2_S11_R1_001.fastq.gz	srf3-3_+Fe_2	11	PRJNA885223	SINGLE	other	TRANSCRIPTOMIC	RNA-Seq	srf3-3_+Fe_2	Illumina HiSeq 2500	ILLUMINA	1967567301.0	38579751.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|mplatre@orcid on 2022-07-19; Arabidopsis thaliana	Illumina HiSeq 2500 sequencing; RNAseq A.thaliana	RNAseq reads	Illumina HiSeq 2500 sequencing; RNAseq A.thaliana	This sample has been submitted by pda|mplatre@orcid on 2022-07-19; Arabidopsis thaliana	d67f02ec575be7283da0124c416d00b1	1029017967	ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/008/SRR21747408/SRR21747408.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/008/SRR21747408/SRR21747408.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR217/008/SRR21747408/SRR21747408.fastq.gz
SAMN29636024	SRR21747407	SRX17742854	SAMN29636024	SRS13963795	PRJNA885223	SRP400143		SRA1509343	srf3_Fe75_3_S12_R1_001.fastq.gz	srf3-3_+Fe_3	12	PRJNA885223	SINGLE	other	TRANSCRIPTOMIC	RNA-Seq	srf3-3_+Fe_3	Illumina HiSeq 2500	ILLUMINA	1560312717.0	30594367.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|mplatre@orcid on 2022-07-19; Arabidopsis thaliana	Illumina HiSeq 2500 sequencing; RNAseq A.thaliana	RNAseq reads	Illumina HiSeq 2500 sequencing; RNAseq A.thaliana	This sample has been submitted by pda|mplatre@orcid on 2022-07-19; Arabidopsis thaliana	a46ef8c9db444dc90b392930d80b1d68	820883309	ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/007/SRR21747407/SRR21747407.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/007/SRR21747407/SRR21747407.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR217/007/SRR21747407/SRR21747407.fastq.gz
SAMN29636025	SRR21747406	SRX17742855	SAMN29636025	SRS13963796	PRJNA885223	SRP400143		SRA1509343	srf3_Fe0_1_S13_R1_001.fastq.gz	srf3-3_-Fe_1	13	PRJNA885223	SINGLE	other	TRANSCRIPTOMIC	RNA-Seq	srf3-3_-Fe_1	Illumina HiSeq 2500	ILLUMINA	1693418739.0	33204289.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|mplatre@orcid on 2022-07-19; Arabidopsis thaliana	Illumina HiSeq 2500 sequencing; RNAseq A.thaliana	RNAseq reads	Illumina HiSeq 2500 sequencing; RNAseq A.thaliana	This sample has been submitted by pda|mplatre@orcid on 2022-07-19; Arabidopsis thaliana	df3c1f56b1f6382d5d23b0b50271878a	886542472	ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/006/SRR21747406/SRR21747406.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/006/SRR21747406/SRR21747406.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR217/006/SRR21747406/SRR21747406.fastq.gz
SAMN29636026	SRR21747405	SRX17742856	SAMN29636026	SRS13963797	PRJNA885223	SRP400143		SRA1509343	srf3_Fe0_2_S14_R1_001.fastq.gz	srf3-3_-Fe_2	14	PRJNA885223	SINGLE	other	TRANSCRIPTOMIC	RNA-Seq	srf3-3_-Fe_2	Illumina HiSeq 2500	ILLUMINA	1839524712.0	36069112.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|mplatre@orcid on 2022-07-19; Arabidopsis thaliana	Illumina HiSeq 2500 sequencing; RNAseq A.thaliana	RNAseq reads	Illumina HiSeq 2500 sequencing; RNAseq A.thaliana	This sample has been submitted by pda|mplatre@orcid on 2022-07-19; Arabidopsis thaliana	b2c0e176914a34562a4ee60e3463552c	963829034	ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/005/SRR21747405/SRR21747405.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/005/SRR21747405/SRR21747405.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR217/005/SRR21747405/SRR21747405.fastq.gz
SAMN29636027	SRR21747404	SRX17742857	SAMN29636027	SRS13963798	PRJNA885223	SRP400143		SRA1509343	srf3_Fe0_3_S15_R1_001.fastq.gz	srf3-3_-Fe_3	15	PRJNA885223	SINGLE	other	TRANSCRIPTOMIC	RNA-Seq	srf3-3_-Fe_3	Illumina HiSeq 2500	ILLUMINA	1824124344.0	35767144.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|mplatre@orcid on 2022-07-19; Arabidopsis thaliana	Illumina HiSeq 2500 sequencing; RNAseq A.thaliana	RNAseq reads	Illumina HiSeq 2500 sequencing; RNAseq A.thaliana	This sample has been submitted by pda|mplatre@orcid on 2022-07-19; Arabidopsis thaliana	0fa5ee180718eec3cd67626d135ff4ba	953814793	ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/004/SRR21747404/SRR21747404.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/004/SRR21747404/SRR21747404.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR217/004/SRR21747404/SRR21747404.fastq.gz
SAMN29636028	SRR21747403	SRX17742858	SAMN29636028	SRS13963799	PRJNA885223	SRP400143		SRA1509343	srf3_22_1_S16_R1_001.fastq.gz	srf3-3_flg22_1	16	PRJNA885223	SINGLE	other	TRANSCRIPTOMIC	RNA-Seq	srf3-3_flg22_1	Illumina HiSeq 2500	ILLUMINA	1553634726.0	30463426.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|mplatre@orcid on 2022-07-19; Arabidopsis thaliana	Illumina HiSeq 2500 sequencing; RNAseq A.thaliana	RNAseq reads	Illumina HiSeq 2500 sequencing; RNAseq A.thaliana	This sample has been submitted by pda|mplatre@orcid on 2022-07-19; Arabidopsis thaliana	996e69ba060ec2f36dd5760cc1b6075a	817459470	ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/003/SRR21747403/SRR21747403.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/003/SRR21747403/SRR21747403.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR217/003/SRR21747403/SRR21747403.fastq.gz
SAMN29636029	SRR21747402	SRX17742859	SAMN29636029	SRS13963800	PRJNA885223	SRP400143		SRA1509343	srf3_22_2_S17_R1_001.fastq.gz	srf3-3_flg22_2	17	PRJNA885223	SINGLE	other	TRANSCRIPTOMIC	RNA-Seq	srf3-3_flg22_2	Illumina HiSeq 2500	ILLUMINA	2000571543.0	39226893.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|mplatre@orcid on 2022-07-19; Arabidopsis thaliana	Illumina HiSeq 2500 sequencing; RNAseq A.thaliana	RNAseq reads	Illumina HiSeq 2500 sequencing; RNAseq A.thaliana	This sample has been submitted by pda|mplatre@orcid on 2022-07-19; Arabidopsis thaliana	475021bbcdd74c298733934e18bc86f5	1047268074	ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/002/SRR21747402/SRR21747402.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/002/SRR21747402/SRR21747402.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR217/002/SRR21747402/SRR21747402.fastq.gz
SAMN29636030	SRR21747401	SRX17742860	SAMN29636030	SRS13963801	PRJNA885223	SRP400143		SRA1509343	srf3_22_3_S18_R1_001.fastq.gz	srf3-3_flg22_3	18	PRJNA885223	SINGLE	other	TRANSCRIPTOMIC	RNA-Seq	srf3-3_flg22_3	Illumina HiSeq 2500	ILLUMINA	1884733050.0	36955550.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|mplatre@orcid on 2022-07-19; Arabidopsis thaliana	Illumina HiSeq 2500 sequencing; RNAseq A.thaliana	RNAseq reads	Illumina HiSeq 2500 sequencing; RNAseq A.thaliana	This sample has been submitted by pda|mplatre@orcid on 2022-07-19; Arabidopsis thaliana	f334f21fcb246c5faa03d851f9ca8217	987216544	ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/001/SRR21747401/SRR21747401.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/001/SRR21747401/SRR21747401.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR217/001/SRR21747401/SRR21747401.fastq.gz
