SAMN31156310	SRR21811125	SRX17800577	SAMN31156310	SRS15326035	PRJNA887206	SRP401046		SRA1513764	2_1.fastq.gz	RipL1-M.1	RipL1-M.1	PRJNA887206	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	RipL1-M.1	Illumina HiSeq 1000	ILLUMINA	6735424572.0	33343686.0	3702	Arabidopsis thaliana	2	Illumina HiSeq 1000 sequencing; RNA seq of Arabidopsis thaliana leaf	Expression of bacterial effector in Arabidopsis	Illumina HiSeq 1000 sequencing; RNA seq of Arabidopsis thaliana leaf	2	4a2ea61e982ec1dbe58127301f37428a;b35405e82850d19134240fe8230cf7e4	1499798531;1547053093	ftp.sra.ebi.ac.uk/vol1/fastq/SRR218/025/SRR21811125/SRR21811125_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR218/025/SRR21811125/SRR21811125_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR218/025/SRR21811125/SRR21811125_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR218/025/SRR21811125/SRR21811125_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR218/025/SRR21811125/SRR21811125_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR218/025/SRR21811125/SRR21811125_2.fastq.gz
SAMN31156311	SRR21811124	SRX17800578	SAMN31156311	SRS15326036	PRJNA887206	SRP401046		SRA1513764	10_1.fastq.gz	RipL1-M.2	RipL1-M.2	PRJNA887206	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	RipL1-M.2	Illumina HiSeq 1000	ILLUMINA	5978176466.0	29594933.0	3702	Arabidopsis thaliana	10	Illumina HiSeq 1000 sequencing; RNA seq of Arabidopsis thaliana leaf	Expression of bacterial effector in Arabidopsis	Illumina HiSeq 1000 sequencing; RNA seq of Arabidopsis thaliana leaf	10	ae77f38f4cecf29dfa05a198a98b2464;efe714001e9e8534d0574df666a9ac49	1332147314;1355538049	ftp.sra.ebi.ac.uk/vol1/fastq/SRR218/024/SRR21811124/SRR21811124_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR218/024/SRR21811124/SRR21811124_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR218/024/SRR21811124/SRR21811124_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR218/024/SRR21811124/SRR21811124_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR218/024/SRR21811124/SRR21811124_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR218/024/SRR21811124/SRR21811124_2.fastq.gz
SAMN31156312	SRR21811123	SRX17800579	SAMN31156312	SRS15326037	PRJNA887206	SRP401046		SRA1513764	18_1.fastq.gz	RipL1-M.3	RipL1-M.3	PRJNA887206	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	RipL1-M.3	Illumina HiSeq 1000	ILLUMINA	6606528170.0	32705585.0	3702	Arabidopsis thaliana	18	Illumina HiSeq 1000 sequencing; RNA seq of Arabidopsis thaliana leaf	Expression of bacterial effector in Arabidopsis	Illumina HiSeq 1000 sequencing; RNA seq of Arabidopsis thaliana leaf	18	ffb82dcf293693f8f7bf434caa8d16a5;2363e279599ffbc3b074f58ceb5b822c	1486457234;1510435362	ftp.sra.ebi.ac.uk/vol1/fastq/SRR218/023/SRR21811123/SRR21811123_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR218/023/SRR21811123/SRR21811123_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR218/023/SRR21811123/SRR21811123_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR218/023/SRR21811123/SRR21811123_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR218/023/SRR21811123/SRR21811123_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR218/023/SRR21811123/SRR21811123_2.fastq.gz
SAMN31156319	SRR21811132	SRX17800570	SAMN31156319	SRS15326028	PRJNA887206	SRP401046		SRA1513764	6_1.fastq.gz	RipL1-Pto.1	RipL1-Pto.1	PRJNA887206	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	RipL1-Pto.1	Illumina HiSeq 1000	ILLUMINA	5598407780.0	27714890.0	3702	Arabidopsis thaliana	6	Illumina HiSeq 1000 sequencing; RNA seq of Arabidopsis thaliana leaf	Expression of bacterial effector in Arabidopsis	Illumina HiSeq 1000 sequencing; RNA seq of Arabidopsis thaliana leaf	6	ab35098b630f58e4928256d341e0d2f9;dc9c8a641be538b61f1abe542ddb803f	1291207632;1315386800	ftp.sra.ebi.ac.uk/vol1/fastq/SRR218/032/SRR21811132/SRR21811132_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR218/032/SRR21811132/SRR21811132_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR218/032/SRR21811132/SRR21811132_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR218/032/SRR21811132/SRR21811132_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR218/032/SRR21811132/SRR21811132_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR218/032/SRR21811132/SRR21811132_2.fastq.gz
SAMN31156320	SRR21811131	SRX17800571	SAMN31156320	SRS15326029	PRJNA887206	SRP401046		SRA1513764	14_1.fastq.gz	RipL1-Pto.2	RipL1-Pto.2	PRJNA887206	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	RipL1-Pto.2	Illumina HiSeq 1000	ILLUMINA	5885516440.0	29136220.0	3702	Arabidopsis thaliana	14	Illumina HiSeq 1000 sequencing; RNA seq of Arabidopsis thaliana leaf	Expression of bacterial effector in Arabidopsis	Illumina HiSeq 1000 sequencing; RNA seq of Arabidopsis thaliana leaf	14	ed998018802bb7baf4e95c09ccbdd08e;8ad0291ddc408661c329cc2c294da3d6	1347051383;1376604242	ftp.sra.ebi.ac.uk/vol1/fastq/SRR218/031/SRR21811131/SRR21811131_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR218/031/SRR21811131/SRR21811131_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR218/031/SRR21811131/SRR21811131_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR218/031/SRR21811131/SRR21811131_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR218/031/SRR21811131/SRR21811131_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR218/031/SRR21811131/SRR21811131_2.fastq.gz
SAMN31156321	SRR21811130	SRX17800572	SAMN31156321	SRS15326030	PRJNA887206	SRP401046		SRA1513764	22_1.fastq.gz	RipL1-Pto.3	RipL1-Pto.3	PRJNA887206	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	RipL1-Pto.3	Illumina HiSeq 1000	ILLUMINA	5212453854.0	25804227.0	3702	Arabidopsis thaliana	22	Illumina HiSeq 1000 sequencing; RNA seq of Arabidopsis thaliana leaf	Expression of bacterial effector in Arabidopsis	Illumina HiSeq 1000 sequencing; RNA seq of Arabidopsis thaliana leaf	22	3be919aafb76b8d67aeaa4919388cefe;5810dcd6eb3605f35bbaf76f831b5d1d	1186356890;1219653387	ftp.sra.ebi.ac.uk/vol1/fastq/SRR218/030/SRR21811130/SRR21811130_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR218/030/SRR21811130/SRR21811130_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR218/030/SRR21811130/SRR21811130_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR218/030/SRR21811130/SRR21811130_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR218/030/SRR21811130/SRR21811130_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR218/030/SRR21811130/SRR21811130_2.fastq.gz
SAMN31156313	SRR21811122	SRX17800580	SAMN31156313	SRS15326038	PRJNA887206	SRP401046		SRA1513764	3_1.fastq.gz	RipL2-M.1	RipL2-M.1	PRJNA887206	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	RipL2-M.1	Illumina HiSeq 1000	ILLUMINA	6244038362.0	30911081.0	3702	Arabidopsis thaliana	3	Illumina HiSeq 1000 sequencing; RNA seq of Arabidopsis thaliana leaf	Expression of bacterial effector in Arabidopsis	Illumina HiSeq 1000 sequencing; RNA seq of Arabidopsis thaliana leaf	3	b7757056e4ffe8306fbee981263e46a8;ecdf0cf6458359f04209d01b0cadab0e	1397169187;1420007417	ftp.sra.ebi.ac.uk/vol1/fastq/SRR218/022/SRR21811122/SRR21811122_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR218/022/SRR21811122/SRR21811122_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR218/022/SRR21811122/SRR21811122_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR218/022/SRR21811122/SRR21811122_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR218/022/SRR21811122/SRR21811122_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR218/022/SRR21811122/SRR21811122_2.fastq.gz
SAMN31156314	SRR21811121	SRX17800581	SAMN31156314	SRS15326039	PRJNA887206	SRP401046		SRA1513764	11_1.fastq.gz	RipL2-M.2	RipL2-M.2	PRJNA887206	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	RipL2-M.2	Illumina HiSeq 1000	ILLUMINA	5273827514.0	26108057.0	3702	Arabidopsis thaliana	11	Illumina HiSeq 1000 sequencing; RNA seq of Arabidopsis thaliana leaf	Expression of bacterial effector in Arabidopsis	Illumina HiSeq 1000 sequencing; RNA seq of Arabidopsis thaliana leaf	11	821af99fbf5ba1e60c996b77c96bccce;37d490011a0986518e7deb23e61a893d	1169290890;1201071563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR218/021/SRR21811121/SRR21811121_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR218/021/SRR21811121/SRR21811121_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR218/021/SRR21811121/SRR21811121_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR218/021/SRR21811121/SRR21811121_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR218/021/SRR21811121/SRR21811121_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR218/021/SRR21811121/SRR21811121_2.fastq.gz
SAMN31156315	SRR21811120	SRX17800582	SAMN31156315	SRS15326040	PRJNA887206	SRP401046		SRA1513764	19_1.fastq.gz	RipL2-M.3	RipL2-M.3	PRJNA887206	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	RipL2-M.3	Illumina HiSeq 1000	ILLUMINA	7069462276.0	34997338.0	3702	Arabidopsis thaliana	19	Illumina HiSeq 1000 sequencing; RNA seq of Arabidopsis thaliana leaf	Expression of bacterial effector in Arabidopsis	Illumina HiSeq 1000 sequencing; RNA seq of Arabidopsis thaliana leaf	19	f6f831a8ae2dd8dcbfc114978712dfea;3c2e53cf8edee930e55556a36176bdef	1591265255;1612887048	ftp.sra.ebi.ac.uk/vol1/fastq/SRR218/020/SRR21811120/SRR21811120_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR218/020/SRR21811120/SRR21811120_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR218/020/SRR21811120/SRR21811120_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR218/020/SRR21811120/SRR21811120_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR218/020/SRR21811120/SRR21811120_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR218/020/SRR21811120/SRR21811120_2.fastq.gz
SAMN31156322	SRR21811129	SRX17800573	SAMN31156322	SRS15326031	PRJNA887206	SRP401046		SRA1513764	7_1.fastq.gz	RipL2-Pto.1	RipL2-Pto.1	PRJNA887206	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	RipL2-Pto.1	Illumina HiSeq 1000	ILLUMINA	5678545624.0	28111612.0	3702	Arabidopsis thaliana	7	Illumina HiSeq 1000 sequencing; RNA seq of Arabidopsis thaliana leaf	Expression of bacterial effector in Arabidopsis	Illumina HiSeq 1000 sequencing; RNA seq of Arabidopsis thaliana leaf	7	3e4aab2402062db7caf099923214c2d6;fad9942044e02b9e23f4bd873f9c8573	1293468025;1313531834	ftp.sra.ebi.ac.uk/vol1/fastq/SRR218/029/SRR21811129/SRR21811129_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR218/029/SRR21811129/SRR21811129_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR218/029/SRR21811129/SRR21811129_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR218/029/SRR21811129/SRR21811129_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR218/029/SRR21811129/SRR21811129_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR218/029/SRR21811129/SRR21811129_2.fastq.gz
