SAMN20691802	SRR15400426	SRX11702625	SAMN20691802	SRS9734145	PRJNA753225	SRP331786		SRA1275036	WT-1_FRAS202411497-1r_1.clean.fq.gz	WT-1	1	PRJNA753225	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	WT-1	Illumina HiSeq 2500	ILLUMINA	5950444800.0	19834816.0	3702	Arabidopsis thaliana	Wild type	Illumina HiSeq 2500 sequencing; WT-1	Next Generation Sequencing Analysis of NRPC2, NRPC3, NRPC8, NRPABC1 and NRPABC2 Transcriptomes in 10DAF(days after flowering) seed	Illumina HiSeq 2500 sequencing; WT-1	Wild type	16c2514f96c5f4f1405ed0cafb8ce37d;b285b2863f50b0dd665f71cfaa69f5df	1234938247;1266573238	ftp.sra.ebi.ac.uk/vol1/fastq/SRR154/026/SRR15400426/SRR15400426_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR154/026/SRR15400426/SRR15400426_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR154/026/SRR15400426/SRR15400426_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR154/026/SRR15400426/SRR15400426_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR154/026/SRR15400426/SRR15400426_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR154/026/SRR15400426/SRR15400426_2.fastq.gz
SAMN20691811	SRR15400409	SRX11702642	SAMN20691811	SRS9734161	PRJNA753225	SRP331786		SRA1275036	C8-1_FRAS202411506-1r_1.clean.fq.gz	nrpc8-1	10	PRJNA753225	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	nrpc8-1	Illumina HiSeq 2500	ILLUMINA	7148124000.0	23827080.0	3702	Arabidopsis thaliana	NRPC8	Illumina HiSeq 2500 sequencing; nrpc8-1	Next Generation Sequencing Analysis of NRPC2, NRPC3, NRPC8, NRPABC1 and NRPABC2 Transcriptomes in 10DAF(days after flowering) seed	Illumina HiSeq 2500 sequencing; nrpc8-1	NRPC8	2d81b08055994067ee8ca20fd4ee5ba4;df1beff10f94a4f5b3afcfb6d82fd241	1547781915;1588641979	ftp.sra.ebi.ac.uk/vol1/fastq/SRR154/009/SRR15400409/SRR15400409_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR154/009/SRR15400409/SRR15400409_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR154/009/SRR15400409/SRR15400409_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR154/009/SRR15400409/SRR15400409_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR154/009/SRR15400409/SRR15400409_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR154/009/SRR15400409/SRR15400409_2.fastq.gz
SAMN20691812	SRR15400424	SRX11702627	SAMN20691812	SRS9734144	PRJNA753225	SRP331786		SRA1275036	C8-2_FRAS202417166-1r_1.clean.fq.gz	nrpc8-2	11	PRJNA753225	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	nrpc8-2	Illumina HiSeq 2500	ILLUMINA	6977322900.0	23257743.0	3702	Arabidopsis thaliana	NRPC8	Illumina HiSeq 2500 sequencing; nrpc8-2	Next Generation Sequencing Analysis of NRPC2, NRPC3, NRPC8, NRPABC1 and NRPABC2 Transcriptomes in 10DAF(days after flowering) seed	Illumina HiSeq 2500 sequencing; nrpc8-2	NRPC8	3fcf89a910651844ce6254222253d082;534a0b6e1d9c762af2d9cfcaa0c8c665	1500889488;1554668098	ftp.sra.ebi.ac.uk/vol1/fastq/SRR154/024/SRR15400424/SRR15400424_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR154/024/SRR15400424/SRR15400424_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR154/024/SRR15400424/SRR15400424_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR154/024/SRR15400424/SRR15400424_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR154/024/SRR15400424/SRR15400424_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR154/024/SRR15400424/SRR15400424_2.fastq.gz
SAMN20691813	SRR15400423	SRX11702628	SAMN20691813	SRS9734146	PRJNA753225	SRP331786		SRA1275036	C8-3_FRAS202417167-1r_1.clean.fq.gz	nrpc8-3	12	PRJNA753225	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	nrpc8-3	Illumina HiSeq 2500	ILLUMINA	5864890800.0	19549636.0	3702	Arabidopsis thaliana	NRPC8	Illumina HiSeq 2500 sequencing; nrpc8-3	Next Generation Sequencing Analysis of NRPC2, NRPC3, NRPC8, NRPABC1 and NRPABC2 Transcriptomes in 10DAF(days after flowering) seed	Illumina HiSeq 2500 sequencing; nrpc8-3	NRPC8	c79c842812e821196e7485b293922d21;62be10a96264a3e1b621796e8e5cda7f	1262897045;1283977917	ftp.sra.ebi.ac.uk/vol1/fastq/SRR154/023/SRR15400423/SRR15400423_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR154/023/SRR15400423/SRR15400423_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR154/023/SRR15400423/SRR15400423_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR154/023/SRR15400423/SRR15400423_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR154/023/SRR15400423/SRR15400423_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR154/023/SRR15400423/SRR15400423_2.fastq.gz
SAMN20691814	SRR15400422	SRX11702629	SAMN20691814	SRS9734147	PRJNA753225	SRP331786		SRA1275036	abc1-1_FRAS202411509-1r_1.clean.fq.gz	nrpabc1-1	13	PRJNA753225	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	nrpabc1-1	Illumina HiSeq 2500	ILLUMINA	7721487900.0	25738293.0	3702	Arabidopsis thaliana	NRPABC1	Illumina HiSeq 2500 sequencing; nrpabc1-1	Next Generation Sequencing Analysis of NRPC2, NRPC3, NRPC8, NRPABC1 and NRPABC2 Transcriptomes in 10DAF(days after flowering) seed	Illumina HiSeq 2500 sequencing; nrpabc1-1	NRPABC1	b2392ed4c248e8d9b75ee15b3a638528;1e3613f6457033284513839a89173dfd	1605577276;1624562889	ftp.sra.ebi.ac.uk/vol1/fastq/SRR154/022/SRR15400422/SRR15400422_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR154/022/SRR15400422/SRR15400422_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR154/022/SRR15400422/SRR15400422_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR154/022/SRR15400422/SRR15400422_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR154/022/SRR15400422/SRR15400422_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR154/022/SRR15400422/SRR15400422_2.fastq.gz
SAMN20691815	SRR15400421	SRX11702630	SAMN20691815	SRS9734148	PRJNA753225	SRP331786		SRA1275036	abc1-2_FRAS202411510-1r_1.clean.fq.gz	nrpabc1-2	14	PRJNA753225	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	nrpabc1-2	Illumina HiSeq 2500	ILLUMINA	7274997600.0	24249992.0	3702	Arabidopsis thaliana	NRPABC1	Illumina HiSeq 2500 sequencing; nrpabc1-2	Next Generation Sequencing Analysis of NRPC2, NRPC3, NRPC8, NRPABC1 and NRPABC2 Transcriptomes in 10DAF(days after flowering) seed	Illumina HiSeq 2500 sequencing; nrpabc1-2	NRPABC1	465e64495cd1c17b3dad79c7f5075f66;15f8ae21dad0a25902531c5d4eaa794b	1510425752;1549186488	ftp.sra.ebi.ac.uk/vol1/fastq/SRR154/021/SRR15400421/SRR15400421_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR154/021/SRR15400421/SRR15400421_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR154/021/SRR15400421/SRR15400421_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR154/021/SRR15400421/SRR15400421_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR154/021/SRR15400421/SRR15400421_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR154/021/SRR15400421/SRR15400421_2.fastq.gz
SAMN20691816	SRR15400420	SRX11702631	SAMN20691816	SRS9734149	PRJNA753225	SRP331786		SRA1275036	abc1-3_FRAS202411511-1r_1.clean.fq.gz	nrpabc1-3	15	PRJNA753225	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	nrpabc1-3	Illumina HiSeq 2500	ILLUMINA	6638476500.0	22128255.0	3702	Arabidopsis thaliana	NRPABC1	Illumina HiSeq 2500 sequencing; nrpabc1-3	Next Generation Sequencing Analysis of NRPC2, NRPC3, NRPC8, NRPABC1 and NRPABC2 Transcriptomes in 10DAF(days after flowering) seed	Illumina HiSeq 2500 sequencing; nrpabc1-3	NRPABC1	ece5f23b0322f9e88a15462fc9dda80f;0eacb768cb9a469d6bdea02bfa4400bc	1371082260;1420287037	ftp.sra.ebi.ac.uk/vol1/fastq/SRR154/020/SRR15400420/SRR15400420_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR154/020/SRR15400420/SRR15400420_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR154/020/SRR15400420/SRR15400420_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR154/020/SRR15400420/SRR15400420_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR154/020/SRR15400420/SRR15400420_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR154/020/SRR15400420/SRR15400420_2.fastq.gz
SAMN20691817	SRR15400419	SRX11702632	SAMN20691817	SRS9734152	PRJNA753225	SRP331786		SRA1275036	abc2-1_FRAS202411512-1r_1.clean.fq.gz	nrpabc2-1	16	PRJNA753225	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	nrpabc2-1	Illumina HiSeq 2500	ILLUMINA	6830409300.0	22768031.0	3702	Arabidopsis thaliana	NRPABC2	Illumina HiSeq 2500 sequencing; nrpabc2-1	Next Generation Sequencing Analysis of NRPC2, NRPC3, NRPC8, NRPABC1 and NRPABC2 Transcriptomes in 10DAF(days after flowering) seed	Illumina HiSeq 2500 sequencing; nrpabc2-1	NRPABC2	f9a1b359ca9ce38178fa9e9f7d02c4f0;98a334d4759abc9110f50b135554ed27	1457715107;1493004899	ftp.sra.ebi.ac.uk/vol1/fastq/SRR154/019/SRR15400419/SRR15400419_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR154/019/SRR15400419/SRR15400419_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR154/019/SRR15400419/SRR15400419_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR154/019/SRR15400419/SRR15400419_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR154/019/SRR15400419/SRR15400419_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR154/019/SRR15400419/SRR15400419_2.fastq.gz
SAMN20691818	SRR15400418	SRX11702633	SAMN20691818	SRS9734151	PRJNA753225	SRP331786		SRA1275036	abc2-2_FRAS202411513-1r_1.clean.fq.gz	nrpabc2-2	17	PRJNA753225	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	nrpabc2-2	Illumina HiSeq 2500	ILLUMINA	6445398000.0	21484660.0	3702	Arabidopsis thaliana	NRPABC2	Illumina HiSeq 2500 sequencing; nrpabc2-2	Next Generation Sequencing Analysis of NRPC2, NRPC3, NRPC8, NRPABC1 and NRPABC2 Transcriptomes in 10DAF(days after flowering) seed	Illumina HiSeq 2500 sequencing; nrpabc2-2	NRPABC2	f5c7b0ac8688e26dfeeb5f1089da677b;58d37ec18c33490a2a91b1fed9b9d355	1395732209;1416914812	ftp.sra.ebi.ac.uk/vol1/fastq/SRR154/018/SRR15400418/SRR15400418_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR154/018/SRR15400418/SRR15400418_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR154/018/SRR15400418/SRR15400418_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR154/018/SRR15400418/SRR15400418_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR154/018/SRR15400418/SRR15400418_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR154/018/SRR15400418/SRR15400418_2.fastq.gz
SAMN20691819	SRR15400417	SRX11702634	SAMN20691819	SRS9734153	PRJNA753225	SRP331786		SRA1275036	abc2-3_FRAS202411514-1r_1.clean.fq.gz	nrpabc2-3	18	PRJNA753225	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	nrpabc2-3	Illumina HiSeq 2500	ILLUMINA	6945916500.0	23153055.0	3702	Arabidopsis thaliana	NRPABC2	Illumina HiSeq 2500 sequencing; nrpabc2-3	Next Generation Sequencing Analysis of NRPC2, NRPC3, NRPC8, NRPABC1 and NRPABC2 Transcriptomes in 10DAF(days after flowering) seed	Illumina HiSeq 2500 sequencing; nrpabc2-3	NRPABC2	b987f47f596d3b016382e886a3c407ca;bdbbd9f6f94cbeaf9bd51c057593f078	1487253260;1535499576	ftp.sra.ebi.ac.uk/vol1/fastq/SRR154/017/SRR15400417/SRR15400417_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR154/017/SRR15400417/SRR15400417_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR154/017/SRR15400417/SRR15400417_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR154/017/SRR15400417/SRR15400417_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR154/017/SRR15400417/SRR15400417_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR154/017/SRR15400417/SRR15400417_2.fastq.gz
