SAMN20119318	SRR15069024	SRX11379111	SAMN20119318	SRS9424394	PRJNA744764	SRP327477		SRA1256248	01_1.fastq.gz	1	01	PRJNA744764	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	1	Illumina HiSeq 2500	ILLUMINA	6427236782.0	21282241.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|yzhqs81 on 2021-07-14; Arabidopsis thaliana	Illumina HiSeq 2500 sequencing; Arabidopsis	volatile organic compounds mediated plants growth	Illumina HiSeq 2500 sequencing; Arabidopsis	This sample has been submitted by pda|yzhqs81 on 2021-07-14; Arabidopsis thaliana	24151ac6f88f9c2b0187a179b06ed2c4;8d63b8850c2c7a4e6916baa3f8976947	1417672058;1486616540	ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/024/SRR15069024/SRR15069024_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/024/SRR15069024/SRR15069024_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/024/SRR15069024/SRR15069024_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/024/SRR15069024/SRR15069024_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR150/024/SRR15069024/SRR15069024_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR150/024/SRR15069024/SRR15069024_2.fastq.gz
SAMN20119319	SRR15069023	SRX11379112	SAMN20119319	SRS9424395	PRJNA744764	SRP327477		SRA1256248	02_1.fastq.gz	2	02	PRJNA744764	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	2	Illumina HiSeq 2500	ILLUMINA	7053650014.0	23356457.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|yzhqs81 on 2021-07-14; Arabidopsis thaliana	Illumina HiSeq 2500 sequencing; Arabidopsis	volatile organic compounds mediated plants growth	Illumina HiSeq 2500 sequencing; Arabidopsis	This sample has been submitted by pda|yzhqs81 on 2021-07-14; Arabidopsis thaliana	960b81a6587db0c51d2314189533c089;52091f57a03cab37cc8ce83efcb93edc	1553403599;1584162531	ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/023/SRR15069023/SRR15069023_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/023/SRR15069023/SRR15069023_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/023/SRR15069023/SRR15069023_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/023/SRR15069023/SRR15069023_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR150/023/SRR15069023/SRR15069023_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR150/023/SRR15069023/SRR15069023_2.fastq.gz
SAMN20119320	SRR15069021	SRX11379114	SAMN20119320	SRS9424397	PRJNA744764	SRP327477		SRA1256248	03_1.fastq.gz	3	03	PRJNA744764	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	3	Illumina HiSeq 2500	ILLUMINA	6745484080.0	22336040.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|yzhqs81 on 2021-07-14; Arabidopsis thaliana	Illumina HiSeq 2500 sequencing; Arabidopsis	volatile organic compounds mediated plants growth	Illumina HiSeq 2500 sequencing; Arabidopsis	This sample has been submitted by pda|yzhqs81 on 2021-07-14; Arabidopsis thaliana	185893fe6c3d7c5b5d106b3ceef34b69;3b8f0e9ef93e97c1cca57377cd790e03	1480526928;1512833123	ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/021/SRR15069021/SRR15069021_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/021/SRR15069021/SRR15069021_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/021/SRR15069021/SRR15069021_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/021/SRR15069021/SRR15069021_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR150/021/SRR15069021/SRR15069021_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR150/021/SRR15069021/SRR15069021_2.fastq.gz
SAMN20119321	SRR15069020	SRX11379115	SAMN20119321	SRS9424398	PRJNA744764	SRP327477		SRA1256248	04_1.fastq.gz	4	04	PRJNA744764	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	4	Illumina HiSeq 2500	ILLUMINA	6158618654.0	20392777.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|yzhqs81 on 2021-07-14; Arabidopsis thaliana	Illumina HiSeq 2500 sequencing; Arabidopsis	volatile organic compounds mediated plants growth	Illumina HiSeq 2500 sequencing; Arabidopsis	This sample has been submitted by pda|yzhqs81 on 2021-07-14; Arabidopsis thaliana	6b60a0fae696c4b0a2025f27b927931d;b0dcb692127050acd9980b6938610f03	1357842576;1383983849	ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/020/SRR15069020/SRR15069020_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/020/SRR15069020/SRR15069020_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/020/SRR15069020/SRR15069020_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/020/SRR15069020/SRR15069020_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR150/020/SRR15069020/SRR15069020_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR150/020/SRR15069020/SRR15069020_2.fastq.gz
SAMN20119322	SRR15069019	SRX11379116	SAMN20119322	SRS9424399	PRJNA744764	SRP327477		SRA1256248	05_1.fastq.gz	5	05	PRJNA744764	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	5	Illumina HiSeq 2500	ILLUMINA	6681436826.0	22123963.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|yzhqs81 on 2021-07-14; Arabidopsis thaliana	Illumina HiSeq 2500 sequencing; Arabidopsis	volatile organic compounds mediated plants growth	Illumina HiSeq 2500 sequencing; Arabidopsis	This sample has been submitted by pda|yzhqs81 on 2021-07-14; Arabidopsis thaliana	5d188d7884cfbd90fd621ae9e39c74e1;d8cb71eca206c0845a9f430191294166	1465620965;1499454989	ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/019/SRR15069019/SRR15069019_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/019/SRR15069019/SRR15069019_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/019/SRR15069019/SRR15069019_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/019/SRR15069019/SRR15069019_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR150/019/SRR15069019/SRR15069019_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR150/019/SRR15069019/SRR15069019_2.fastq.gz
SAMN20119323	SRR15069018	SRX11379117	SAMN20119323	SRS9424400	PRJNA744764	SRP327477		SRA1256248	06_1.fastq.gz	6	06	PRJNA744764	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	6	Illumina HiSeq 2500	ILLUMINA	5945276794.0	19686347.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|yzhqs81 on 2021-07-14; Arabidopsis thaliana	Illumina HiSeq 2500 sequencing; Arabidopsis	volatile organic compounds mediated plants growth	Illumina HiSeq 2500 sequencing; Arabidopsis	This sample has been submitted by pda|yzhqs81 on 2021-07-14; Arabidopsis thaliana	40d9fa05c99d6d9207b9d7c4ec36550f;71d76287da6d3fa7bee8c6d688d69979	1314558929;1342557214	ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/018/SRR15069018/SRR15069018_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/018/SRR15069018/SRR15069018_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/018/SRR15069018/SRR15069018_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/018/SRR15069018/SRR15069018_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR150/018/SRR15069018/SRR15069018_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR150/018/SRR15069018/SRR15069018_2.fastq.gz
SAMN20119324	SRR15069017	SRX11379118	SAMN20119324	SRS9424401	PRJNA744764	SRP327477		SRA1256248	07_1.fq.gz	7	07	PRJNA744764	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	7	Illumina HiSeq 2500	ILLUMINA	6684247416.0	22379991.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|yzhqs81 on 2021-07-14; Arabidopsis thaliana	Illumina HiSeq 2500 sequencing; Arabidopsis	volatile organic compounds mediated plants growth	Illumina HiSeq 2500 sequencing; Arabidopsis	This sample has been submitted by pda|yzhqs81 on 2021-07-14; Arabidopsis thaliana	3194dcf2439f01fa67f970554642ac59;231f0e12d90507c20a54c24e96d7c3f4	1527946111;1587596943	ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/017/SRR15069017/SRR15069017_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/017/SRR15069017/SRR15069017_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/017/SRR15069017/SRR15069017_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/017/SRR15069017/SRR15069017_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR150/017/SRR15069017/SRR15069017_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR150/017/SRR15069017/SRR15069017_2.fastq.gz
SAMN20119325	SRR15069016	SRX11379119	SAMN20119325	SRS9424402	PRJNA744764	SRP327477		SRA1256248	08_1.fq.gz	8	08	PRJNA744764	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	8	Illumina HiSeq 2500	ILLUMINA	6730365156.0	22530093.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|yzhqs81 on 2021-07-14; Arabidopsis thaliana	Illumina HiSeq 2500 sequencing; Arabidopsis	volatile organic compounds mediated plants growth	Illumina HiSeq 2500 sequencing; Arabidopsis	This sample has been submitted by pda|yzhqs81 on 2021-07-14; Arabidopsis thaliana	28aa6e0800ce1612e2c836f1add298c8;24c2fb431685e03d3e2d735fe5263730	1537799365;1563486862	ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/016/SRR15069016/SRR15069016_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/016/SRR15069016/SRR15069016_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/016/SRR15069016/SRR15069016_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/016/SRR15069016/SRR15069016_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR150/016/SRR15069016/SRR15069016_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR150/016/SRR15069016/SRR15069016_2.fastq.gz
SAMN20119326	SRR15069015	SRX11379120	SAMN20119326	SRS9424403	PRJNA744764	SRP327477		SRA1256248	10_1.fq.gz	10	10	PRJNA744764	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	10	Illumina HiSeq 2500	ILLUMINA	7246595988.0	24305805.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|yzhqs81 on 2021-07-14; Arabidopsis thaliana	Illumina HiSeq 2500 sequencing; Arabidopsis	volatile organic compounds mediated plants growth	Illumina HiSeq 2500 sequencing; Arabidopsis	This sample has been submitted by pda|yzhqs81 on 2021-07-14; Arabidopsis thaliana	96958f5864d6891bc63fd49cebc0efa2;557c0c1b6111d28dff198acb9bc03652	1621069166;1701883866	ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/015/SRR15069015/SRR15069015_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/015/SRR15069015/SRR15069015_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/015/SRR15069015/SRR15069015_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/015/SRR15069015/SRR15069015_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR150/015/SRR15069015/SRR15069015_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR150/015/SRR15069015/SRR15069015_2.fastq.gz
SAMN20119327	SRR15069014	SRX11379121	SAMN20119327	SRS9424404	PRJNA744764	SRP327477		SRA1256248	11_1.fq.gz	11	11	PRJNA744764	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	11	Illumina HiSeq 2500	ILLUMINA	6452392490.0	21674475.0	3702	Arabidopsis thaliana	This sample has been submitted by pda|yzhqs81 on 2021-07-14; Arabidopsis thaliana	Illumina HiSeq 2500 sequencing; Arabidopsis	volatile organic compounds mediated plants growth	Illumina HiSeq 2500 sequencing; Arabidopsis	This sample has been submitted by pda|yzhqs81 on 2021-07-14; Arabidopsis thaliana	f3005d72734a9b866469b41827f9da66;ff047c629911b6125d451af35afb4188	1444738578;1516884266	ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/014/SRR15069014/SRR15069014_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/014/SRR15069014/SRR15069014_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/014/SRR15069014/SRR15069014_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/014/SRR15069014/SRR15069014_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR150/014/SRR15069014/SRR15069014_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR150/014/SRR15069014/SRR15069014_2.fastq.gz
