SAMN24256129	SRR17332971	SRX13508543	SAMN24256129	SRS11402877	PRJNA791156	SRP352515	PRJNA9506	SRA1347935	R0_1_1.fq.gz	10	001	PRJNA791156	PAIRED	PCR	TRANSCRIPTOMIC	RNA-Seq	10	HiSeq X Ten	ILLUMINA	6654344700.0	22181149.0	3702	Arabidopsis thaliana	Arabidopsis thaliana transcriptomics	HiSeq X Ten sequencing; R0-1	Arabidopsis thaliana Transcriptome or Gene expression	HiSeq X Ten sequencing; R0-1	Arabidopsis thaliana transcriptomics	2a6df457eef530381cfb25dfde983d4a;58ebeada3b4cddb8c6bef304ff2e7827	2612872408;2592021848	ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/071/SRR17332971/SRR17332971_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/071/SRR17332971/SRR17332971_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/071/SRR17332971/SRR17332971_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/071/SRR17332971/SRR17332971_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR173/071/SRR17332971/SRR17332971_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR173/071/SRR17332971/SRR17332971_2.fastq.gz
SAMN24256129	SRR17332972	SRX13508542	SAMN24256129	SRS11402877	PRJNA791156	SRP352515	PRJNA9506	SRA1347935	L15_3_1.fq.gz	9	001	PRJNA791156	PAIRED	PCR	TRANSCRIPTOMIC	RNA-Seq	9	HiSeq X Ten	ILLUMINA	6697758600.0	22325862.0	3702	Arabidopsis thaliana	Arabidopsis thaliana transcriptomics	HiSeq X Ten sequencing; L15-3	Arabidopsis thaliana Transcriptome or Gene expression	HiSeq X Ten sequencing; L15-3	Arabidopsis thaliana transcriptomics	f5e991ac10dc7568323787f95646e239;3f1170d521b8622fca2858ff96d07a8a	2626868823;2630153032	ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/072/SRR17332972/SRR17332972_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/072/SRR17332972/SRR17332972_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/072/SRR17332972/SRR17332972_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/072/SRR17332972/SRR17332972_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR173/072/SRR17332972/SRR17332972_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR173/072/SRR17332972/SRR17332972_2.fastq.gz
SAMN24256129	SRR17332973	SRX13508541	SAMN24256129	SRS11402877	PRJNA791156	SRP352515	PRJNA9506	SRA1347935	L15_2_1.fq.gz	8	001	PRJNA791156	PAIRED	PCR	TRANSCRIPTOMIC	RNA-Seq	8	HiSeq X Ten	ILLUMINA	6692470800.0	22308236.0	3702	Arabidopsis thaliana	Arabidopsis thaliana transcriptomics	HiSeq X Ten sequencing; L15-2	Arabidopsis thaliana Transcriptome or Gene expression	HiSeq X Ten sequencing; L15-2	Arabidopsis thaliana transcriptomics	b051ce9eb2ff4d40ad32059af20b6376;902c38fb543abba462aac07387de4ee3	2626049603;2627236490	ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/073/SRR17332973/SRR17332973_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/073/SRR17332973/SRR17332973_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/073/SRR17332973/SRR17332973_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/073/SRR17332973/SRR17332973_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR173/073/SRR17332973/SRR17332973_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR173/073/SRR17332973/SRR17332973_2.fastq.gz
SAMN24256129	SRR17332974	SRX13508540	SAMN24256129	SRS11402877	PRJNA791156	SRP352515	PRJNA9506	SRA1347935	L15_1_1.fq.gz	7	001	PRJNA791156	PAIRED	PCR	TRANSCRIPTOMIC	RNA-Seq	7	HiSeq X Ten	ILLUMINA	6729279900.0	22430933.0	3702	Arabidopsis thaliana	Arabidopsis thaliana transcriptomics	HiSeq X Ten sequencing; L15-1	Arabidopsis thaliana Transcriptome or Gene expression	HiSeq X Ten sequencing; L15-1	Arabidopsis thaliana transcriptomics	fe378ecacdc4be7d478cc55b3c2f228e;c3cdfa6c47f587cf7b6e8cd4b5c4c9c7	2641953283;2654257681	ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/074/SRR17332974/SRR17332974_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/074/SRR17332974/SRR17332974_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/074/SRR17332974/SRR17332974_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/074/SRR17332974/SRR17332974_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR173/074/SRR17332974/SRR17332974_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR173/074/SRR17332974/SRR17332974_2.fastq.gz
SAMN24256129	SRR17332975	SRX13508539	SAMN24256129	SRS11402877	PRJNA791156	SRP352515	PRJNA9506	SRA1347935	L1_3_1.fq.gz	6	001	PRJNA791156	PAIRED	PCR	TRANSCRIPTOMIC	RNA-Seq	6	HiSeq X Ten	ILLUMINA	6664888200.0	22216294.0	3702	Arabidopsis thaliana	Arabidopsis thaliana transcriptomics	HiSeq X Ten sequencing; L1-3	Arabidopsis thaliana Transcriptome or Gene expression	HiSeq X Ten sequencing; L1-3	Arabidopsis thaliana transcriptomics	a8eb0ad2950150c155a04d2ddd7e0a67;14ea0aea3dda162cb1196ce7aa185117	2521937638;2474976092	ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/075/SRR17332975/SRR17332975_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/075/SRR17332975/SRR17332975_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/075/SRR17332975/SRR17332975_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/075/SRR17332975/SRR17332975_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR173/075/SRR17332975/SRR17332975_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR173/075/SRR17332975/SRR17332975_2.fastq.gz
SAMN24256129	SRR17332976	SRX13508538	SAMN24256129	SRS11402877	PRJNA791156	SRP352515	PRJNA9506	SRA1347935	L1_2_1.fq.gz	5	001	PRJNA791156	PAIRED	PCR	TRANSCRIPTOMIC	RNA-Seq	5	HiSeq X Ten	ILLUMINA	6693793500.0	22312645.0	3702	Arabidopsis thaliana	Arabidopsis thaliana transcriptomics	HiSeq X Ten sequencing; L1-2	Arabidopsis thaliana Transcriptome or Gene expression	HiSeq X Ten sequencing; L1-2	Arabidopsis thaliana transcriptomics	d506342fe209cfa336cf0aaa23cf2dfd;d2fd82777d4abb6b3ccc5dd3062bd401	2542830895;2494330975	ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/076/SRR17332976/SRR17332976_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/076/SRR17332976/SRR17332976_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/076/SRR17332976/SRR17332976_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/076/SRR17332976/SRR17332976_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR173/076/SRR17332976/SRR17332976_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR173/076/SRR17332976/SRR17332976_2.fastq.gz
SAMN24256129	SRR17332977	SRX13508537	SAMN24256129	SRS11402877	PRJNA791156	SRP352515	PRJNA9506	SRA1347935	L1_1_1.fq.gz	4	001	PRJNA791156	PAIRED	PCR	TRANSCRIPTOMIC	RNA-Seq	4	HiSeq X Ten	ILLUMINA	6690171000.0	22300570.0	3702	Arabidopsis thaliana	Arabidopsis thaliana transcriptomics	HiSeq X Ten sequencing; L1-1	Arabidopsis thaliana Transcriptome or Gene expression	HiSeq X Ten sequencing; L1-1	Arabidopsis thaliana transcriptomics	c5d589bf303ad22c0fefd6ab6f020052;1d5d18dda0f6dae55551030bc87bf779	2543310501;2483692238	ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/077/SRR17332977/SRR17332977_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/077/SRR17332977/SRR17332977_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/077/SRR17332977/SRR17332977_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/077/SRR17332977/SRR17332977_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR173/077/SRR17332977/SRR17332977_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR173/077/SRR17332977/SRR17332977_2.fastq.gz
SAMN24256129	SRR17332978	SRX13508536	SAMN24256129	SRS11402877	PRJNA791156	SRP352515	PRJNA9506	SRA1347935	L0_3_1.fq.gz	3	001	PRJNA791156	PAIRED	PCR	TRANSCRIPTOMIC	RNA-Seq	3	HiSeq X Ten	ILLUMINA	6664905900.0	22216353.0	3702	Arabidopsis thaliana	Arabidopsis thaliana transcriptomics	HiSeq X Ten sequencing; L0-3	Arabidopsis thaliana Transcriptome or Gene expression	HiSeq X Ten sequencing; L0-3	Arabidopsis thaliana transcriptomics	47508bea03700b3e6fb4b580f7166f9d;3eb436bcfb00089ba579bef8716d3e0c	2536136551;2463957270	ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/078/SRR17332978/SRR17332978_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/078/SRR17332978/SRR17332978_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/078/SRR17332978/SRR17332978_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/078/SRR17332978/SRR17332978_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR173/078/SRR17332978/SRR17332978_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR173/078/SRR17332978/SRR17332978_2.fastq.gz
SAMN24256129	SRR17332979	SRX13508535	SAMN24256129	SRS11402877	PRJNA791156	SRP352515	PRJNA9506	SRA1347935	R15_3_1.fq.gz	18	001	PRJNA791156	PAIRED	PCR	TRANSCRIPTOMIC	RNA-Seq	18	HiSeq X Ten	ILLUMINA	6735947700.0	22453159.0	3702	Arabidopsis thaliana	Arabidopsis thaliana transcriptomics	HiSeq X Ten sequencing; R15-3	Arabidopsis thaliana Transcriptome or Gene expression	HiSeq X Ten sequencing; R15-3	Arabidopsis thaliana transcriptomics	742fda76b9746488a4d3d1f1d4a3baa4;24c6f2f52a682b8e1c6ed0f4b80f7cc2	2654622126;2659460750	ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/079/SRR17332979/SRR17332979_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/079/SRR17332979/SRR17332979_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/079/SRR17332979/SRR17332979_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/079/SRR17332979/SRR17332979_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR173/079/SRR17332979/SRR17332979_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR173/079/SRR17332979/SRR17332979_2.fastq.gz
SAMN24256129	SRR17332980	SRX13508534	SAMN24256129	SRS11402877	PRJNA791156	SRP352515	PRJNA9506	SRA1347935	R15_2_1.fq.gz	17	001	PRJNA791156	PAIRED	PCR	TRANSCRIPTOMIC	RNA-Seq	17	HiSeq X Ten	ILLUMINA	6736232700.0	22454109.0	3702	Arabidopsis thaliana	Arabidopsis thaliana transcriptomics	HiSeq X Ten sequencing; R15-2	Arabidopsis thaliana Transcriptome or Gene expression	HiSeq X Ten sequencing; R15-2	Arabidopsis thaliana transcriptomics	1739c667491e7b5ee7957a02df4d2ad1;76eb5149a3039f7fe8b77dc745c72a65	2648691770;2653640798	ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/080/SRR17332980/SRR17332980_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/080/SRR17332980/SRR17332980_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/080/SRR17332980/SRR17332980_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/080/SRR17332980/SRR17332980_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR173/080/SRR17332980/SRR17332980_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR173/080/SRR17332980/SRR17332980_2.fastq.gz
