SAMN00632349	SRR307067	SRX082186	SAMN00632349	SRS214180	PRJNA143331	SRP007424	PRJNA9506	SRA039837	GSM756821_1	GSM756821: Col x Ler embryo RNA-seq	GSM756821	GSE30511	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	GSM756821: Col x Ler embryo RNA-seq	Illumina Genome Analyzer II	ILLUMINA	366025345.0	7469905.0	3702	Arabidopsis thaliana	Col x Ler embryo RNA-seq	Illumina Genome Analyzer II sequencing; GSM756821: Col x Ler embryo RNA-seq	Allele specific mRNA-seq expression profiling in Arabidopsis thaliana Col and Ler reciprocal F1 hybrid embryo and endosperm	Illumina Genome Analyzer II sequencing; GSM756821: Col x Ler embryo RNA-seq	Col x Ler embryo RNA-seq	7ec7744285d46278b6608d403bd27bfe	306851122	ftp.sra.ebi.ac.uk/vol1/fastq/SRR307/SRR307067/SRR307067.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR307/SRR307067/SRR307067.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR307/SRR307067/SRR307067.fastq.gz
SAMN00632349	SRR307068	SRX082186	SAMN00632349	SRS214180	PRJNA143331	SRP007424	PRJNA9506	SRA039837	GSM756821_2	GSM756821: Col x Ler embryo RNA-seq	GSM756821	GSE30511	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	GSM756821: Col x Ler embryo RNA-seq	Illumina Genome Analyzer II	ILLUMINA	783119700.0	21753325.0	3702	Arabidopsis thaliana	Col x Ler embryo RNA-seq	Illumina Genome Analyzer II sequencing; GSM756821: Col x Ler embryo RNA-seq	Allele specific mRNA-seq expression profiling in Arabidopsis thaliana Col and Ler reciprocal F1 hybrid embryo and endosperm	Illumina Genome Analyzer II sequencing; GSM756821: Col x Ler embryo RNA-seq	Col x Ler embryo RNA-seq	d79dcd43f7337b3576dd6ec6526fe866	758032093	ftp.sra.ebi.ac.uk/vol1/fastq/SRR307/SRR307068/SRR307068.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR307/SRR307068/SRR307068.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR307/SRR307068/SRR307068.fastq.gz
SAMN00632351	SRR307071	SRX082188	SAMN00632351	SRS214182	PRJNA143331	SRP007424	PRJNA9506	SRA039837	GSM756823_1	GSM756823: Ler x Col embryo RNA-seq	GSM756823	GSE30511	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	GSM756823: Ler x Col embryo RNA-seq	Illumina Genome Analyzer II	ILLUMINA	337244411.0	6882539.0	3702	Arabidopsis thaliana	Ler x Col embryo RNA-seq	Illumina Genome Analyzer II sequencing; GSM756823: Ler x Col embryo RNA-seq	Allele specific mRNA-seq expression profiling in Arabidopsis thaliana Col and Ler reciprocal F1 hybrid embryo and endosperm	Illumina Genome Analyzer II sequencing; GSM756823: Ler x Col embryo RNA-seq	Ler x Col embryo RNA-seq	2ff97c95d5cd920510407890ddcf67f8	272176852	ftp.sra.ebi.ac.uk/vol1/fastq/SRR307/SRR307071/SRR307071.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR307/SRR307071/SRR307071.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR307/SRR307071/SRR307071.fastq.gz
SAMN00632351	SRR307072	SRX082188	SAMN00632351	SRS214182	PRJNA143331	SRP007424	PRJNA9506	SRA039837	GSM756823_2	GSM756823: Ler x Col embryo RNA-seq	GSM756823	GSE30511	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	GSM756823: Ler x Col embryo RNA-seq	Illumina Genome Analyzer II	ILLUMINA	373999311.0	7632639.0	3702	Arabidopsis thaliana	Ler x Col embryo RNA-seq	Illumina Genome Analyzer II sequencing; GSM756823: Ler x Col embryo RNA-seq	Allele specific mRNA-seq expression profiling in Arabidopsis thaliana Col and Ler reciprocal F1 hybrid embryo and endosperm	Illumina Genome Analyzer II sequencing; GSM756823: Ler x Col embryo RNA-seq	Ler x Col embryo RNA-seq	37c1dc44491a4e46dbaa286fa2ce4678	301987721	ftp.sra.ebi.ac.uk/vol1/fastq/SRR307/SRR307072/SRR307072.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR307/SRR307072/SRR307072.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR307/SRR307072/SRR307072.fastq.gz
SAMN00632351	SRR307073	SRX082188	SAMN00632351	SRS214182	PRJNA143331	SRP007424	PRJNA9506	SRA039837	GSM756823_3	GSM756823: Ler x Col embryo RNA-seq	GSM756823	GSE30511	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	GSM756823: Ler x Col embryo RNA-seq	Illumina Genome Analyzer II	ILLUMINA	762278436.0	21174401.0	3702	Arabidopsis thaliana	Ler x Col embryo RNA-seq	Illumina Genome Analyzer II sequencing; GSM756823: Ler x Col embryo RNA-seq	Allele specific mRNA-seq expression profiling in Arabidopsis thaliana Col and Ler reciprocal F1 hybrid embryo and endosperm	Illumina Genome Analyzer II sequencing; GSM756823: Ler x Col embryo RNA-seq	Ler x Col embryo RNA-seq	5c22014ade4416076650f1b3eeeadfc1	724692319	ftp.sra.ebi.ac.uk/vol1/fastq/SRR307/SRR307073/SRR307073.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR307/SRR307073/SRR307073.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR307/SRR307073/SRR307073.fastq.gz
SAMN00632350	SRR307069	SRX082187	SAMN00632350	SRS214181	PRJNA143331	SRP007424	PRJNA9506	SRA039837	GSM756822_1	GSM756822: Col x Ler endosperm RNA-seq	GSM756822	GSE30511	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	GSM756822: Col x Ler endosperm RNA-seq	Illumina Genome Analyzer II	ILLUMINA	345963177.0	7060473.0	3702	Arabidopsis thaliana	Col x Ler endosperm RNA-seq	Illumina Genome Analyzer II sequencing; GSM756822: Col x Ler endosperm RNA-seq	Allele specific mRNA-seq expression profiling in Arabidopsis thaliana Col and Ler reciprocal F1 hybrid embryo and endosperm	Illumina Genome Analyzer II sequencing; GSM756822: Col x Ler endosperm RNA-seq	Col x Ler endosperm RNA-seq	ef8adbb0d3fcae60cb61aad7ab7a33b4	281810693	ftp.sra.ebi.ac.uk/vol1/fastq/SRR307/SRR307069/SRR307069.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR307/SRR307069/SRR307069.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR307/SRR307069/SRR307069.fastq.gz
SAMN00632350	SRR307070	SRX082187	SAMN00632350	SRS214181	PRJNA143331	SRP007424	PRJNA9506	SRA039837	GSM756822_2	GSM756822: Col x Ler endosperm RNA-seq	GSM756822	GSE30511	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	GSM756822: Col x Ler endosperm RNA-seq	Illumina Genome Analyzer II	ILLUMINA	716398812.0	19899967.0	3702	Arabidopsis thaliana	Col x Ler endosperm RNA-seq	Illumina Genome Analyzer II sequencing; GSM756822: Col x Ler endosperm RNA-seq	Allele specific mRNA-seq expression profiling in Arabidopsis thaliana Col and Ler reciprocal F1 hybrid embryo and endosperm	Illumina Genome Analyzer II sequencing; GSM756822: Col x Ler endosperm RNA-seq	Col x Ler endosperm RNA-seq	39ad99bec6e35a47d4f9eace5cbe0409	671846241	ftp.sra.ebi.ac.uk/vol1/fastq/SRR307/SRR307070/SRR307070.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR307/SRR307070/SRR307070.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR307/SRR307070/SRR307070.fastq.gz
SAMN00632352	SRR307074	SRX082189	SAMN00632352	SRS214183	PRJNA143331	SRP007424	PRJNA9506	SRA039837	GSM756824_1	GSM756824: Ler x Col endosperm RNA-seq	GSM756824	GSE30511	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	GSM756824: Ler x Col endosperm RNA-seq	Illumina Genome Analyzer II	ILLUMINA	306932178.0	6263922.0	3702	Arabidopsis thaliana	Ler x Col endosperm RNA-seq	Illumina Genome Analyzer II sequencing; GSM756824: Ler x Col endosperm RNA-seq	Allele specific mRNA-seq expression profiling in Arabidopsis thaliana Col and Ler reciprocal F1 hybrid embryo and endosperm	Illumina Genome Analyzer II sequencing; GSM756824: Ler x Col endosperm RNA-seq	Ler x Col endosperm RNA-seq	3bcaabcff7411a4de1c8151c08d40155	245966143	ftp.sra.ebi.ac.uk/vol1/fastq/SRR307/SRR307074/SRR307074.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR307/SRR307074/SRR307074.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR307/SRR307074/SRR307074.fastq.gz
SAMN00632352	SRR307075	SRX082189	SAMN00632352	SRS214183	PRJNA143331	SRP007424	PRJNA9506	SRA039837	GSM756824_2	GSM756824: Ler x Col endosperm RNA-seq	GSM756824	GSE30511	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	GSM756824: Ler x Col endosperm RNA-seq	Illumina Genome Analyzer II	ILLUMINA	257961088.0	5264512.0	3702	Arabidopsis thaliana	Ler x Col endosperm RNA-seq	Illumina Genome Analyzer II sequencing; GSM756824: Ler x Col endosperm RNA-seq	Allele specific mRNA-seq expression profiling in Arabidopsis thaliana Col and Ler reciprocal F1 hybrid embryo and endosperm	Illumina Genome Analyzer II sequencing; GSM756824: Ler x Col endosperm RNA-seq	Ler x Col endosperm RNA-seq	5aa80d8174d77f96aad6893f2ba4f3ae	207181469	ftp.sra.ebi.ac.uk/vol1/fastq/SRR307/SRR307075/SRR307075.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR307/SRR307075/SRR307075.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR307/SRR307075/SRR307075.fastq.gz
SAMN00632352	SRR307076	SRX082189	SAMN00632352	SRS214183	PRJNA143331	SRP007424	PRJNA9506	SRA039837	GSM756824_3	GSM756824: Ler x Col endosperm RNA-seq	GSM756824	GSE30511	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	GSM756824: Ler x Col endosperm RNA-seq	Illumina Genome Analyzer II	ILLUMINA	725127444.0	20142429.0	3702	Arabidopsis thaliana	Ler x Col endosperm RNA-seq	Illumina Genome Analyzer II sequencing; GSM756824: Ler x Col endosperm RNA-seq	Allele specific mRNA-seq expression profiling in Arabidopsis thaliana Col and Ler reciprocal F1 hybrid embryo and endosperm	Illumina Genome Analyzer II sequencing; GSM756824: Ler x Col endosperm RNA-seq	Ler x Col endosperm RNA-seq	fab61ae39d1f88ccbc601edae78f916d	678453070	ftp.sra.ebi.ac.uk/vol1/fastq/SRR307/SRR307076/SRR307076.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR307/SRR307076/SRR307076.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR307/SRR307076/SRR307076.fastq.gz
