SAMN00621091	SRR218085	SRX065809	SAMN00621091	SRS209324	SRP006839	SRP006839		SRA037191	Longitudinal Section 1 (LS1)	LS small RNA seq	Longitudinal sections	A. thaliana root small RNA sequencing	SINGLE	size fractionation	TRANSCRIPTOMIC	RNA-Seq	LS1	Illumina Genome Analyzer II	ILLUMINA	1121320872.0	31147802.0	3702	Arabidopsis thaliana	Longitudinal Sections small RNA seq	Illumina Genome Analyzer II sequencing; Longitudinal Sections small RNA sequencing	High-resolution profiling of small RNAs in the Arabidopsis thaliana root	Illumina Genome Analyzer II sequencing; Longitudinal Sections small RNA sequencing	LS1 - Longitudinal section 1 - early meristematic (tip - contains columella   QC) LS2 - Longitudinal section 2 - late meristematic zone LS3 - Longitudinal section 3 - elongation zone LS3 - Longitudinal section 4 - early maturation zone (approximately 10 mm section closest to elongation zone)	ea0fdac6ce0d15b176ed160d89707fbe	1050339363	ftp.sra.ebi.ac.uk/vol1/fastq/SRR218/SRR218085/SRR218085.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR218/SRR218085/SRR218085.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR218/SRR218085/SRR218085.fastq.gz
SAMN00621091	SRR218086	SRX065809	SAMN00621091	SRS209324	SRP006839	SRP006839		SRA037191	Longitudinal Section 2 (LS2)	LS small RNA seq	Longitudinal sections	A. thaliana root small RNA sequencing	SINGLE	size fractionation	TRANSCRIPTOMIC	RNA-Seq	LS1	Illumina Genome Analyzer II	ILLUMINA	1152291096.0	32008086.0	3702	Arabidopsis thaliana	Longitudinal Sections small RNA seq	Illumina Genome Analyzer II sequencing; Longitudinal Sections small RNA sequencing	High-resolution profiling of small RNAs in the Arabidopsis thaliana root	Illumina Genome Analyzer II sequencing; Longitudinal Sections small RNA sequencing	LS1 - Longitudinal section 1 - early meristematic (tip - contains columella   QC) LS2 - Longitudinal section 2 - late meristematic zone LS3 - Longitudinal section 3 - elongation zone LS3 - Longitudinal section 4 - early maturation zone (approximately 10 mm section closest to elongation zone)	a48f76e0df6d93ee6bb58566e0ced8ac	1030260433	ftp.sra.ebi.ac.uk/vol1/fastq/SRR218/SRR218086/SRR218086.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR218/SRR218086/SRR218086.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR218/SRR218086/SRR218086.fastq.gz
SAMN00621091	SRR218087	SRX065809	SAMN00621091	SRS209324	SRP006839	SRP006839		SRA037191	Longitudinal Section 3 (LS3)	LS small RNA seq	Longitudinal sections	A. thaliana root small RNA sequencing	SINGLE	size fractionation	TRANSCRIPTOMIC	RNA-Seq	LS1	Illumina Genome Analyzer II	ILLUMINA	1113222816.0	30922856.0	3702	Arabidopsis thaliana	Longitudinal Sections small RNA seq	Illumina Genome Analyzer II sequencing; Longitudinal Sections small RNA sequencing	High-resolution profiling of small RNAs in the Arabidopsis thaliana root	Illumina Genome Analyzer II sequencing; Longitudinal Sections small RNA sequencing	LS1 - Longitudinal section 1 - early meristematic (tip - contains columella   QC) LS2 - Longitudinal section 2 - late meristematic zone LS3 - Longitudinal section 3 - elongation zone LS3 - Longitudinal section 4 - early maturation zone (approximately 10 mm section closest to elongation zone)	fe3f11fd357eda73aa2d9694443d7f90	978461168	ftp.sra.ebi.ac.uk/vol1/fastq/SRR218/SRR218087/SRR218087.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR218/SRR218087/SRR218087.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR218/SRR218087/SRR218087.fastq.gz
SAMN00621091	SRR218088	SRX065809	SAMN00621091	SRS209324	SRP006839	SRP006839		SRA037191	Longitudinal Section 4 (LS4)	LS small RNA seq	Longitudinal sections	A. thaliana root small RNA sequencing	SINGLE	size fractionation	TRANSCRIPTOMIC	RNA-Seq	LS1	Illumina Genome Analyzer II	ILLUMINA	1112358060.0	30898835.0	3702	Arabidopsis thaliana	Longitudinal Sections small RNA seq	Illumina Genome Analyzer II sequencing; Longitudinal Sections small RNA sequencing	High-resolution profiling of small RNAs in the Arabidopsis thaliana root	Illumina Genome Analyzer II sequencing; Longitudinal Sections small RNA sequencing	LS1 - Longitudinal section 1 - early meristematic (tip - contains columella   QC) LS2 - Longitudinal section 2 - late meristematic zone LS3 - Longitudinal section 3 - elongation zone LS3 - Longitudinal section 4 - early maturation zone (approximately 10 mm section closest to elongation zone)	5ed5bb16c56c1ece3eb8e6e93573957a	926169805	ftp.sra.ebi.ac.uk/vol1/fastq/SRR218/SRR218088/SRR218088.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR218/SRR218088/SRR218088.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR218/SRR218088/SRR218088.fastq.gz
SAMN00621093	SRR218089	SRX065853	SAMN00621093	SRS209326	SRP006839	SRP006839		SRA037191	Whole Root sorted rep 1 (WR1, lane 18)	Whole Root small RNA seq	Whole Root sorted small RNA seq	A. thaliana root small RNA sequencing	SINGLE	size fractionation	TRANSCRIPTOMIC	RNA-Seq	WR	Illumina Genome Analyzer II	ILLUMINA	785760840.0	21826690.0	3702	Arabidopsis thaliana	Whole Root sorted small RNA seq	Illumina Genome Analyzer II sequencing; Whole Root (WR) small RNA seq	High-resolution profiling of small RNAs in the Arabidopsis thaliana root	Illumina Genome Analyzer II sequencing; Whole Root (WR) small RNA seq	mock sorted cells from whole roots	f1817bcbb581571a83a6d4a7becc22b9	486701374	ftp.sra.ebi.ac.uk/vol1/fastq/SRR218/SRR218089/SRR218089.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR218/SRR218089/SRR218089.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR218/SRR218089/SRR218089.fastq.gz
SAMN00621093	SRR218090	SRX065853	SAMN00621093	SRS209326	SRP006839	SRP006839		SRA037191	Whole Root sorted rep 2 (WR2, lane 19)	Whole Root small RNA seq	Whole Root sorted small RNA seq	A. thaliana root small RNA sequencing	SINGLE	size fractionation	TRANSCRIPTOMIC	RNA-Seq	WR	Illumina Genome Analyzer II	ILLUMINA	731207124.0	20311309.0	3702	Arabidopsis thaliana	Whole Root sorted small RNA seq	Illumina Genome Analyzer II sequencing; Whole Root (WR) small RNA seq	High-resolution profiling of small RNAs in the Arabidopsis thaliana root	Illumina Genome Analyzer II sequencing; Whole Root (WR) small RNA seq	mock sorted cells from whole roots	ec496506644ba22d0abbef2726545438	468418419	ftp.sra.ebi.ac.uk/vol1/fastq/SRR218/SRR218090/SRR218090.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR218/SRR218090/SRR218090.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR218/SRR218090/SRR218090.fastq.gz
SAMN00619339	SRR218092	SRX065854	SAMN00619339	SRS208957	SRP006839	SRP006839		SRA037191	Stele rep 2 (WOL2, lane 1)	WOL2 small RNA seq	Stele rep 2 (WOL2)	A. thaliana root small RNA sequencing	SINGLE	size fractionation	TRANSCRIPTOMIC	RNA-Seq	WOL2	Illumina Genome Analyzer II	ILLUMINA	169591284.0	4710869.0	3702	Arabidopsis thaliana	Stele small RNA seq	Illumina Genome Analyzer II sequencing; Stele small RNA seq	High-resolution profiling of small RNAs in the Arabidopsis thaliana root	Illumina Genome Analyzer II sequencing; Stele small RNA seq	Stele small RNA seq	92f9f52ee482cc717ebf94dd5c7d03ab	168677706	ftp.sra.ebi.ac.uk/vol1/fastq/SRR218/SRR218092/SRR218092.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR218/SRR218092/SRR218092.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR218/SRR218092/SRR218092.fastq.gz
SAMN00619339	SRR339951	SRX065854	SAMN00619339	SRS208957	SRP006839	SRP006839		SRA037191	Stele rep 1 (WOL1, lane 7)	WOL2 small RNA seq	Stele rep 2 (WOL2)	A. thaliana root small RNA sequencing	SINGLE	size fractionation	TRANSCRIPTOMIC	RNA-Seq	WOL2	Illumina Genome Analyzer II	ILLUMINA	144776844.0	4021579.0	3702	Arabidopsis thaliana	Stele small RNA seq	Illumina Genome Analyzer II sequencing; Stele small RNA seq	High-resolution profiling of small RNAs in the Arabidopsis thaliana root	Illumina Genome Analyzer II sequencing; Stele small RNA seq	Stele small RNA seq	70bbad946b7ccb4579918fdfd816d1dc	90821634	ftp.sra.ebi.ac.uk/vol1/fastq/SRR339/SRR339951/SRR339951.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR339/SRR339951/SRR339951.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR339/SRR339951/SRR339951.fastq.gz
SAMN00621096	SRR218096	SRX065857	SAMN00621096	SRS209329	SRP006839	SRP006839		SRA037191	Cortex rep 1 (COR1, lane 9)	Cortex small RNA seq	Cortex small RNA seq	A. thaliana root small RNA sequencing	SINGLE	size fractionation	TRANSCRIPTOMIC	RNA-Seq	COR	Illumina Genome Analyzer II	ILLUMINA	227280636.0	6313351.0	3702	Arabidopsis thaliana	Cortex small RNA seq	Illumina Genome Analyzer II sequencing; Cortex small RNA seq	High-resolution profiling of small RNAs in the Arabidopsis thaliana root	Illumina Genome Analyzer II sequencing; Cortex small RNA seq	Cortex small RNA seq	5005e2c7cc72f9caf52a89c6adcc262f	213372281	ftp.sra.ebi.ac.uk/vol1/fastq/SRR218/SRR218096/SRR218096.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR218/SRR218096/SRR218096.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR218/SRR218096/SRR218096.fastq.gz
SAMN00621096	SRR218097	SRX065857	SAMN00621096	SRS209329	SRP006839	SRP006839		SRA037191	Cortex rep 2 (COR2, lane 11)	Cortex small RNA seq	Cortex small RNA seq	A. thaliana root small RNA sequencing	SINGLE	size fractionation	TRANSCRIPTOMIC	RNA-Seq	COR	Illumina Genome Analyzer II	ILLUMINA	413181000.0	11477250.0	3702	Arabidopsis thaliana	Cortex small RNA seq	Illumina Genome Analyzer II sequencing; Cortex small RNA seq	High-resolution profiling of small RNAs in the Arabidopsis thaliana root	Illumina Genome Analyzer II sequencing; Cortex small RNA seq	Cortex small RNA seq	5e2f03e0a923872677302fa01b374f1d	382509454	ftp.sra.ebi.ac.uk/vol1/fastq/SRR218/SRR218097/SRR218097.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR218/SRR218097/SRR218097.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR218/SRR218097/SRR218097.fastq.gz
