SAMN04444167	SRR3124722	SRX1547568	SAMN04444167	SRS1264364	PRJNA309985	SRP068919	PRJNA9506	SRA341831	2iL1_17_dpi_R2.fastq.gz	2iL1_17_dpi_R1.fastq.gz	2iL1_17_dpi_R1.fastq.gz	PRJNA309985	PAIRED	RANDOM PCR	TRANSCRIPTOMIC	RNA-Seq	2iL1_17_dpi_R1.fastq.gz	Illumina HiSeq 2500	ILLUMINA	1802800106.0	8924753.0	3702	Arabidopsis thaliana	Leaf-1	Illumina HiSeq 2500 sequencing; RNA-Seq for Arabidopsis thaliana-leaf	Arabidopsis thaliana cultivar:columbia Raw sequence reads	Illumina HiSeq 2500 sequencing; RNA-Seq for Arabidopsis thaliana-leaf	Leaf-1	6b9ecff63b9d545c9984a9e72f26c5fd;992fd7faafe53b01480a822bb659a76e	502830789;508051304	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/002/SRR3124722/SRR3124722_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/002/SRR3124722/SRR3124722_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/002/SRR3124722/SRR3124722_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/002/SRR3124722/SRR3124722_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/002/SRR3124722/SRR3124722_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/002/SRR3124722/SRR3124722_2.fastq.gz
SAMN04444177	SRR3124724	SRX1547570	SAMN04444177	SRS1264368	PRJNA309985	SRP068919	PRJNA9506	SRA341831	2iL2_24_dpi_R2.fastq.gz	2iL2_24_dpi_R1.fastq.gz	2iL2_24_dpi_R1.fastq.gz	PRJNA309985	PAIRED	RANDOM PCR	TRANSCRIPTOMIC	RNA-Seq	2iL2_24_dpi_R1.fastq.gz	Illumina HiSeq 2500	ILLUMINA	2473788556.0	12246478.0	3702	Arabidopsis thaliana	Leaf-11	Illumina HiSeq 2500 sequencing; RNA-Seq for Arabidopsis thaliana-leaf	Arabidopsis thaliana cultivar:columbia Raw sequence reads	Illumina HiSeq 2500 sequencing; RNA-Seq for Arabidopsis thaliana-leaf	Leaf-11	26d74cd847399b4ba9d1d12dba43b3b8;b948ed06db163380e5e2a9fdc8301fbc	709657843;720382889	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/004/SRR3124724/SRR3124724_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/004/SRR3124724/SRR3124724_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/004/SRR3124724/SRR3124724_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/004/SRR3124724/SRR3124724_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/004/SRR3124724/SRR3124724_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/004/SRR3124724/SRR3124724_2.fastq.gz
SAMN04444179	SRR3124726	SRX1547572	SAMN04444179	SRS1264366	PRJNA309985	SRP068919	PRJNA9506	SRA341831	2iL3_17_dpi_R1.fastq.gz	2iL3_17_dpi_R1.fastq.gz	2iL3_17_dpi_R1.fastq.gz	PRJNA309985	PAIRED	RANDOM PCR	TRANSCRIPTOMIC	RNA-Seq	2iL3_17_dpi_R1.fastq.gz	Illumina HiSeq 2500	ILLUMINA	2330912542.0	11539171.0	3702	Arabidopsis thaliana	Leaf-13	Illumina HiSeq 2500 sequencing; RNA-Seq for Arabidopsis thaliana-leaf	Arabidopsis thaliana cultivar:columbia Raw sequence reads	Illumina HiSeq 2500 sequencing; RNA-Seq for Arabidopsis thaliana-leaf	Leaf-13	c8c1ff17b62411249bb027b4e99a433d;e76ea3631e9b5dd2156b89f6e2aaf91a	668287189;678063362	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/006/SRR3124726/SRR3124726_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/006/SRR3124726/SRR3124726_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/006/SRR3124726/SRR3124726_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/006/SRR3124726/SRR3124726_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/006/SRR3124726/SRR3124726_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/006/SRR3124726/SRR3124726_2.fastq.gz
SAMN04444181	SRR3124729	SRX1547574	SAMN04444181	SRS1264375	PRJNA309985	SRP068919	PRJNA9506	SRA341831	2iL3_20_dpi_R2.fastq.gz	2iL3_20_dpi_R1.fastq.gz	2iL3_20_dpi_R1.fastq.gz	PRJNA309985	PAIRED	RANDOM PCR	TRANSCRIPTOMIC	RNA-Seq	2iL3_20_dpi_R1.fastq.gz	Illumina HiSeq 2500	ILLUMINA	3409074008.0	16876604.0	3702	Arabidopsis thaliana	Leaf-15	Illumina HiSeq 2500 sequencing; RNA-Seq for Arabidopsis thaliana-leaf	Arabidopsis thaliana cultivar:columbia Raw sequence reads	Illumina HiSeq 2500 sequencing; RNA-Seq for Arabidopsis thaliana-leaf	Leaf-15	820c738b7dee91068929344389970cf2;8920a7d9cf4bce11c47c18ad7380f544	953699017;967924111	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/009/SRR3124729/SRR3124729_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/009/SRR3124729/SRR3124729_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/009/SRR3124729/SRR3124729_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/009/SRR3124729/SRR3124729_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/009/SRR3124729/SRR3124729_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/009/SRR3124729/SRR3124729_2.fastq.gz
SAMN04444183	SRR3124731	SRX1547576	SAMN04444183	SRS1264373	PRJNA309985	SRP068919	PRJNA9506	SRA341831	2iL3_24_dpi_R2.fastq.gz	2iL3_24_dpi_R1.fastq.gz	2iL3_24_dpi_R1.fastq.gz	PRJNA309985	PAIRED	RANDOM PCR	TRANSCRIPTOMIC	RNA-Seq	2iL3_24_dpi_R1.fastq.gz	Illumina HiSeq 2500	ILLUMINA	3533263204.0	17491402.0	3702	Arabidopsis thaliana	Leaf-17	Illumina HiSeq 2500 sequencing; RNA-Seq for Arabidopsis thaliana-leaf	Arabidopsis thaliana cultivar:columbia Raw sequence reads	Illumina HiSeq 2500 sequencing; RNA-Seq for Arabidopsis thaliana-leaf	Leaf-17	08b0886833fdf6f7c8794a473d631d05;45118b14e3bcacc8e361968dee8822d0	990356802;1006544875	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/001/SRR3124731/SRR3124731_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/001/SRR3124731/SRR3124731_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/001/SRR3124731/SRR3124731_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/001/SRR3124731/SRR3124731_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/001/SRR3124731/SRR3124731_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/001/SRR3124731/SRR3124731_2.fastq.gz
SAMN04444169	SRR3124747	SRX1547581	SAMN04444169	SRS1264377	PRJNA309985	SRP068919	PRJNA9506	SRA341831	2iL1_20_dpi_R2.fastq.gz	2iL1_20_dpi_R1.fastq.gz	2iL1_20_dpi_R1.fastq.gz	PRJNA309985	PAIRED	RANDOM PCR	TRANSCRIPTOMIC	RNA-Seq	2iL1_20_dpi_R1.fastq.gz	Illumina HiSeq 2500	ILLUMINA	2016631246.0	9983323.0	3702	Arabidopsis thaliana	Leaf-3	Illumina HiSeq 2500 sequencing; RNA-Seq for Arabidopsis thaliana-leaf	Arabidopsis thaliana cultivar:columbia Raw sequence reads	Illumina HiSeq 2500 sequencing; RNA-Seq for Arabidopsis thaliana-leaf	Leaf-3	c10e0f609a00b41e448ada0808294661;74284195739458681653786faebd19be	563803891;572000108	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/007/SRR3124747/SRR3124747_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/007/SRR3124747/SRR3124747_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/007/SRR3124747/SRR3124747_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/007/SRR3124747/SRR3124747_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/007/SRR3124747/SRR3124747_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/007/SRR3124747/SRR3124747_2.fastq.gz
SAMN04444203	SRR3124754	SRX1547599	SAMN04444203	SRS1264398	PRJNA309985	SRP068919	PRJNA9506	SRA341831	CL1_17_dpi_R1.fastq.gz	CL1_17_dpi_R1.fastq.gz	CL1_17_dpi_R1.fastq.gz	PRJNA309985	PAIRED	RANDOM PCR	TRANSCRIPTOMIC	RNA-Seq	CL1_17_dpi_R1.fastq.gz	Illumina HiSeq 2500	ILLUMINA	3482487676.0	17240038.0	3702	Arabidopsis thaliana	leaf-19	Illumina HiSeq 2500 sequencing; RNA-Seq for Arabidopsis thaliana-leaf	Arabidopsis thaliana cultivar:columbia Raw sequence reads	Illumina HiSeq 2500 sequencing; RNA-Seq for Arabidopsis thaliana-leaf	leaf-19	93e7e8d752c19333e1382db3143dc360;de5530cf0c316887847cd42f70c375be	996564508;1009102175	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/004/SRR3124754/SRR3124754_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/004/SRR3124754/SRR3124754_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/004/SRR3124754/SRR3124754_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/004/SRR3124754/SRR3124754_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/004/SRR3124754/SRR3124754_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/004/SRR3124754/SRR3124754_2.fastq.gz
SAMN04444205	SRR3124756	SRX1547601	SAMN04444205	SRS1264396	PRJNA309985	SRP068919	PRJNA9506	SRA341831	CL1_20_dpi_R1.fastq.gz	CL1_20_dpi_R1.fastq.gz	CL1_20_dpi_R1.fastq.gz	PRJNA309985	PAIRED	RANDOM PCR	TRANSCRIPTOMIC	RNA-Seq	CL1_20_dpi_R1.fastq.gz	Illumina HiSeq 2500	ILLUMINA	3481531610.0	17235305.0	3702	Arabidopsis thaliana	leaf-21	Illumina HiSeq 2500 sequencing; RNA-Seq for Arabidopsis thaliana-leaf	Arabidopsis thaliana cultivar:columbia Raw sequence reads	Illumina HiSeq 2500 sequencing; RNA-Seq for Arabidopsis thaliana-leaf	leaf-21	3cb84e2456c794589e6db020a3b20add;ef3fa15d83f448246cdc72e939d8f96f	1005404774;1018545785	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/006/SRR3124756/SRR3124756_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/006/SRR3124756/SRR3124756_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/006/SRR3124756/SRR3124756_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/006/SRR3124756/SRR3124756_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/006/SRR3124756/SRR3124756_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/006/SRR3124756/SRR3124756_2.fastq.gz
SAMN04444171	SRR3124769	SRX1547603	SAMN04444171	SRS1264403	PRJNA309985	SRP068919	PRJNA9506	SRA341831	2iL1_24_dpi_R2.fastq.gz	2iL1_24_dpi_R1.fastq.gz	2iL1_24_dpi_R1.fastq.gz	PRJNA309985	PAIRED	RANDOM PCR	TRANSCRIPTOMIC	RNA-Seq	2iL1_24_dpi_R1.fastq.gz	Illumina HiSeq 2500	ILLUMINA	4471470788.0	22135994.0	3702	Arabidopsis thaliana	Leaf-5	Illumina HiSeq 2500 sequencing; RNA-Seq for Arabidopsis thaliana-leaf	Arabidopsis thaliana cultivar:columbia Raw sequence reads	Illumina HiSeq 2500 sequencing; RNA-Seq for Arabidopsis thaliana-leaf	Leaf-5	d0c822d364c115c3612a595f5ebf881e;5019a1e76a197c958f4bb465fab899ae	1289598441;1309185299	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/009/SRR3124769/SRR3124769_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/009/SRR3124769/SRR3124769_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/009/SRR3124769/SRR3124769_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/009/SRR3124769/SRR3124769_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/009/SRR3124769/SRR3124769_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/009/SRR3124769/SRR3124769_2.fastq.gz
SAMN04444207	SRR3124759	SRX1547604	SAMN04444207	SRS1264402	PRJNA309985	SRP068919	PRJNA9506	SRA341831	CL1_24_dpi_R1.fastq.gz	CL1_24_dpi_R1.fastq.gz	CL1_24_dpi_R1.fastq.gz	PRJNA309985	PAIRED	RANDOM PCR	TRANSCRIPTOMIC	RNA-Seq	CL1_24_dpi_R1.fastq.gz	Illumina HiSeq 2500	ILLUMINA	2326968896.0	11519648.0	3702	Arabidopsis thaliana	leaf-23	Illumina HiSeq 2500 sequencing; RNA-Seq for Arabidopsis thaliana-leaf	Arabidopsis thaliana cultivar:columbia Raw sequence reads	Illumina HiSeq 2500 sequencing; RNA-Seq for Arabidopsis thaliana-leaf	leaf-23	6069f36cee87cb27ebe9c66cae08f385;396e5bf302d25ecec29c3050196e8540	670446852;680696906	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/009/SRR3124759/SRR3124759_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/009/SRR3124759/SRR3124759_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/009/SRR3124759/SRR3124759_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/009/SRR3124759/SRR3124759_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/009/SRR3124759/SRR3124759_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/009/SRR3124759/SRR3124759_2.fastq.gz
