SAMEA9786702	ERR6548266	ERX6174456	SAMEA9786702	ERS7465375	PRJEB47134	ERP131388		ERA5864223	ena-RUN-TAB-23-08-2021-15:07:57:245-79	ena-EXPERIMENT-TAB-23-08-2021-15:07:57:244-78	ena-SAMPLE-TAB-23-08-2021-14:58:18:091-3	c66311f7-a35b-4e0a-ac94-aa7bab71d752	PAIRED	Oligo-dT	TRANSCRIPTOMIC	RNA-Seq	A.thaliana Col-0 0.5�M Cu	Illumina NovaSeq 6000	ILLUMINA	6720913200.0	44806088.0	3702	Arabidopsis thaliana	A.thaliana Col-0 0.5�M Cu	Illumina NovaSeq 6000 sequencing	Energy status-promoted growth and development of Arabidopsis require copper deficiency response transcriptional regulator SPL7	Illumina NovaSeq 6000 sequencing	A.thaliana Col-0 0.5�M Cu	777c3050bbf97a7527a9fbc77973d369;3e6d6bcd39e8b137bfed02ae707d4d1c	1577370173;1630356403	ftp.sra.ebi.ac.uk/vol1/fastq/ERR654/006/ERR6548266/ERR6548266_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR654/006/ERR6548266/ERR6548266_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR654/006/ERR6548266/ERR6548266_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR654/006/ERR6548266/ERR6548266_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR654/006/ERR6548266/ERR6548266_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR654/006/ERR6548266/ERR6548266_2.fastq.gz
SAMEA9786703	ERR6548267	ERX6174457	SAMEA9786703	ERS7465376	PRJEB47134	ERP131388		ERA5864223	ena-RUN-TAB-23-08-2021-15:07:57:247-81	ena-EXPERIMENT-TAB-23-08-2021-15:07:57:247-80	ena-SAMPLE-TAB-23-08-2021-14:58:18:091-4	c66311f7-a35b-4e0a-ac94-aa7bab71d752	PAIRED	Oligo-dT	TRANSCRIPTOMIC	RNA-Seq	A.thaliana Col-0 no Cu	Illumina NovaSeq 6000	ILLUMINA	6686308800.0	44575392.0	3702	Arabidopsis thaliana	A.thaliana Col-0 no Cu	Illumina NovaSeq 6000 sequencing	Energy status-promoted growth and development of Arabidopsis require copper deficiency response transcriptional regulator SPL7	Illumina NovaSeq 6000 sequencing	A.thaliana Col-0 no Cu	5166eb1b2d24e9b9fc61da429b02c607;237cf058fb01ce944e97dd7b76a83ef9	1576064416;1620455158	ftp.sra.ebi.ac.uk/vol1/fastq/ERR654/007/ERR6548267/ERR6548267_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR654/007/ERR6548267/ERR6548267_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR654/007/ERR6548267/ERR6548267_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR654/007/ERR6548267/ERR6548267_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR654/007/ERR6548267/ERR6548267_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR654/007/ERR6548267/ERR6548267_2.fastq.gz
SAMEA9786704	ERR6548268	ERX6174458	SAMEA9786704	ERS7465377	PRJEB47134	ERP131388		ERA5864223	ena-RUN-TAB-23-08-2021-15:07:57:248-83	ena-EXPERIMENT-TAB-23-08-2021-15:07:57:248-82	ena-SAMPLE-TAB-23-08-2021-14:58:18:091-5	c66311f7-a35b-4e0a-ac94-aa7bab71d752	PAIRED	Oligo-dT	TRANSCRIPTOMIC	RNA-Seq	A.thaliana Col-0 0.5�M Cu	Illumina NovaSeq 6000	ILLUMINA	8382151200.0	55881008.0	3702	Arabidopsis thaliana	A.thaliana Col-0 0.5�M Cu	Illumina NovaSeq 6000 sequencing	Energy status-promoted growth and development of Arabidopsis require copper deficiency response transcriptional regulator SPL7	Illumina NovaSeq 6000 sequencing	A.thaliana Col-0 0.5�M Cu	d3cb6d8ffacbfff0b3bdfea72a330f1b;5ee15011006c7386043918c828c80d6d	1978541107;2040728745	ftp.sra.ebi.ac.uk/vol1/fastq/ERR654/008/ERR6548268/ERR6548268_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR654/008/ERR6548268/ERR6548268_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR654/008/ERR6548268/ERR6548268_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR654/008/ERR6548268/ERR6548268_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR654/008/ERR6548268/ERR6548268_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR654/008/ERR6548268/ERR6548268_2.fastq.gz
SAMEA9786705	ERR6548269	ERX6174459	SAMEA9786705	ERS7465378	PRJEB47134	ERP131388		ERA5864223	ena-RUN-TAB-23-08-2021-15:07:57:250-85	ena-EXPERIMENT-TAB-23-08-2021-15:07:57:249-84	ena-SAMPLE-TAB-23-08-2021-14:58:18:091-6	c66311f7-a35b-4e0a-ac94-aa7bab71d752	PAIRED	Oligo-dT	TRANSCRIPTOMIC	RNA-Seq	A.thaliana Col-0 no Cu	Illumina NovaSeq 6000	ILLUMINA	6500000100.0	43333334.0	3702	Arabidopsis thaliana	A.thaliana Col-0 no Cu	Illumina NovaSeq 6000 sequencing	Energy status-promoted growth and development of Arabidopsis require copper deficiency response transcriptional regulator SPL7	Illumina NovaSeq 6000 sequencing	A.thaliana Col-0 no Cu	b82f0452885d0a2cd5364ab1178c0624;fdfc47f01c53d60d69b6cfd23bbd6dc9	1493637188;1527399880	ftp.sra.ebi.ac.uk/vol1/fastq/ERR654/009/ERR6548269/ERR6548269_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR654/009/ERR6548269/ERR6548269_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR654/009/ERR6548269/ERR6548269_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR654/009/ERR6548269/ERR6548269_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR654/009/ERR6548269/ERR6548269_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR654/009/ERR6548269/ERR6548269_2.fastq.gz
SAMEA9786706	ERR6548270	ERX6174460	SAMEA9786706	ERS7465379	PRJEB47134	ERP131388		ERA5864223	ena-RUN-TAB-23-08-2021-15:07:57:251-87	ena-EXPERIMENT-TAB-23-08-2021-15:07:57:250-86	ena-SAMPLE-TAB-23-08-2021-14:58:18:091-7	c66311f7-a35b-4e0a-ac94-aa7bab71d752	PAIRED	Oligo-dT	TRANSCRIPTOMIC	RNA-Seq	A.thaliana Col-0 0.5�M Cu	Illumina NovaSeq 6000	ILLUMINA	7742886300.0	51619242.0	3702	Arabidopsis thaliana	A.thaliana Col-0 0.5�M Cu	Illumina NovaSeq 6000 sequencing	Energy status-promoted growth and development of Arabidopsis require copper deficiency response transcriptional regulator SPL7	Illumina NovaSeq 6000 sequencing	A.thaliana Col-0 0.5�M Cu	6a1867bcc9a93a904ba340e1ed52d518;6de76a2871d7024c59bf8342f637abbf	1780688325;1825564575	ftp.sra.ebi.ac.uk/vol1/fastq/ERR654/000/ERR6548270/ERR6548270_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR654/000/ERR6548270/ERR6548270_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR654/000/ERR6548270/ERR6548270_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR654/000/ERR6548270/ERR6548270_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR654/000/ERR6548270/ERR6548270_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR654/000/ERR6548270/ERR6548270_2.fastq.gz
SAMEA9786707	ERR6548271	ERX6174461	SAMEA9786707	ERS7465380	PRJEB47134	ERP131388		ERA5864223	ena-RUN-TAB-23-08-2021-15:07:57:252-89	ena-EXPERIMENT-TAB-23-08-2021-15:07:57:252-88	ena-SAMPLE-TAB-23-08-2021-14:58:18:091-8	c66311f7-a35b-4e0a-ac94-aa7bab71d752	PAIRED	Oligo-dT	TRANSCRIPTOMIC	RNA-Seq	A.thaliana Col-0 no Cu	Illumina NovaSeq 6000	ILLUMINA	7202026800.0	48013512.0	3702	Arabidopsis thaliana	A.thaliana Col-0 no Cu	Illumina NovaSeq 6000 sequencing	Energy status-promoted growth and development of Arabidopsis require copper deficiency response transcriptional regulator SPL7	Illumina NovaSeq 6000 sequencing	A.thaliana Col-0 no Cu	675b4ce3a710a48950eaf145f4b739fe;1530e049d738daa66fc3f0d815816b1e	1741463677;1823186803	ftp.sra.ebi.ac.uk/vol1/fastq/ERR654/001/ERR6548271/ERR6548271_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR654/001/ERR6548271/ERR6548271_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR654/001/ERR6548271/ERR6548271_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR654/001/ERR6548271/ERR6548271_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR654/001/ERR6548271/ERR6548271_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR654/001/ERR6548271/ERR6548271_2.fastq.gz
SAMEA9786708	ERR6548272	ERX6174462	SAMEA9786708	ERS7465381	PRJEB47134	ERP131388		ERA5864223	ena-RUN-TAB-23-08-2021-15:07:57:253-91	ena-EXPERIMENT-TAB-23-08-2021-15:07:57:253-90	ena-SAMPLE-TAB-23-08-2021-14:58:18:091-9	c66311f7-a35b-4e0a-ac94-aa7bab71d752	PAIRED	Oligo-dT	TRANSCRIPTOMIC	RNA-Seq	A.thaliana spl7-1 0.5�M Cu	Illumina NovaSeq 6000	ILLUMINA	6062573400.0	40417156.0	3702	Arabidopsis thaliana	A.thaliana spl7-1 0.5�M Cu	Illumina NovaSeq 6000 sequencing	Energy status-promoted growth and development of Arabidopsis require copper deficiency response transcriptional regulator SPL7	Illumina NovaSeq 6000 sequencing	A.thaliana spl7-1 0.5�M Cu	2be6e26149343d095e0b014f9b19620c;f782dde8e4a3134918c9fe5e7db28328	1396408186;1419104118	ftp.sra.ebi.ac.uk/vol1/fastq/ERR654/002/ERR6548272/ERR6548272_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR654/002/ERR6548272/ERR6548272_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR654/002/ERR6548272/ERR6548272_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR654/002/ERR6548272/ERR6548272_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR654/002/ERR6548272/ERR6548272_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR654/002/ERR6548272/ERR6548272_2.fastq.gz
SAMEA9786709	ERR6548273	ERX6174463	SAMEA9786709	ERS7465382	PRJEB47134	ERP131388		ERA5864223	ena-RUN-TAB-23-08-2021-15:07:57:255-93	ena-EXPERIMENT-TAB-23-08-2021-15:07:57:254-92	ena-SAMPLE-TAB-23-08-2021-14:58:18:092-10	c66311f7-a35b-4e0a-ac94-aa7bab71d752	PAIRED	Oligo-dT	TRANSCRIPTOMIC	RNA-Seq	A.thaliana spl7-1 no Cu	Illumina NovaSeq 6000	ILLUMINA	6860179200.0	45734528.0	3702	Arabidopsis thaliana	A.thaliana spl7-1 no Cu	Illumina NovaSeq 6000 sequencing	Energy status-promoted growth and development of Arabidopsis require copper deficiency response transcriptional regulator SPL7	Illumina NovaSeq 6000 sequencing	A.thaliana spl7-1 no Cu	70c9788719a9b6a8918de9dacbde047d;493401378b3b9cad44df522ec7a002a4	1591155423;1640817459	ftp.sra.ebi.ac.uk/vol1/fastq/ERR654/003/ERR6548273/ERR6548273_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR654/003/ERR6548273/ERR6548273_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR654/003/ERR6548273/ERR6548273_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR654/003/ERR6548273/ERR6548273_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR654/003/ERR6548273/ERR6548273_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR654/003/ERR6548273/ERR6548273_2.fastq.gz
SAMEA9786710	ERR6548274	ERX6174464	SAMEA9786710	ERS7465383	PRJEB47134	ERP131388		ERA5864223	ena-RUN-TAB-23-08-2021-15:07:57:256-95	ena-EXPERIMENT-TAB-23-08-2021-15:07:57:256-94	ena-SAMPLE-TAB-23-08-2021-14:58:18:092-11	c66311f7-a35b-4e0a-ac94-aa7bab71d752	PAIRED	Oligo-dT	TRANSCRIPTOMIC	RNA-Seq	A.thaliana spl7-1 0.5�M Cu	Illumina NovaSeq 6000	ILLUMINA	7449774300.0	49665162.0	3702	Arabidopsis thaliana	A.thaliana spl7-1 0.5�M Cu	Illumina NovaSeq 6000 sequencing	Energy status-promoted growth and development of Arabidopsis require copper deficiency response transcriptional regulator SPL7	Illumina NovaSeq 6000 sequencing	A.thaliana spl7-1 0.5�M Cu	819288c8c2e371db90e6ff67037eddc3;846b2f5c5707449084fae4ba1fda4c86	1719814062;1745015212	ftp.sra.ebi.ac.uk/vol1/fastq/ERR654/004/ERR6548274/ERR6548274_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR654/004/ERR6548274/ERR6548274_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR654/004/ERR6548274/ERR6548274_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR654/004/ERR6548274/ERR6548274_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR654/004/ERR6548274/ERR6548274_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR654/004/ERR6548274/ERR6548274_2.fastq.gz
SAMEA9786711	ERR6548275	ERX6174465	SAMEA9786711	ERS7465384	PRJEB47134	ERP131388		ERA5864223	ena-RUN-TAB-23-08-2021-15:07:57:257-97	ena-EXPERIMENT-TAB-23-08-2021-15:07:57:257-96	ena-SAMPLE-TAB-23-08-2021-14:58:18:092-12	c66311f7-a35b-4e0a-ac94-aa7bab71d752	PAIRED	Oligo-dT	TRANSCRIPTOMIC	RNA-Seq	A.thaliana spl7-1 no Cu	Illumina NovaSeq 6000	ILLUMINA	6735518400.0	44903456.0	3702	Arabidopsis thaliana	A.thaliana spl7-1 no Cu	Illumina NovaSeq 6000 sequencing	Energy status-promoted growth and development of Arabidopsis require copper deficiency response transcriptional regulator SPL7	Illumina NovaSeq 6000 sequencing	A.thaliana spl7-1 no Cu	7e61500041a7ec12c0197bf98d6c3e86;c1ee28905119a35f932f923b064cce8c	1561384526;1580659305	ftp.sra.ebi.ac.uk/vol1/fastq/ERR654/005/ERR6548275/ERR6548275_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR654/005/ERR6548275/ERR6548275_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR654/005/ERR6548275/ERR6548275_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR654/005/ERR6548275/ERR6548275_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR654/005/ERR6548275/ERR6548275_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR654/005/ERR6548275/ERR6548275_2.fastq.gz
SAMEA9786712	ERR6548276	ERX6174466	SAMEA9786712	ERS7465385	PRJEB47134	ERP131388		ERA5864223	ena-RUN-TAB-23-08-2021-15:07:57:259-99	ena-EXPERIMENT-TAB-23-08-2021-15:07:57:258-98	ena-SAMPLE-TAB-23-08-2021-14:58:18:092-13	c66311f7-a35b-4e0a-ac94-aa7bab71d752	PAIRED	Oligo-dT	TRANSCRIPTOMIC	RNA-Seq	A.thaliana spl7-1 0.5�M Cu	Illumina NovaSeq 6000	ILLUMINA	7675164900.0	51167766.0	3702	Arabidopsis thaliana	A.thaliana spl7-1 0.5�M Cu	Illumina NovaSeq 6000 sequencing	Energy status-promoted growth and development of Arabidopsis require copper deficiency response transcriptional regulator SPL7	Illumina NovaSeq 6000 sequencing	A.thaliana spl7-1 0.5�M Cu	07a766c67a50be4e79c605a0d2b31861;7231a24f1ec577b066496163574c09a0	1771829147;1803578242	ftp.sra.ebi.ac.uk/vol1/fastq/ERR654/006/ERR6548276/ERR6548276_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR654/006/ERR6548276/ERR6548276_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR654/006/ERR6548276/ERR6548276_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR654/006/ERR6548276/ERR6548276_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR654/006/ERR6548276/ERR6548276_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR654/006/ERR6548276/ERR6548276_2.fastq.gz
SAMEA9786713	ERR6548277	ERX6174467	SAMEA9786713	ERS7465386	PRJEB47134	ERP131388		ERA5864223	ena-RUN-TAB-23-08-2021-15:07:57:260-101	ena-EXPERIMENT-TAB-23-08-2021-15:07:57:259-100	ena-SAMPLE-TAB-23-08-2021-14:58:18:092-14	c66311f7-a35b-4e0a-ac94-aa7bab71d752	PAIRED	Oligo-dT	TRANSCRIPTOMIC	RNA-Seq	A.thaliana spl7-1 no Cu	Illumina NovaSeq 6000	ILLUMINA	6642639000.0	44284260.0	3702	Arabidopsis thaliana	A.thaliana spl7-1 no Cu	Illumina NovaSeq 6000 sequencing	Energy status-promoted growth and development of Arabidopsis require copper deficiency response transcriptional regulator SPL7	Illumina NovaSeq 6000 sequencing	A.thaliana spl7-1 no Cu	6efd3f0945d9a77bf864cac166fbf02c;beb7b8f872fefa6d3662bcc4a56c6e72	1542400032;1566143358	ftp.sra.ebi.ac.uk/vol1/fastq/ERR654/007/ERR6548277/ERR6548277_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR654/007/ERR6548277/ERR6548277_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR654/007/ERR6548277/ERR6548277_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR654/007/ERR6548277/ERR6548277_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR654/007/ERR6548277/ERR6548277_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR654/007/ERR6548277/ERR6548277_2.fastq.gz
