SAMN16712046	SRR13013815	SRX9464802	SAMN16712046	SRS7676864	PRJNA675711	SRP291837		SRA1156640	Arab_H666-T01_good_1.fq.gz	1	Plant Sample 01	PRJNA675711	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	1	Illumina HiSeq 2500	ILLUMINA	9099112696	30411331	3702	Arabidopsis thaliana	0-1	Illumina HiSeq 2500 sequencing; Arabidopsis thaliana leaves	Transcriptome and metabolome analyses reveal the pivotal role of hydrogen sulfide in promoting submergence tolerance in Arabidopsis	Illumina HiSeq 2500 sequencing; Arabidopsis thaliana leaves	Dark Submergence 0 h	c4cebbbe74a0cc98c4f7eff51bcb744f;07554cd2e606de4f30f78ed7b378ebda	2332914992;2614291462	ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/015/SRR13013815/SRR13013815_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/015/SRR13013815/SRR13013815_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/015/SRR13013815/SRR13013815_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/015/SRR13013815/SRR13013815_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR130/015/SRR13013815/SRR13013815_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR130/015/SRR13013815/SRR13013815_2.fastq.gz
SAMN16712047	SRR13013814	SRX9464803	SAMN16712047	SRS7676865	PRJNA675711	SRP291837		SRA1156640	Arab_H666-T02_good_1.fq.gz	2	Plant Sample 03	PRJNA675711	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	2	Illumina HiSeq 2500	ILLUMINA	8622630020	28817543	3702	Arabidopsis thaliana	0-3	Illumina HiSeq 2500 sequencing; Arabidopsis thaliana leaves	Transcriptome and metabolome analyses reveal the pivotal role of hydrogen sulfide in promoting submergence tolerance in Arabidopsis	Illumina HiSeq 2500 sequencing; Arabidopsis thaliana leaves	Dark Submergence 0 h	d7e6605d76db52268e92dd67a0ac5a9a;8e82c30b206a64367fc8d2d4da04f19d	2204803030;2445523802	ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/014/SRR13013814/SRR13013814_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/014/SRR13013814/SRR13013814_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/014/SRR13013814/SRR13013814_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/014/SRR13013814/SRR13013814_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR130/014/SRR13013814/SRR13013814_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR130/014/SRR13013814/SRR13013814_2.fastq.gz
SAMN16712048	SRR13013803	SRX9464814	SAMN16712048	SRS7676876	PRJNA675711	SRP291837		SRA1156640	Arab_H666-T03_good_1.fq.gz	3	Plant Sample 04	PRJNA675711	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	3	Illumina HiSeq 2500	ILLUMINA	8571446458	28653034	3702	Arabidopsis thaliana	0-4	Illumina HiSeq 2500 sequencing; Arabidopsis thaliana leaves	Transcriptome and metabolome analyses reveal the pivotal role of hydrogen sulfide in promoting submergence tolerance in Arabidopsis	Illumina HiSeq 2500 sequencing; Arabidopsis thaliana leaves	Dark Submergence 0 h	dc41ead435fbc64eedda81ef8a04fa1e;2a1ddcec607d2ff8ae905027d0c07781	2193102403;2435022372	ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/003/SRR13013803/SRR13013803_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/003/SRR13013803/SRR13013803_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/003/SRR13013803/SRR13013803_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/003/SRR13013803/SRR13013803_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR130/003/SRR13013803/SRR13013803_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR130/003/SRR13013803/SRR13013803_2.fastq.gz
SAMN16712049	SRR13013798	SRX9464819	SAMN16712049	SRS7676881	PRJNA675711	SRP291837		SRA1156640	Arab_H666-T04_good_1.fq.gz	4	Plant Sample 05	PRJNA675711	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	4	Illumina HiSeq 2500	ILLUMINA	10414730148	34831795	3702	Arabidopsis thaliana	0-5	Illumina HiSeq 2500 sequencing; Arabidopsis thaliana leaves	Transcriptome and metabolome analyses reveal the pivotal role of hydrogen sulfide in promoting submergence tolerance in Arabidopsis	Illumina HiSeq 2500 sequencing; Arabidopsis thaliana leaves	Dark Submergence 0 h and H2S	0417b84be7536204834d3eb6a3071945;6dfcd44c88875405d100d63132c6437d	2667589207;2970249999	ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/098/SRR13013798/SRR13013798_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/098/SRR13013798/SRR13013798_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/098/SRR13013798/SRR13013798_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/098/SRR13013798/SRR13013798_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR130/098/SRR13013798/SRR13013798_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR130/098/SRR13013798/SRR13013798_2.fastq.gz
SAMN16712050	SRR13013797	SRX9464820	SAMN16712050	SRS7676882	PRJNA675711	SRP291837		SRA1156640	Arab_H666-T05_good_1.fq.gz	5	Plant Sample 06	PRJNA675711	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	5	Illumina HiSeq 2500	ILLUMINA	8521021818	28473703	3702	Arabidopsis thaliana	0-6	Illumina HiSeq 2500 sequencing; Arabidopsis thaliana leaves	Transcriptome and metabolome analyses reveal the pivotal role of hydrogen sulfide in promoting submergence tolerance in Arabidopsis	Illumina HiSeq 2500 sequencing; Arabidopsis thaliana leaves	Dark Submergence 0 h and H2S	2b6acb223160cd61567b7b3704b4b15b;dcb87ec5d8b23747c608ea34e6741f36	2178003614;2437178082	ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/097/SRR13013797/SRR13013797_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/097/SRR13013797/SRR13013797_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/097/SRR13013797/SRR13013797_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/097/SRR13013797/SRR13013797_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR130/097/SRR13013797/SRR13013797_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR130/097/SRR13013797/SRR13013797_2.fastq.gz
SAMN16712051	SRR13013796	SRX9464821	SAMN16712051	SRS7676883	PRJNA675711	SRP291837		SRA1156640	Arab_H666-T06_good_1.fq.gz	6	Plant Sample 07	PRJNA675711	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	6	Illumina HiSeq 2500	ILLUMINA	9229505374	30852725	3702	Arabidopsis thaliana	0-7	Illumina HiSeq 2500 sequencing; Arabidopsis thaliana leaves	Transcriptome and metabolome analyses reveal the pivotal role of hydrogen sulfide in promoting submergence tolerance in Arabidopsis	Illumina HiSeq 2500 sequencing; Arabidopsis thaliana leaves	Dark Submergence 0 h and H2S	12772cb5e22fab616cc7f3acefdd694a;732822bfbe34ba898b88052cfc4a9a1c	2355032414;2620294283	ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/096/SRR13013796/SRR13013796_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/096/SRR13013796/SRR13013796_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/096/SRR13013796/SRR13013796_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/096/SRR13013796/SRR13013796_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR130/096/SRR13013796/SRR13013796_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR130/096/SRR13013796/SRR13013796_2.fastq.gz
SAMN16712058	SRR13013811	SRX9464806	SAMN16712058	SRS7676868	PRJNA675711	SRP291837		SRA1156640	Arab_H666-T13_good_1.fq.gz	13	Plant Sample 242	PRJNA675711	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	13	Illumina HiSeq 2500	ILLUMINA	6138798968	20517249	3702	Arabidopsis thaliana	24-2	Illumina HiSeq 2500 sequencing; Arabidopsis thaliana leaves	Transcriptome and metabolome analyses reveal the pivotal role of hydrogen sulfide in promoting submergence tolerance in Arabidopsis	Illumina HiSeq 2500 sequencing; Arabidopsis thaliana leaves	Dark Submergence 24 h	e47f74278b97966a164d8cf983c78520;25c87bc22ab98cec886ba4fa7f6567c7	1594953107;1782255608	ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/011/SRR13013811/SRR13013811_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/011/SRR13013811/SRR13013811_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/011/SRR13013811/SRR13013811_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/011/SRR13013811/SRR13013811_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR130/011/SRR13013811/SRR13013811_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR130/011/SRR13013811/SRR13013811_2.fastq.gz
SAMN16712059	SRR13013810	SRX9464807	SAMN16712059	SRS7676869	PRJNA675711	SRP291837		SRA1156640	Arab_H666-T14_good_1.fq.gz	14	Plant Sample 243	PRJNA675711	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	14	Illumina HiSeq 2500	ILLUMINA	9990004470	33375145	3702	Arabidopsis thaliana	24-3	Illumina HiSeq 2500 sequencing; Arabidopsis thaliana leaves	Transcriptome and metabolome analyses reveal the pivotal role of hydrogen sulfide in promoting submergence tolerance in Arabidopsis	Illumina HiSeq 2500 sequencing; Arabidopsis thaliana leaves	Dark Submergence 24 h	5779dac86e1de6d38dfabd4b1d214b49;024b5af0e028472f17eff5e55dff4943	2586243949;2881019221	ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/010/SRR13013810/SRR13013810_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/010/SRR13013810/SRR13013810_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/010/SRR13013810/SRR13013810_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/010/SRR13013810/SRR13013810_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR130/010/SRR13013810/SRR13013810_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR130/010/SRR13013810/SRR13013810_2.fastq.gz
SAMN16712060	SRR13013809	SRX9464808	SAMN16712060	SRS7676870	PRJNA675711	SRP291837		SRA1156640	Arab_H666-T15_good_1.fq.gz	15	Plant Sample 244	PRJNA675711	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	15	Illumina HiSeq 2500	ILLUMINA	6564843414	21935028	3702	Arabidopsis thaliana	24-4	Illumina HiSeq 2500 sequencing; Arabidopsis thaliana leaves	Transcriptome and metabolome analyses reveal the pivotal role of hydrogen sulfide in promoting submergence tolerance in Arabidopsis	Illumina HiSeq 2500 sequencing; Arabidopsis thaliana leaves	Dark Submergence 24 h	5543d26b15603dd77c8747edc359e60a;8286aec35c917730ddccf6e7a0b13574	1722734115;1923845519	ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/009/SRR13013809/SRR13013809_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/009/SRR13013809/SRR13013809_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/009/SRR13013809/SRR13013809_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/009/SRR13013809/SRR13013809_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR130/009/SRR13013809/SRR13013809_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR130/009/SRR13013809/SRR13013809_2.fastq.gz
SAMN16712061	SRR13013808	SRX9464809	SAMN16712061	SRS7676871	PRJNA675711	SRP291837		SRA1156640	Arab_H666-T16_good_1.fq.gz	16	Plant Sample 246	PRJNA675711	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	16	Illumina HiSeq 2500	ILLUMINA	8608193198	28820611	3702	Arabidopsis thaliana	24-6	Illumina HiSeq 2500 sequencing; Arabidopsis thaliana leaves	Transcriptome and metabolome analyses reveal the pivotal role of hydrogen sulfide in promoting submergence tolerance in Arabidopsis	Illumina HiSeq 2500 sequencing; Arabidopsis thaliana leaves	Dark Submergence 24 h and H2S	5192dc2ad1c89a9594c06ce710e96ff6;23c0a1a77b9dba543b79ce8d03d79a1f	2234018504;2484316493	ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/008/SRR13013808/SRR13013808_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/008/SRR13013808/SRR13013808_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/008/SRR13013808/SRR13013808_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/008/SRR13013808/SRR13013808_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR130/008/SRR13013808/SRR13013808_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR130/008/SRR13013808/SRR13013808_2.fastq.gz
