SAMN22022602	SRR16174745	SRX12459374	SAMN22022602	SRS10425226	PRJNA768276	SRP339822	PRJNA9506	SRA1304957	GSM5608442_r1	GSM5608442_r1	GSM5608442	GSE185225	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	GSM5608442	NextSeq 500	ILLUMINA	3117306272	41308228	3702	Arabidopsis thaliana	hot1-4 RT rep1	NextSeq 500 sequencing; GSM5608442: hot1-4 RT rep1; Arabidopsis thaliana; RNA-Seq	Transcriptomics study of a temperature sensitive mutant (E170K, shot2) in CstF77, a subunit of 3' end mRNA maturation complex in Arabidopsis thaliana	NextSeq 500 sequencing; GSM5608442: hot1-4 RT rep1; Arabidopsis thaliana; RNA-Seq	hot1-4 RT rep1	34ddcfb9ed6b480a6fca6634ea4c92ce	1293300323	ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/045/SRR16174745/SRR16174745.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/045/SRR16174745/SRR16174745.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR161/045/SRR16174745/SRR16174745.fastq.gz
SAMN22022601	SRR16174744	SRX12459375	SAMN22022601	SRS10425227	PRJNA768276	SRP339822	PRJNA9506	SRA1304957	GSM5608443_r1	GSM5608443_r1	GSM5608443	GSE185225	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	GSM5608443	NextSeq 500	ILLUMINA	3083330036	40829224	3702	Arabidopsis thaliana	hot1-4 RT rep2	NextSeq 500 sequencing; GSM5608443: hot1-4 RT rep2; Arabidopsis thaliana; RNA-Seq	Transcriptomics study of a temperature sensitive mutant (E170K, shot2) in CstF77, a subunit of 3' end mRNA maturation complex in Arabidopsis thaliana	NextSeq 500 sequencing; GSM5608443: hot1-4 RT rep2; Arabidopsis thaliana; RNA-Seq	hot1-4 RT rep2	db4e19b86f24c5cbd8f1a3c1c8cd1e2a	1379683589	ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/044/SRR16174744/SRR16174744.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/044/SRR16174744/SRR16174744.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR161/044/SRR16174744/SRR16174744.fastq.gz
SAMN22022600	SRR16174743	SRX12459376	SAMN22022600	SRS10425228	PRJNA768276	SRP339822	PRJNA9506	SRA1304957	GSM5608444_r1	GSM5608444_r1	GSM5608444	GSE185225	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	GSM5608444	NextSeq 500	ILLUMINA	3376923981	44710831	3702	Arabidopsis thaliana	hot1-4 RT rep3	NextSeq 500 sequencing; GSM5608444: hot1-4 RT rep3; Arabidopsis thaliana; RNA-Seq	Transcriptomics study of a temperature sensitive mutant (E170K, shot2) in CstF77, a subunit of 3' end mRNA maturation complex in Arabidopsis thaliana	NextSeq 500 sequencing; GSM5608444: hot1-4 RT rep3; Arabidopsis thaliana; RNA-Seq	hot1-4 RT rep3	567859600210e0dda544573b93b3feb3	1456662680	ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/043/SRR16174743/SRR16174743.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/043/SRR16174743/SRR16174743.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR161/043/SRR16174743/SRR16174743.fastq.gz
SAMN22022599	SRR16174742	SRX12459377	SAMN22022599	SRS10425229	PRJNA768276	SRP339822	PRJNA9506	SRA1304957	GSM5608445_r1	GSM5608445_r1	GSM5608445	GSE185225	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	GSM5608445	NextSeq 500	ILLUMINA	3077154402	40764829	3702	Arabidopsis thaliana	hot1-4 shot2 RT rep1	NextSeq 500 sequencing; GSM5608445: hot1-4 shot2 RT rep1; Arabidopsis thaliana; RNA-Seq	Transcriptomics study of a temperature sensitive mutant (E170K, shot2) in CstF77, a subunit of 3' end mRNA maturation complex in Arabidopsis thaliana	NextSeq 500 sequencing; GSM5608445: hot1-4 shot2 RT rep1; Arabidopsis thaliana; RNA-Seq	hot1-4 shot2 RT rep1	42f99fd240bcd3f3b8eae231248b5d8c	1307473007	ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/042/SRR16174742/SRR16174742.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/042/SRR16174742/SRR16174742.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR161/042/SRR16174742/SRR16174742.fastq.gz
SAMN22022598	SRR16174740	SRX12459378	SAMN22022598	SRS10425230	PRJNA768276	SRP339822	PRJNA9506	SRA1304957	GSM5608446_r1	GSM5608446_r1	GSM5608446	GSE185225	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	GSM5608446	NextSeq 500	ILLUMINA	3238670513	42875629	3702	Arabidopsis thaliana	hot1-4 shot2 RT rep2	NextSeq 500 sequencing; GSM5608446: hot1-4 shot2 RT rep2; Arabidopsis thaliana; RNA-Seq	Transcriptomics study of a temperature sensitive mutant (E170K, shot2) in CstF77, a subunit of 3' end mRNA maturation complex in Arabidopsis thaliana	NextSeq 500 sequencing; GSM5608446: hot1-4 shot2 RT rep2; Arabidopsis thaliana; RNA-Seq	hot1-4 shot2 RT rep2	97b3f94dcfbfc348866b238b57f89c27	1400823538	ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/040/SRR16174740/SRR16174740.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/040/SRR16174740/SRR16174740.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR161/040/SRR16174740/SRR16174740.fastq.gz
SAMN22022597	SRR16174739	SRX12459379	SAMN22022597	SRS10425231	PRJNA768276	SRP339822	PRJNA9506	SRA1304957	GSM5608447_r1	GSM5608447_r1	GSM5608447	GSE185225	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	GSM5608447	NextSeq 500	ILLUMINA	3337337030	44178341	3702	Arabidopsis thaliana	hot1-4 shot2 RT rep3	NextSeq 500 sequencing; GSM5608447: hot1-4 shot2 RT rep3; Arabidopsis thaliana; RNA-Seq	Transcriptomics study of a temperature sensitive mutant (E170K, shot2) in CstF77, a subunit of 3' end mRNA maturation complex in Arabidopsis thaliana	NextSeq 500 sequencing; GSM5608447: hot1-4 shot2 RT rep3; Arabidopsis thaliana; RNA-Seq	hot1-4 shot2 RT rep3	4cab6e9db2f8c56a1fc7789eb9da2ce1	1411018432	ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/039/SRR16174739/SRR16174739.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/039/SRR16174739/SRR16174739.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR161/039/SRR16174739/SRR16174739.fastq.gz
SAMN22022596	SRR16174738	SRX12459380	SAMN22022596	SRS10425232	PRJNA768276	SRP339822	PRJNA9506	SRA1304957	GSM5608448_r1	GSM5608448_r1	GSM5608448	GSE185225	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	GSM5608448	NextSeq 500	ILLUMINA	3184124727	42155361	3702	Arabidopsis thaliana	hot1-4 Heat rep1	NextSeq 500 sequencing; GSM5608448: hot1-4 Heat rep1; Arabidopsis thaliana; RNA-Seq	Transcriptomics study of a temperature sensitive mutant (E170K, shot2) in CstF77, a subunit of 3' end mRNA maturation complex in Arabidopsis thaliana	NextSeq 500 sequencing; GSM5608448: hot1-4 Heat rep1; Arabidopsis thaliana; RNA-Seq	hot1-4 Heat rep1	ff2795ecdb9769c21b016418702672ab	1346882427	ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/038/SRR16174738/SRR16174738.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/038/SRR16174738/SRR16174738.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR161/038/SRR16174738/SRR16174738.fastq.gz
SAMN22022595	SRR16174741	SRX12459381	SAMN22022595	SRS10425233	PRJNA768276	SRP339822	PRJNA9506	SRA1304957	GSM5608449_r1	GSM5608449_r1	GSM5608449	GSE185225	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	GSM5608449	NextSeq 500	ILLUMINA	2794510416	37000207	3702	Arabidopsis thaliana	hot1-4 Heat rep2	NextSeq 500 sequencing; GSM5608449: hot1-4 Heat rep2; Arabidopsis thaliana; RNA-Seq	Transcriptomics study of a temperature sensitive mutant (E170K, shot2) in CstF77, a subunit of 3' end mRNA maturation complex in Arabidopsis thaliana	NextSeq 500 sequencing; GSM5608449: hot1-4 Heat rep2; Arabidopsis thaliana; RNA-Seq	hot1-4 Heat rep2	acf19430933eb505204cfcb6529e45b5	1160943352	ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/041/SRR16174741/SRR16174741.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/041/SRR16174741/SRR16174741.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR161/041/SRR16174741/SRR16174741.fastq.gz
SAMN22022594	SRR16174737	SRX12459382	SAMN22022594	SRS10425234	PRJNA768276	SRP339822	PRJNA9506	SRA1304957	GSM5608450_r1	GSM5608450_r1	GSM5608450	GSE185225	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	GSM5608450	NextSeq 500	ILLUMINA	2765208611	36607688	3702	Arabidopsis thaliana	hot1-4 Heat rep3	NextSeq 500 sequencing; GSM5608450: hot1-4 Heat rep3; Arabidopsis thaliana; RNA-Seq	Transcriptomics study of a temperature sensitive mutant (E170K, shot2) in CstF77, a subunit of 3' end mRNA maturation complex in Arabidopsis thaliana	NextSeq 500 sequencing; GSM5608450: hot1-4 Heat rep3; Arabidopsis thaliana; RNA-Seq	hot1-4 Heat rep3	fc6797eb8857461be2d7d0e281e95633	1163853487	ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/037/SRR16174737/SRR16174737.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/037/SRR16174737/SRR16174737.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR161/037/SRR16174737/SRR16174737.fastq.gz
SAMN22022593	SRR16174736	SRX12459383	SAMN22022593	SRS10425235	PRJNA768276	SRP339822	PRJNA9506	SRA1304957	GSM5608451_r1	GSM5608451_r1	GSM5608451	GSE185225	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	GSM5608451	NextSeq 500	ILLUMINA	3346406598	44309012	3702	Arabidopsis thaliana	hot1-4 shot2 Heat rep1	NextSeq 500 sequencing; GSM5608451: hot1-4 shot2 Heat rep1; Arabidopsis thaliana; RNA-Seq	Transcriptomics study of a temperature sensitive mutant (E170K, shot2) in CstF77, a subunit of 3' end mRNA maturation complex in Arabidopsis thaliana	NextSeq 500 sequencing; GSM5608451: hot1-4 shot2 Heat rep1; Arabidopsis thaliana; RNA-Seq	hot1-4 shot2 Heat rep1	393dcc8418b68e3687e67f6d39f23118	1365306964	ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/036/SRR16174736/SRR16174736.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/036/SRR16174736/SRR16174736.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR161/036/SRR16174736/SRR16174736.fastq.gz
SAMN22022592	SRR16174735	SRX12459384	SAMN22022592	SRS10425236	PRJNA768276	SRP339822	PRJNA9506	SRA1304957	GSM5608452_r1	GSM5608452_r1	GSM5608452	GSE185225	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	GSM5608452	NextSeq 500	ILLUMINA	3476399282	46030084	3702	Arabidopsis thaliana	hot1-4 shot2 Heat rep2	NextSeq 500 sequencing; GSM5608452: hot1-4 shot2 Heat rep2; Arabidopsis thaliana; RNA-Seq	Transcriptomics study of a temperature sensitive mutant (E170K, shot2) in CstF77, a subunit of 3' end mRNA maturation complex in Arabidopsis thaliana	NextSeq 500 sequencing; GSM5608452: hot1-4 shot2 Heat rep2; Arabidopsis thaliana; RNA-Seq	hot1-4 shot2 Heat rep2	1275b70da52301df9c1e252d4ce4a13f	1414978111	ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/035/SRR16174735/SRR16174735.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/035/SRR16174735/SRR16174735.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR161/035/SRR16174735/SRR16174735.fastq.gz
