SAMN11052358	SRR8667484	SRX5463554	SAMN11052358	SRS4437348	PRJNA525452	SRP187477	PRJNA9506	SRA856007	GSM3639336_r1	GSM3639336	GSM3639336	GSE127819	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2500	ILLUMINA	4681287324	18576537	3702	Arabidopsis thaliana	Col-0_0h_rep 1	Illumina HiSeq 2500 sequencing; GSM3639336: Col-0_0h_rep 1; Arabidopsis thaliana; RNA-Seq	A role for PICKLE in the regulation of cold stress response in Arabidopsis	Illumina HiSeq 2500 sequencing; GSM3639336: Col-0_0h_rep 1; Arabidopsis thaliana; RNA-Seq	Col-0_0h_rep 1	c1901e1900b880f6f87b51b7cfb15ebd;e62f565143f6b5d97d29a321d35ecfb5	1179393664;1262414208	ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/004/SRR8667484/SRR8667484_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/004/SRR8667484/SRR8667484_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/004/SRR8667484/SRR8667484_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/004/SRR8667484/SRR8667484_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR866/004/SRR8667484/SRR8667484_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR866/004/SRR8667484/SRR8667484_2.fastq.gz
SAMN11052357	SRR8667485	SRX5463555	SAMN11052357	SRS4437349	PRJNA525452	SRP187477	PRJNA9506	SRA856007	GSM3639337_r1	GSM3639337	GSM3639337	GSE127819	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2500	ILLUMINA	3957812208	15705604	3702	Arabidopsis thaliana	Col-0_0h_rep2	Illumina HiSeq 2500 sequencing; GSM3639337: Col-0_0h_rep2; Arabidopsis thaliana; RNA-Seq	A role for PICKLE in the regulation of cold stress response in Arabidopsis	Illumina HiSeq 2500 sequencing; GSM3639337: Col-0_0h_rep2; Arabidopsis thaliana; RNA-Seq	Col-0_0h_rep2	d3ad4741999c39d68cd942bb47ee7595;9f39f3cebc7ee9c7101bb358aebb1d30	1002897844;1042205730	ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/005/SRR8667485/SRR8667485_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/005/SRR8667485/SRR8667485_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/005/SRR8667485/SRR8667485_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/005/SRR8667485/SRR8667485_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR866/005/SRR8667485/SRR8667485_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR866/005/SRR8667485/SRR8667485_2.fastq.gz
SAMN11052356	SRR8667486	SRX5463556	SAMN11052356	SRS4437350	PRJNA525452	SRP187477	PRJNA9506	SRA856007	GSM3639338_r1	GSM3639338	GSM3639338	GSE127819	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2500	ILLUMINA	6209851788	24642269	3702	Arabidopsis thaliana	Col-0_0h_rep3	Illumina HiSeq 2500 sequencing; GSM3639338: Col-0_0h_rep3; Arabidopsis thaliana; RNA-Seq	A role for PICKLE in the regulation of cold stress response in Arabidopsis	Illumina HiSeq 2500 sequencing; GSM3639338: Col-0_0h_rep3; Arabidopsis thaliana; RNA-Seq	Col-0_0h_rep3	d7253958a0391b90ad6f6c051464fc1b;39454a5cb5ffb864eb6b541651cc5423	1596493775;1713231322	ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/006/SRR8667486/SRR8667486_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/006/SRR8667486/SRR8667486_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/006/SRR8667486/SRR8667486_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/006/SRR8667486/SRR8667486_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR866/006/SRR8667486/SRR8667486_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR866/006/SRR8667486/SRR8667486_2.fastq.gz
SAMN11052355	SRR8667487	SRX5463557	SAMN11052355	SRS4437351	PRJNA525452	SRP187477	PRJNA9506	SRA856007	GSM3639339_r1	GSM3639339	GSM3639339	GSE127819	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2500	ILLUMINA	3755240244	14901747	3702	Arabidopsis thaliana	Col-0_3h_rep1	Illumina HiSeq 2500 sequencing; GSM3639339: Col-0_3h_rep1; Arabidopsis thaliana; RNA-Seq	A role for PICKLE in the regulation of cold stress response in Arabidopsis	Illumina HiSeq 2500 sequencing; GSM3639339: Col-0_3h_rep1; Arabidopsis thaliana; RNA-Seq	Col-0_3h_rep1	9b5dd72efa114f0731b7a284fcf4dcd8;f40e35f9c0c00b9ef39de02e7e85b7ca	947092406;1004811007	ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/007/SRR8667487/SRR8667487_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/007/SRR8667487/SRR8667487_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/007/SRR8667487/SRR8667487_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/007/SRR8667487/SRR8667487_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR866/007/SRR8667487/SRR8667487_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR866/007/SRR8667487/SRR8667487_2.fastq.gz
SAMN11052354	SRR8667488	SRX5463558	SAMN11052354	SRS4437352	PRJNA525452	SRP187477	PRJNA9506	SRA856007	GSM3639340_r1	GSM3639340	GSM3639340	GSE127819	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2500	ILLUMINA	4957198092	19671421	3702	Arabidopsis thaliana	Col-0_3h_rep2	Illumina HiSeq 2500 sequencing; GSM3639340: Col-0_3h_rep2; Arabidopsis thaliana; RNA-Seq	A role for PICKLE in the regulation of cold stress response in Arabidopsis	Illumina HiSeq 2500 sequencing; GSM3639340: Col-0_3h_rep2; Arabidopsis thaliana; RNA-Seq	Col-0_3h_rep2	1bb194f9d6fb2fc5d522be3234bffd5d;c35bc600252a6904f460d59713ea0524	1268964162;1333443627	ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/008/SRR8667488/SRR8667488_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/008/SRR8667488/SRR8667488_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/008/SRR8667488/SRR8667488_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/008/SRR8667488/SRR8667488_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR866/008/SRR8667488/SRR8667488_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR866/008/SRR8667488/SRR8667488_2.fastq.gz
SAMN11052353	SRR8667489	SRX5463559	SAMN11052353	SRS4437353	PRJNA525452	SRP187477	PRJNA9506	SRA856007	GSM3639341_r1	GSM3639341	GSM3639341	GSE127819	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2500	ILLUMINA	4882661280	19375640	3702	Arabidopsis thaliana	Col-0_3h_rep3	Illumina HiSeq 2500 sequencing; GSM3639341: Col-0_3h_rep3; Arabidopsis thaliana; RNA-Seq	A role for PICKLE in the regulation of cold stress response in Arabidopsis	Illumina HiSeq 2500 sequencing; GSM3639341: Col-0_3h_rep3; Arabidopsis thaliana; RNA-Seq	Col-0_3h_rep3	97c2b409b4d5460b9d8a5f25f90e7bbc;d6d877b8e9b57ae2e2046ebd861ce191	1253436996;1345427831	ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/009/SRR8667489/SRR8667489_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/009/SRR8667489/SRR8667489_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/009/SRR8667489/SRR8667489_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/009/SRR8667489/SRR8667489_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR866/009/SRR8667489/SRR8667489_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR866/009/SRR8667489/SRR8667489_2.fastq.gz
SAMN11052352	SRR8667490	SRX5463560	SAMN11052352	SRS4437354	PRJNA525452	SRP187477	PRJNA9506	SRA856007	GSM3639342_r1	GSM3639342	GSM3639342	GSE127819	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2500	ILLUMINA	2468902968	9797234	3702	Arabidopsis thaliana	Col-0_24h_rep1	Illumina HiSeq 2500 sequencing; GSM3639342: Col-0_24h_rep1; Arabidopsis thaliana; RNA-Seq	A role for PICKLE in the regulation of cold stress response in Arabidopsis	Illumina HiSeq 2500 sequencing; GSM3639342: Col-0_24h_rep1; Arabidopsis thaliana; RNA-Seq	Col-0_24h_rep1	6df94f9a9c2595ce48b644e4b181eb68;3d61b69acfa1e960d84b201b664a9c6d	680887666;689148594	ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/000/SRR8667490/SRR8667490_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/000/SRR8667490/SRR8667490_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/000/SRR8667490/SRR8667490_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/000/SRR8667490/SRR8667490_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR866/000/SRR8667490/SRR8667490_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR866/000/SRR8667490/SRR8667490_2.fastq.gz
SAMN11052352	SRR8667491	SRX5463560	SAMN11052352	SRS4437354	PRJNA525452	SRP187477	PRJNA9506	SRA856007	GSM3639342_r2	GSM3639342	GSM3639342	GSE127819	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2500	ILLUMINA	2943583524	11680887	3702	Arabidopsis thaliana	Col-0_24h_rep1	Illumina HiSeq 2500 sequencing; GSM3639342: Col-0_24h_rep1; Arabidopsis thaliana; RNA-Seq	A role for PICKLE in the regulation of cold stress response in Arabidopsis	Illumina HiSeq 2500 sequencing; GSM3639342: Col-0_24h_rep1; Arabidopsis thaliana; RNA-Seq	Col-0_24h_rep1	945378ee38d0b45e219bf4401c24e273;8b5530ef417696373c3c46fe79aa5aa8	748054283;763682890	ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/001/SRR8667491/SRR8667491_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/001/SRR8667491/SRR8667491_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/001/SRR8667491/SRR8667491_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/001/SRR8667491/SRR8667491_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR866/001/SRR8667491/SRR8667491_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR866/001/SRR8667491/SRR8667491_2.fastq.gz
SAMN11052351	SRR8667492	SRX5463561	SAMN11052351	SRS4437355	PRJNA525452	SRP187477	PRJNA9506	SRA856007	GSM3639343_r1	GSM3639343	GSM3639343	GSE127819	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2500	ILLUMINA	5155713360	20459180	3702	Arabidopsis thaliana	Col-0_24h_rep2	Illumina HiSeq 2500 sequencing; GSM3639343: Col-0_24h_rep2; Arabidopsis thaliana; RNA-Seq	A role for PICKLE in the regulation of cold stress response in Arabidopsis	Illumina HiSeq 2500 sequencing; GSM3639343: Col-0_24h_rep2; Arabidopsis thaliana; RNA-Seq	Col-0_24h_rep2	9c39565dc44aab099c55af8447a02c40;b2cf3adaa3e1d63863c0dfea3c9bb196	1328838575;1394905208	ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/002/SRR8667492/SRR8667492_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/002/SRR8667492/SRR8667492_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/002/SRR8667492/SRR8667492_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/002/SRR8667492/SRR8667492_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR866/002/SRR8667492/SRR8667492_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR866/002/SRR8667492/SRR8667492_2.fastq.gz
SAMN11052350	SRR8667493	SRX5463562	SAMN11052350	SRS4437356	PRJNA525452	SRP187477	PRJNA9506	SRA856007	GSM3639344_r1	GSM3639344	GSM3639344	GSE127819	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2500	ILLUMINA	5868139788	23286269	3702	Arabidopsis thaliana	Col-0_24h_rep3	Illumina HiSeq 2500 sequencing; GSM3639344: Col-0_24h_rep3; Arabidopsis thaliana; RNA-Seq	A role for PICKLE in the regulation of cold stress response in Arabidopsis	Illumina HiSeq 2500 sequencing; GSM3639344: Col-0_24h_rep3; Arabidopsis thaliana; RNA-Seq	Col-0_24h_rep3	7807c42c5064dc74f9c9b98d5b8855c7;06d8d54a80dcf1ee5d9b890891d04e15	1442802231;1534961564	ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/003/SRR8667493/SRR8667493_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/003/SRR8667493/SRR8667493_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/003/SRR8667493/SRR8667493_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/003/SRR8667493/SRR8667493_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR866/003/SRR8667493/SRR8667493_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR866/003/SRR8667493/SRR8667493_2.fastq.gz
