SAMEA5330713	ERR3148539	ERX3177481	SAMEA5330713	ERS3136906	PRJEB31094	ERP113608		ERA1736455	webin-reads-CE4_1_1	webin-reads-CE4_1_1	CE4_1	ena-STUDY-RWTH Aachen-05-02-2019-14:32:56:536-63	PAIRED	PolyA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 1000	ILLUMINA	889898592.0	8724496.0	3702	Arabidopsis thaliana	Arabidopsis	Illumina HiSeq 1000 paired end sequencing; Raw reads: CE4_1_1	Transcriptional Response of Arabidopsis thaliana to Fluctuating Light	Illumina HiSeq 1000 paired end sequencing; Raw reads: CE4_1_1	Arabidopsis	0328b28bc60c726ba55bf30bb96b4383;42e2ece694311fb7dd8fa5056951784d	413423138;419875086	ftp.sra.ebi.ac.uk/vol1/fastq/ERR314/009/ERR3148539/ERR3148539_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR314/009/ERR3148539/ERR3148539_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR314/009/ERR3148539/ERR3148539_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR314/009/ERR3148539/ERR3148539_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR314/009/ERR3148539/ERR3148539_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR314/009/ERR3148539/ERR3148539_2.fastq.gz
SAMEA5330713	ERR3148540	ERX3177482	SAMEA5330713	ERS3136906	PRJEB31094	ERP113608		ERA1736457	webin-reads-CE4_1_2	webin-reads-CE4_1_2	CE4_1	ena-STUDY-RWTH Aachen-05-02-2019-14:32:56:536-63	PAIRED	PolyA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 1000	ILLUMINA	877527726.0	8603213.0	3702	Arabidopsis thaliana	Arabidopsis	Illumina HiSeq 1000 paired end sequencing; Raw reads: CE4_1_2	Transcriptional Response of Arabidopsis thaliana to Fluctuating Light	Illumina HiSeq 1000 paired end sequencing; Raw reads: CE4_1_2	Arabidopsis	e1875a5076ab22b9b3d4640aad1080a4;0f51fed259e2ac41724f542d292c07d6	404718640;411508357	ftp.sra.ebi.ac.uk/vol1/fastq/ERR314/000/ERR3148540/ERR3148540_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR314/000/ERR3148540/ERR3148540_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR314/000/ERR3148540/ERR3148540_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR314/000/ERR3148540/ERR3148540_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR314/000/ERR3148540/ERR3148540_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR314/000/ERR3148540/ERR3148540_2.fastq.gz
SAMEA5330713	ERR3148541	ERX3177483	SAMEA5330713	ERS3136906	PRJEB31094	ERP113608		ERA1736458	webin-reads-CE4_1_3	webin-reads-CE4_1_3	CE4_1	ena-STUDY-RWTH Aachen-05-02-2019-14:32:56:536-63	PAIRED	PolyA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 1000	ILLUMINA	873708132.0	8565766.0	3702	Arabidopsis thaliana	Arabidopsis	Illumina HiSeq 1000 paired end sequencing; Raw reads: CE4_1_3	Transcriptional Response of Arabidopsis thaliana to Fluctuating Light	Illumina HiSeq 1000 paired end sequencing; Raw reads: CE4_1_3	Arabidopsis	050896daf4862e2cbdb5134beeacbae6;ad0550e2c0cd6ec6e63214895b72df72	405387927;411877423	ftp.sra.ebi.ac.uk/vol1/fastq/ERR314/001/ERR3148541/ERR3148541_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR314/001/ERR3148541/ERR3148541_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR314/001/ERR3148541/ERR3148541_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR314/001/ERR3148541/ERR3148541_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR314/001/ERR3148541/ERR3148541_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR314/001/ERR3148541/ERR3148541_2.fastq.gz
SAMEA5330713	ERR3148542	ERX3177484	SAMEA5330713	ERS3136906	PRJEB31094	ERP113608		ERA1736459	webin-reads-CE4_1_4	webin-reads-CE4_1_4	CE4_1	ena-STUDY-RWTH Aachen-05-02-2019-14:32:56:536-63	PAIRED	PolyA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 1000	ILLUMINA	789184800.0	7891848.0	3702	Arabidopsis thaliana	Arabidopsis	Illumina HiSeq 1000 paired end sequencing; Raw reads: CE4_1_4	Transcriptional Response of Arabidopsis thaliana to Fluctuating Light	Illumina HiSeq 1000 paired end sequencing; Raw reads: CE4_1_4	Arabidopsis	4a11c016ff2f5500903a55ad2c5a9739;ec5f4c25b34e91ab07239f365a9a7e4e	413251587;421534237	ftp.sra.ebi.ac.uk/vol1/fastq/ERR314/002/ERR3148542/ERR3148542_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR314/002/ERR3148542/ERR3148542_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR314/002/ERR3148542/ERR3148542_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR314/002/ERR3148542/ERR3148542_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR314/002/ERR3148542/ERR3148542_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR314/002/ERR3148542/ERR3148542_2.fastq.gz
SAMEA5330713	ERR3148543	ERX3177485	SAMEA5330713	ERS3136906	PRJEB31094	ERP113608		ERA1736460	webin-reads-CE4_1_5	webin-reads-CE4_1_5	CE4_1	ena-STUDY-RWTH Aachen-05-02-2019-14:32:56:536-63	PAIRED	PolyA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 1000	ILLUMINA	788261400.0	7882614.0	3702	Arabidopsis thaliana	Arabidopsis	Illumina HiSeq 1000 paired end sequencing; Raw reads: CE4_1_5	Transcriptional Response of Arabidopsis thaliana to Fluctuating Light	Illumina HiSeq 1000 paired end sequencing; Raw reads: CE4_1_5	Arabidopsis	13da21c57c15b5e6f30d3a717fadde6f;0c71b82421c74e6243813efa9da0c48e	413461744;420759082	ftp.sra.ebi.ac.uk/vol1/fastq/ERR314/003/ERR3148543/ERR3148543_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR314/003/ERR3148543/ERR3148543_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR314/003/ERR3148543/ERR3148543_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR314/003/ERR3148543/ERR3148543_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR314/003/ERR3148543/ERR3148543_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR314/003/ERR3148543/ERR3148543_2.fastq.gz
SAMEA5330713	ERR3148544	ERX3177486	SAMEA5330713	ERS3136906	PRJEB31094	ERP113608		ERA1736461	webin-reads-CE4_1_6	webin-reads-CE4_1_6	CE4_1	ena-STUDY-RWTH Aachen-05-02-2019-14:32:56:536-63	PAIRED	PolyA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 1000	ILLUMINA	776171000.0	7761710.0	3702	Arabidopsis thaliana	Arabidopsis	Illumina HiSeq 1000 paired end sequencing; Raw reads: CE4_1_6	Transcriptional Response of Arabidopsis thaliana to Fluctuating Light	Illumina HiSeq 1000 paired end sequencing; Raw reads: CE4_1_6	Arabidopsis	bd01ed8ac63966dbd6d2504da743d5ed;83cc3ed4a7e3938dd10df2b4b37d55f5	412957115;418270398	ftp.sra.ebi.ac.uk/vol1/fastq/ERR314/004/ERR3148544/ERR3148544_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR314/004/ERR3148544/ERR3148544_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR314/004/ERR3148544/ERR3148544_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR314/004/ERR3148544/ERR3148544_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR314/004/ERR3148544/ERR3148544_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR314/004/ERR3148544/ERR3148544_2.fastq.gz
SAMEA5330714	ERR3148545	ERX3177487	SAMEA5330714	ERS3136907	PRJEB31094	ERP113608		ERA1736462	webin-reads-CE4_3_1	webin-reads-CE4_3_1	CE4_3	ena-STUDY-RWTH Aachen-05-02-2019-14:32:56:536-63	PAIRED	PolyA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 1000	ILLUMINA	885981996.0	8686098.0	3702	Arabidopsis thaliana	Arabidopsis	Illumina HiSeq 1000 paired end sequencing; Raw reads: CE4_3_1	Transcriptional Response of Arabidopsis thaliana to Fluctuating Light	Illumina HiSeq 1000 paired end sequencing; Raw reads: CE4_3_1	Arabidopsis	24571a3169c9db8d2ad5a51c4aa27499;6b894cfba97466f2b94339d0c199be71	404874030;409417370	ftp.sra.ebi.ac.uk/vol1/fastq/ERR314/005/ERR3148545/ERR3148545_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR314/005/ERR3148545/ERR3148545_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR314/005/ERR3148545/ERR3148545_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR314/005/ERR3148545/ERR3148545_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR314/005/ERR3148545/ERR3148545_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR314/005/ERR3148545/ERR3148545_2.fastq.gz
SAMEA5330714	ERR3148549	ERX3177491	SAMEA5330714	ERS3136907	PRJEB31094	ERP113608		ERA1736464	webin-reads-CE4_3_2	webin-reads-CE4_3_2	CE4_3	ena-STUDY-RWTH Aachen-05-02-2019-14:32:56:536-63	PAIRED	PolyA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 1000	ILLUMINA	871703934.0	8546117.0	3702	Arabidopsis thaliana	Arabidopsis	Illumina HiSeq 1000 paired end sequencing; Raw reads: CE4_3_2	Transcriptional Response of Arabidopsis thaliana to Fluctuating Light	Illumina HiSeq 1000 paired end sequencing; Raw reads: CE4_3_2	Arabidopsis	a58d9cb9d39d312d30c54157c0495bbe;27763d8c305ebcbcf8393c61eaccf79b	395346612;400283121	ftp.sra.ebi.ac.uk/vol1/fastq/ERR314/009/ERR3148549/ERR3148549_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR314/009/ERR3148549/ERR3148549_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR314/009/ERR3148549/ERR3148549_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR314/009/ERR3148549/ERR3148549_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR314/009/ERR3148549/ERR3148549_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR314/009/ERR3148549/ERR3148549_2.fastq.gz
SAMEA5330714	ERR3148550	ERX3177492	SAMEA5330714	ERS3136907	PRJEB31094	ERP113608		ERA1736465	webin-reads-CE4_3_3	webin-reads-CE4_3_3	CE4_3	ena-STUDY-RWTH Aachen-05-02-2019-14:32:56:536-63	PAIRED	PolyA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 1000	ILLUMINA	872296044.0	8551922.0	3702	Arabidopsis thaliana	Arabidopsis	Illumina HiSeq 1000 paired end sequencing; Raw reads: CE4_3_3	Transcriptional Response of Arabidopsis thaliana to Fluctuating Light	Illumina HiSeq 1000 paired end sequencing; Raw reads: CE4_3_3	Arabidopsis	f440b8292704623c6299ee9dad4e906b;75e6b5550ea84c8edfa6e50b1358580f	397565575;402345669	ftp.sra.ebi.ac.uk/vol1/fastq/ERR314/000/ERR3148550/ERR3148550_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR314/000/ERR3148550/ERR3148550_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR314/000/ERR3148550/ERR3148550_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR314/000/ERR3148550/ERR3148550_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR314/000/ERR3148550/ERR3148550_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR314/000/ERR3148550/ERR3148550_2.fastq.gz
SAMEA5330714	ERR3148621	ERX3177563	SAMEA5330714	ERS3136907	PRJEB31094	ERP113608		ERA1736467	webin-reads-CE4_3_4	webin-reads-CE4_3_4	CE4_3	ena-STUDY-RWTH Aachen-05-02-2019-14:32:56:536-63	PAIRED	PolyA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 1000	ILLUMINA	818636500.0	8186365.0	3702	Arabidopsis thaliana	Arabidopsis	Illumina HiSeq 1000 paired end sequencing; Raw reads: CE4_3_4	Transcriptional Response of Arabidopsis thaliana to Fluctuating Light	Illumina HiSeq 1000 paired end sequencing; Raw reads: CE4_3_4	Arabidopsis	7c618a77d05ebfff199da232096348eb;4996df741051740cad375d4db05f9235	424574080;431710775	ftp.sra.ebi.ac.uk/vol1/fastq/ERR314/001/ERR3148621/ERR3148621_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR314/001/ERR3148621/ERR3148621_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR314/001/ERR3148621/ERR3148621_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR314/001/ERR3148621/ERR3148621_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR314/001/ERR3148621/ERR3148621_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR314/001/ERR3148621/ERR3148621_2.fastq.gz
