SAMN05823879	SRR4295958	SRX2191060	SAMN05823879	SRS1713588	PRJNA344451	SRP090459	PRJNA344444;PRJNA9506	SRA480089	GSM2328201_r1	GSM2328201	GSM2328201	GSE87338	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2500	ILLUMINA	463376150.0	9267523.0	3702	Arabidopsis thaliana	PBI001: Col-0_HighP_noBact_expA-rep1	Illumina HiSeq 2500 sequencing; GSM2328201: PBI001: Col-0_HighP_noBact_expA-rep1; Arabidopsis thaliana; RNA-Seq	RNA-seq of Arabidopsis thaliana seedlings growing in the presence of a bacterial synthetic community under full and low phosphate conditions [PBI]	Illumina HiSeq 2500 sequencing; GSM2328201: PBI001: Col-0_HighP_noBact_expA-rep1; Arabidopsis thaliana; RNA-Seq	PBI001: Col-0_HighP_noBact_expA-rep1	bcd5c9fe3dda867f9f9ed6f9ee3bac5b	450422494	ftp.sra.ebi.ac.uk/vol1/fastq/SRR429/008/SRR4295958/SRR4295958.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR429/008/SRR4295958/SRR4295958.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR429/008/SRR4295958/SRR4295958.fastq.gz
SAMN05823878	SRR4295959	SRX2191061	SAMN05823878	SRS1713589	PRJNA344451	SRP090459	PRJNA344444;PRJNA9506	SRA480089	GSM2328202_r1	GSM2328202	GSM2328202	GSE87338	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2500	ILLUMINA	531839650.0	10636793.0	3702	Arabidopsis thaliana	PBI002: phr1_HighP_noBact_expA-rep1	Illumina HiSeq 2500 sequencing; GSM2328202: PBI002: phr1_HighP_noBact_expA-rep1; Arabidopsis thaliana; RNA-Seq	RNA-seq of Arabidopsis thaliana seedlings growing in the presence of a bacterial synthetic community under full and low phosphate conditions [PBI]	Illumina HiSeq 2500 sequencing; GSM2328202: PBI002: phr1_HighP_noBact_expA-rep1; Arabidopsis thaliana; RNA-Seq	PBI002: phr1_HighP_noBact_expA-rep1	7230a0d594dc54f57e48725826e0e335	518094665	ftp.sra.ebi.ac.uk/vol1/fastq/SRR429/009/SRR4295959/SRR4295959.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR429/009/SRR4295959/SRR4295959.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR429/009/SRR4295959/SRR4295959.fastq.gz
SAMN05823877	SRR4295960	SRX2191062	SAMN05823877	SRS1713591	PRJNA344451	SRP090459	PRJNA344444;PRJNA9506	SRA480089	GSM2328203_r1	GSM2328203	GSM2328203	GSE87338	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2500	ILLUMINA	438336600.0	8766732.0	3702	Arabidopsis thaliana	PBI003: Col-0_HighP_noBact_expA-rep2	Illumina HiSeq 2500 sequencing; GSM2328203: PBI003: Col-0_HighP_noBact_expA-rep2; Arabidopsis thaliana; RNA-Seq	RNA-seq of Arabidopsis thaliana seedlings growing in the presence of a bacterial synthetic community under full and low phosphate conditions [PBI]	Illumina HiSeq 2500 sequencing; GSM2328203: PBI003: Col-0_HighP_noBact_expA-rep2; Arabidopsis thaliana; RNA-Seq	PBI003: Col-0_HighP_noBact_expA-rep2	3bd392ca5ad4ed8f2d12b26a70921612	426904024	ftp.sra.ebi.ac.uk/vol1/fastq/SRR429/000/SRR4295960/SRR4295960.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR429/000/SRR4295960/SRR4295960.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR429/000/SRR4295960/SRR4295960.fastq.gz
SAMN05823876	SRR4295961	SRX2191063	SAMN05823876	SRS1713590	PRJNA344451	SRP090459	PRJNA344444;PRJNA9506	SRA480089	GSM2328204_r1	GSM2328204	GSM2328204	GSE87338	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2500	ILLUMINA	516313400.0	10326268.0	3702	Arabidopsis thaliana	PBI004: phr1_HighP_noBact_expA-rep2	Illumina HiSeq 2500 sequencing; GSM2328204: PBI004: phr1_HighP_noBact_expA-rep2; Arabidopsis thaliana; RNA-Seq	RNA-seq of Arabidopsis thaliana seedlings growing in the presence of a bacterial synthetic community under full and low phosphate conditions [PBI]	Illumina HiSeq 2500 sequencing; GSM2328204: PBI004: phr1_HighP_noBact_expA-rep2; Arabidopsis thaliana; RNA-Seq	PBI004: phr1_HighP_noBact_expA-rep2	022c23d2b74e7dfa4f68b2534dc35a79	504753347	ftp.sra.ebi.ac.uk/vol1/fastq/SRR429/001/SRR4295961/SRR4295961.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR429/001/SRR4295961/SRR4295961.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR429/001/SRR4295961/SRR4295961.fastq.gz
SAMN05823875	SRR4295962	SRX2191064	SAMN05823875	SRS1713592	PRJNA344451	SRP090459	PRJNA344444;PRJNA9506	SRA480089	GSM2328205_r1	GSM2328205	GSM2328205	GSE87338	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2500	ILLUMINA	475410500.0	9508210.0	3702	Arabidopsis thaliana	PBI005: Col-0_LowP_noBact_expA-rep1	Illumina HiSeq 2500 sequencing; GSM2328205: PBI005: Col-0_LowP_noBact_expA-rep1; Arabidopsis thaliana; RNA-Seq	RNA-seq of Arabidopsis thaliana seedlings growing in the presence of a bacterial synthetic community under full and low phosphate conditions [PBI]	Illumina HiSeq 2500 sequencing; GSM2328205: PBI005: Col-0_LowP_noBact_expA-rep1; Arabidopsis thaliana; RNA-Seq	PBI005: Col-0_LowP_noBact_expA-rep1	a724faa03c7bc145b66f228419c1bbe8	461093493	ftp.sra.ebi.ac.uk/vol1/fastq/SRR429/002/SRR4295962/SRR4295962.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR429/002/SRR4295962/SRR4295962.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR429/002/SRR4295962/SRR4295962.fastq.gz
SAMN05823874	SRR4295963	SRX2191065	SAMN05823874	SRS1713593	PRJNA344451	SRP090459	PRJNA344444;PRJNA9506	SRA480089	GSM2328206_r1	GSM2328206	GSM2328206	GSE87338	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2500	ILLUMINA	487844200.0	9756884.0	3702	Arabidopsis thaliana	PBI006: phr1_LowP_noBact_expA-rep1	Illumina HiSeq 2500 sequencing; GSM2328206: PBI006: phr1_LowP_noBact_expA-rep1; Arabidopsis thaliana; RNA-Seq	RNA-seq of Arabidopsis thaliana seedlings growing in the presence of a bacterial synthetic community under full and low phosphate conditions [PBI]	Illumina HiSeq 2500 sequencing; GSM2328206: PBI006: phr1_LowP_noBact_expA-rep1; Arabidopsis thaliana; RNA-Seq	PBI006: phr1_LowP_noBact_expA-rep1	8d04e65018d6cfe9fd19d597e125a63e	473678296	ftp.sra.ebi.ac.uk/vol1/fastq/SRR429/003/SRR4295963/SRR4295963.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR429/003/SRR4295963/SRR4295963.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR429/003/SRR4295963/SRR4295963.fastq.gz
SAMN05823873	SRR4295964	SRX2191066	SAMN05823873	SRS1713594	PRJNA344451	SRP090459	PRJNA344444;PRJNA9506	SRA480089	GSM2328207_r1	GSM2328207	GSM2328207	GSE87338	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2500	ILLUMINA	442093000.0	8841860.0	3702	Arabidopsis thaliana	PBI007: Col-0_LowP_noBact_expA-rep2	Illumina HiSeq 2500 sequencing; GSM2328207: PBI007: Col-0_LowP_noBact_expA-rep2; Arabidopsis thaliana; RNA-Seq	RNA-seq of Arabidopsis thaliana seedlings growing in the presence of a bacterial synthetic community under full and low phosphate conditions [PBI]	Illumina HiSeq 2500 sequencing; GSM2328207: PBI007: Col-0_LowP_noBact_expA-rep2; Arabidopsis thaliana; RNA-Seq	PBI007: Col-0_LowP_noBact_expA-rep2	d45f71fde46aaff875de622a6176e210	431341017	ftp.sra.ebi.ac.uk/vol1/fastq/SRR429/004/SRR4295964/SRR4295964.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR429/004/SRR4295964/SRR4295964.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR429/004/SRR4295964/SRR4295964.fastq.gz
SAMN05823872	SRR4295965	SRX2191067	SAMN05823872	SRS1713595	PRJNA344451	SRP090459	PRJNA344444;PRJNA9506	SRA480089	GSM2328208_r1	GSM2328208	GSM2328208	GSE87338	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2500	ILLUMINA	326927100.0	6538542.0	3702	Arabidopsis thaliana	PBI008: phr1_LowP_noBact_expA-rep2	Illumina HiSeq 2500 sequencing; GSM2328208: PBI008: phr1_LowP_noBact_expA-rep2; Arabidopsis thaliana; RNA-Seq	RNA-seq of Arabidopsis thaliana seedlings growing in the presence of a bacterial synthetic community under full and low phosphate conditions [PBI]	Illumina HiSeq 2500 sequencing; GSM2328208: PBI008: phr1_LowP_noBact_expA-rep2; Arabidopsis thaliana; RNA-Seq	PBI008: phr1_LowP_noBact_expA-rep2	c77b8eb0ffa71ee94e0ce4de8ef224f5	317912689	ftp.sra.ebi.ac.uk/vol1/fastq/SRR429/005/SRR4295965/SRR4295965.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR429/005/SRR4295965/SRR4295965.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR429/005/SRR4295965/SRR4295965.fastq.gz
SAMN05823871	SRR4295966	SRX2191068	SAMN05823871	SRS1713596	PRJNA344451	SRP090459	PRJNA344444;PRJNA9506	SRA480089	GSM2328209_r1	GSM2328209	GSM2328209	GSE87338	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2500	ILLUMINA	356218700.0	7124374.0	3702	Arabidopsis thaliana	PBI009: Col-0_HighP_SynCom_expA-rep1	Illumina HiSeq 2500 sequencing; GSM2328209: PBI009: Col-0_HighP_SynCom_expA-rep1; Arabidopsis thaliana; RNA-Seq	RNA-seq of Arabidopsis thaliana seedlings growing in the presence of a bacterial synthetic community under full and low phosphate conditions [PBI]	Illumina HiSeq 2500 sequencing; GSM2328209: PBI009: Col-0_HighP_SynCom_expA-rep1; Arabidopsis thaliana; RNA-Seq	PBI009: Col-0_HighP_SynCom_expA-rep1	1ed8f3297c31755af6a53045eddd5ef3	346844690	ftp.sra.ebi.ac.uk/vol1/fastq/SRR429/006/SRR4295966/SRR4295966.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR429/006/SRR4295966/SRR4295966.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR429/006/SRR4295966/SRR4295966.fastq.gz
SAMN05823870	SRR4295967	SRX2191069	SAMN05823870	SRS1713597	PRJNA344451	SRP090459	PRJNA344444;PRJNA9506	SRA480089	GSM2328210_r1	GSM2328210	GSM2328210	GSE87338	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2500	ILLUMINA	339789100.0	6795782.0	3702	Arabidopsis thaliana	PBI010: phr1_HighP_SynCom_expA-rep1	Illumina HiSeq 2500 sequencing; GSM2328210: PBI010: phr1_HighP_SynCom_expA-rep1; Arabidopsis thaliana; RNA-Seq	RNA-seq of Arabidopsis thaliana seedlings growing in the presence of a bacterial synthetic community under full and low phosphate conditions [PBI]	Illumina HiSeq 2500 sequencing; GSM2328210: PBI010: phr1_HighP_SynCom_expA-rep1; Arabidopsis thaliana; RNA-Seq	PBI010: phr1_HighP_SynCom_expA-rep1	3bc48a548b35fba0c3a9cc1260e73ef9	332232420	ftp.sra.ebi.ac.uk/vol1/fastq/SRR429/007/SRR4295967/SRR4295967.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR429/007/SRR4295967/SRR4295967.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR429/007/SRR4295967/SRR4295967.fastq.gz
