SAMN05828335	SRR4360365	SRX2219902	SAMN05828335	SRS1730867	PRJNA344545	SRP090913	PRJNA9506	SRA482608	R22-COL-1_CTTGTA_L003_R2.fastq.gz	R22-COL-1	R22-COL-1	PRJNA344545	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	R22-COL-1	Illumina HiSeq 3000	ILLUMINA	4820923500.0	16069745.0	3702	Arabidopsis thaliana	R22-COL	Illumina HiSeq 3000 sequencing; RNA seq of rosette of Arabidopsis thaliana grown at 22°C: ecotype Col	WallOmics	Illumina HiSeq 3000 sequencing; RNA seq of rosette of Arabidopsis thaliana grown at 22°C: ecotype Col	R22-COL	f883412be0adb215f4e981381483fe25;68c8caf055174ed08bad8448dab620da	1261720221;1414672351	ftp.sra.ebi.ac.uk/vol1/fastq/SRR436/005/SRR4360365/SRR4360365_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR436/005/SRR4360365/SRR4360365_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR436/005/SRR4360365/SRR4360365_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR436/005/SRR4360365/SRR4360365_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR436/005/SRR4360365/SRR4360365_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR436/005/SRR4360365/SRR4360365_2.fastq.gz
SAMN05828337	SRR4360366	SRX2219903	SAMN05828337	SRS1730868	PRJNA344545	SRP090913	PRJNA9506	SRA482608	R22-COL-2_CGATGT_L003_R2.fastq.gz	R22-COL-2	R22-COL-2	PRJNA344545	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	R22-COL-2	Illumina HiSeq 3000	ILLUMINA	4978719900.0	16595733.0	3702	Arabidopsis thaliana	R22-COL	Illumina HiSeq 3000 sequencing; RNA seq of rosette of Arabidopsis thaliana grown at 22°C: ecotype Col	WallOmics	Illumina HiSeq 3000 sequencing; RNA seq of rosette of Arabidopsis thaliana grown at 22°C: ecotype Col	R22-COL	d30c171e6241cb2a2ed5f0cddf03a935;ca486b8eca6c0faa0b03686138e2d0d7	1289509135;1478292801	ftp.sra.ebi.ac.uk/vol1/fastq/SRR436/006/SRR4360366/SRR4360366_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR436/006/SRR4360366/SRR4360366_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR436/006/SRR4360366/SRR4360366_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR436/006/SRR4360366/SRR4360366_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR436/006/SRR4360366/SRR4360366_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR436/006/SRR4360366/SRR4360366_2.fastq.gz
SAMN05828355	SRR4360367	SRX2219904	SAMN05828355	SRS1730869	PRJNA344545	SRP090913	PRJNA9506	SRA482608	R15-SHA-2_GAGTGG_L007_R2.fastq.gz	R15-SHA-2	R15-SHA-2	PRJNA344545	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	R15-SHA-2	Illumina HiSeq 3000	ILLUMINA	5963375700.0	19877919.0	3702	Arabidopsis thaliana	R15-SHA	Illumina HiSeq 3000 sequencing; RNA seq of rosette of Arabidopsis thaliana grown at 15°C: ecotype Sha	WallOmics	Illumina HiSeq 3000 sequencing; RNA seq of rosette of Arabidopsis thaliana grown at 15°C: ecotype Sha	R15-SHA	f299563d96d2f221edfe185da8313cb2;5d300862a06720a525707ecf3d258e68	1549727625;1736046320	ftp.sra.ebi.ac.uk/vol1/fastq/SRR436/007/SRR4360367/SRR4360367_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR436/007/SRR4360367/SRR4360367_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR436/007/SRR4360367/SRR4360367_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR436/007/SRR4360367/SRR4360367_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR436/007/SRR4360367/SRR4360367_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR436/007/SRR4360367/SRR4360367_2.fastq.gz
SAMN05828357	SRR4360368	SRX2219905	SAMN05828357	SRS1730870	PRJNA344545	SRP090913	PRJNA9506	SRA482608	R15-SHA-3_GGCTAC_L007_R1.fastq.gz	R15-SHA-3	R15-SHA-3	PRJNA344545	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	R15-SHA-3	Illumina HiSeq 3000	ILLUMINA	6097671900.0	20325573.0	3702	Arabidopsis thaliana	R15-SHA	Illumina HiSeq 3000 sequencing; RNA seq of rosette of Arabidopsis thaliana grown at 15°C: ecotype Sha	WallOmics	Illumina HiSeq 3000 sequencing; RNA seq of rosette of Arabidopsis thaliana grown at 15°C: ecotype Sha	R15-SHA	8ee34c62d4e7f101d8bae0a9a186665e;44b26ef0ba99fb22b4d8a8426d9aefee	1602317373;1846363656	ftp.sra.ebi.ac.uk/vol1/fastq/SRR436/008/SRR4360368/SRR4360368_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR436/008/SRR4360368/SRR4360368_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR436/008/SRR4360368/SRR4360368_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR436/008/SRR4360368/SRR4360368_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR436/008/SRR4360368/SRR4360368_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR436/008/SRR4360368/SRR4360368_2.fastq.gz
SAMN05828339	SRR4360369	SRX2219906	SAMN05828339	SRS1730871	PRJNA344545	SRP090913	PRJNA9506	SRA482608	R22-COL-3_CCGTCC_L003_R1.fastq.gz	R22-COL-3	R22-COL-3	PRJNA344545	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	R22-COL-3	Illumina HiSeq 3000	ILLUMINA	4779399300.0	15931331.0	3702	Arabidopsis thaliana	R22-COL	Illumina HiSeq 3000 sequencing; RNA seq of rosette of Arabidopsis thaliana grown at 22°C: ecotype Col	WallOmics	Illumina HiSeq 3000 sequencing; RNA seq of rosette of Arabidopsis thaliana grown at 22°C: ecotype Col	R22-COL	7205ca09f7496801283b2d65b40af05d;fd6a52f0a1c4fbf2426ea0662ab51b3a	1383500852;1510668657	ftp.sra.ebi.ac.uk/vol1/fastq/SRR436/009/SRR4360369/SRR4360369_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR436/009/SRR4360369/SRR4360369_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR436/009/SRR4360369/SRR4360369_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR436/009/SRR4360369/SRR4360369_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR436/009/SRR4360369/SRR4360369_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR436/009/SRR4360369/SRR4360369_2.fastq.gz
SAMN05828341	SRR4360370	SRX2219907	SAMN05828341	SRS1730872	PRJNA344545	SRP090913	PRJNA9506	SRA482608	R15-COL-1_CTTGTA_L007_R2.fastq.gz	R15-COL-1	R15-COL-1	PRJNA344545	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	R15-COL-1	Illumina HiSeq 3000	ILLUMINA	4672578000.0	15575260.0	3702	Arabidopsis thaliana	R15-COL	Illumina HiSeq 3000 sequencing; RNA seq of rosette of Arabidopsis thaliana grown at 15°C: ecotype Col	WallOmics	Illumina HiSeq 3000 sequencing; RNA seq of rosette of Arabidopsis thaliana grown at 15°C: ecotype Col	R15-COL	a56e309f2fc25b444bbca94fdba26fe6;333a298c4b9d93645e0285351a146a53	1217086580;1362224099	ftp.sra.ebi.ac.uk/vol1/fastq/SRR436/000/SRR4360370/SRR4360370_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR436/000/SRR4360370/SRR4360370_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR436/000/SRR4360370/SRR4360370_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR436/000/SRR4360370/SRR4360370_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR436/000/SRR4360370/SRR4360370_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR436/000/SRR4360370/SRR4360370_2.fastq.gz
SAMN05828343	SRR4360372	SRX2219908	SAMN05828343	SRS1730876	PRJNA344545	SRP090913	PRJNA9506	SRA482608	R15-COL-2_GTCCGC_L007_R1.fastq.gz	R15-COL-2	R15-COL-2	PRJNA344545	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	R15-COL-2	Illumina HiSeq 3000	ILLUMINA	3963659700.0	13212199.0	3702	Arabidopsis thaliana	R15-COL	Illumina HiSeq 3000 sequencing; RNA seq of rosette of Arabidopsis thaliana grown at 15°C: ecotype Col	WallOmics	Illumina HiSeq 3000 sequencing; RNA seq of rosette of Arabidopsis thaliana grown at 15°C: ecotype Col	R15-COL	65f3accda0fe1d2b5955f01b86e04d18;e5430a2decb3a595c185771fb15fb4b2	1041797578;1172424409	ftp.sra.ebi.ac.uk/vol1/fastq/SRR436/002/SRR4360372/SRR4360372_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR436/002/SRR4360372/SRR4360372_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR436/002/SRR4360372/SRR4360372_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR436/002/SRR4360372/SRR4360372_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR436/002/SRR4360372/SRR4360372_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR436/002/SRR4360372/SRR4360372_2.fastq.gz
SAMN05828345	SRR4360373	SRX2219909	SAMN05828345	SRS1730873	PRJNA344545	SRP090913	PRJNA9506	SRA482608	R15-COL-3_CCGTCC_L007_R2.fastq.gz	R15-COL-3	R15-COL-3	PRJNA344545	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	R15-COL-3	Illumina HiSeq 3000	ILLUMINA	4269660900.0	14232203.0	3702	Arabidopsis thaliana	R15-COL	Illumina HiSeq 3000 sequencing; RNA seq of rosette of Arabidopsis thaliana grown at 15°C: ecotype Col	WallOmics	Illumina HiSeq 3000 sequencing; RNA seq of rosette of Arabidopsis thaliana grown at 15°C: ecotype Col	R15-COL	be0eb9cf2e1efe2652a28e909c666072;e56f61fb3b95197bf56300576c2a7b23	1176811660;1295715390	ftp.sra.ebi.ac.uk/vol1/fastq/SRR436/003/SRR4360373/SRR4360373_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR436/003/SRR4360373/SRR4360373_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR436/003/SRR4360373/SRR4360373_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR436/003/SRR4360373/SRR4360373_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR436/003/SRR4360373/SRR4360373_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR436/003/SRR4360373/SRR4360373_2.fastq.gz
SAMN05828347	SRR4360374	SRX2219910	SAMN05828347	SRS1730874	PRJNA344545	SRP090913	PRJNA9506	SRA482608	R22-SHA-1_GATCAG_L007_R2.fastq.gz	R22-SHA-1	R22-SHA-1	PRJNA344545	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	R22-SHA-1	Illumina HiSeq 3000	ILLUMINA	3958586100.0	13195287.0	3702	Arabidopsis thaliana	R22-SHA	Illumina HiSeq 3000 sequencing; RNA seq of rosette of Arabidopsis thaliana grown at 22°C: ecotype Sha	WallOmics	Illumina HiSeq 3000 sequencing; RNA seq of rosette of Arabidopsis thaliana grown at 22°C: ecotype Sha	R22-SHA	0ccaae0730f78a894d3dddd7508804d9;89e95b5dbe6548e5585cc31380ddc4e3	1038969345;1158175650	ftp.sra.ebi.ac.uk/vol1/fastq/SRR436/004/SRR4360374/SRR4360374_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR436/004/SRR4360374/SRR4360374_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR436/004/SRR4360374/SRR4360374_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR436/004/SRR4360374/SRR4360374_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR436/004/SRR4360374/SRR4360374_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR436/004/SRR4360374/SRR4360374_2.fastq.gz
SAMN05828349	SRR4360375	SRX2219911	SAMN05828349	SRS1730875	PRJNA344545	SRP090913	PRJNA9506	SRA482608	R22-SHA-2_GTTTCG_L007_R2.fastq.gz	R22-SHA-2	R22-SHA-2	PRJNA344545	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	R22-SHA-2	Illumina HiSeq 3000	ILLUMINA	3372555300.0	11241851.0	3702	Arabidopsis thaliana	R22-SHA	Illumina HiSeq 3000 sequencing; RNA seq of rosette of Arabidopsis thaliana grown at 22°C: ecotype Sha	WallOmics	Illumina HiSeq 3000 sequencing; RNA seq of rosette of Arabidopsis thaliana grown at 22°C: ecotype Sha	R22-SHA	556ef619df038a923ed0b4de93dcdf3d;6f91c0f5a1ad683f918f44177558e875	881680812;990959950	ftp.sra.ebi.ac.uk/vol1/fastq/SRR436/005/SRR4360375/SRR4360375_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR436/005/SRR4360375/SRR4360375_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR436/005/SRR4360375/SRR4360375_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR436/005/SRR4360375/SRR4360375_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR436/005/SRR4360375/SRR4360375_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR436/005/SRR4360375/SRR4360375_2.fastq.gz
SAMN05828351	SRR4360376	SRX2219912	SAMN05828351	SRS1730877	PRJNA344545	SRP090913	PRJNA9506	SRA482608	R22-SHA-3_AGTTCC_L007_R2.fastq.gz	R22-SHA-3	R22-SHA-3	PRJNA344545	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	R22-SHA-3	Illumina HiSeq 3000	ILLUMINA	6300178500.0	21000595.0	3702	Arabidopsis thaliana	R22-SHA	Illumina HiSeq 3000 sequencing; RNA seq of rosette of Arabidopsis thaliana grown at 22°C: ecotype Sha	WallOmics	Illumina HiSeq 3000 sequencing; RNA seq of rosette of Arabidopsis thaliana grown at 22°C: ecotype Sha	R22-SHA	fa76b7c04d3afa34087b12169acef5b3;e905013ac7dd54d7ac56ec3785cea626	1636693531;1834307606	ftp.sra.ebi.ac.uk/vol1/fastq/SRR436/006/SRR4360376/SRR4360376_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR436/006/SRR4360376/SRR4360376_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR436/006/SRR4360376/SRR4360376_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR436/006/SRR4360376/SRR4360376_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR436/006/SRR4360376/SRR4360376_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR436/006/SRR4360376/SRR4360376_2.fastq.gz
